,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,M,-2147483648,2005-12-22,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
1,1,1,-0.0,M,-2147483648,2005-12-22,Baird,Not Provided,3,neutral,26.0
2,2,2,-0.0,D,-2147483648,2005-12-22,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
3,3,3,-0.0,M,-2147483648,2005-12-22,Buckingham Research Group,Not Provided,3,neutral,-0.0
4,4,4,-0.0,U,-2147483648,2005-12-22,Oppenheimer & Co,Not Provided,5,buy,-0.0
5,5,5,-0.0,M,-2147483648,2005-12-22,Wells Fargo Securities,Not Provided,3,market perform,-0.0
6,6,6,-0.0,M,-2147483648,2005-12-22,Prudential Equity Group Inc,Not Provided,3,neutral weight,23.0
7,7,7,-0.0,M,-2147483648,2005-12-22,Piper Jaffray,Not Provided,3,market perform,25.0
8,8,8,-0.0,N,-2147483648,2005-12-05,Edward Jones,Not Provided,5,buy,-0.0
9,9,9,-0.0,D,-2147483648,2005-11-11,EVA Dimensions,Not Provided,3,hold,-0.0
10,10,10,-0.0,M,-2147483648,2005-09-30,Barclays,Not Provided,3,equalwt/neutral,23.0
11,11,11,-0.0,M,-2147483648,2005-08-05,Credit Suisse,12 month,3,neutral,21.0
12,12,12,-0.0,N,-2147483648,2005-06-29,FTN Equity Capital Markets Corp.,Not Provided,5,buy,-0.0
13,13,13,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0
14,14,14,-0.0,M,-2147483648,2005-03-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
15,15,15,-0.0,M,-2147483648,2006-01-25,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
16,16,16,-0.0,M,-2147483648,2006-01-11,Oppenheimer & Co,Not Provided,5,buy,-0.0
17,17,17,-0.0,M,-2147483648,2006-01-09,EVA Dimensions,Not Provided,3,hold,-0.0
18,18,18,-0.0,M,-2147483648,2006-01-06,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
19,19,19,-0.0,M,-2147483648,2005-12-22,Baird,Not Provided,3,neutral,26.0
20,20,20,-0.0,M,-2147483648,2005-12-22,Buckingham Research Group,Not Provided,3,neutral,-0.0
21,21,21,-0.0,M,-2147483648,2005-12-22,Wells Fargo Securities,Not Provided,3,market perform,-0.0
22,22,22,-0.0,M,-2147483648,2005-12-22,Prudential Equity Group Inc,Not Provided,3,neutral weight,23.0
23,23,23,-0.0,M,-2147483648,2005-12-22,Piper Jaffray,Not Provided,3,market perform,25.0
24,24,24,-0.0,N,-2147483648,2005-12-05,Edward Jones,Not Provided,5,buy,-0.0
25,25,25,-0.0,M,-2147483648,2005-09-30,Barclays,Not Provided,3,equalwt/neutral,23.0
26,26,26,-0.0,M,-2147483648,2005-08-05,Credit Suisse,12 month,3,neutral,21.0
27,27,27,-0.0,N,-2147483648,2005-06-29,FTN Equity Capital Markets Corp.,Not Provided,5,buy,-0.0
28,28,28,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0
29,29,29,-0.0,M,-2147483648,2005-03-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
30,30,30,-0.0,M,-2147483648,2006-02-07,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
31,31,31,-0.0,M,-2147483648,2006-02-03,Baird,Not Provided,3,neutral,26.0
32,32,32,-0.0,M,-2147483648,2006-02-02,Oppenheimer & Co,Not Provided,5,buy,-0.0
33,33,33,-0.0,M,-2147483648,2006-01-09,EVA Dimensions,Not Provided,3,hold,-0.0
34,34,34,-0.0,M,-2147483648,2006-01-06,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
35,35,35,-0.0,M,-2147483648,2005-12-22,Buckingham Research Group,Not Provided,3,neutral,-0.0
36,36,36,-0.0,M,-2147483648,2005-12-22,Wells Fargo Securities,Not Provided,3,market perform,-0.0
37,37,37,-0.0,M,-2147483648,2005-12-22,Prudential Equity Group Inc,Not Provided,3,neutral weight,23.0
38,38,38,-0.0,M,-2147483648,2005-12-22,Piper Jaffray,Not Provided,3,market perform,25.0
39,39,39,-0.0,N,-2147483648,2005-12-05,Edward Jones,Not Provided,5,buy,-0.0
40,40,40,-0.0,M,-2147483648,2005-09-30,Barclays,Not Provided,3,equalwt/neutral,23.0
41,41,41,-0.0,M,-2147483648,2005-08-05,Credit Suisse,12 month,3,neutral,21.0
42,42,42,-0.0,N,-2147483648,2005-06-29,FTN Equity Capital Markets Corp.,Not Provided,5,buy,-0.0
43,43,43,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0
44,44,44,-0.0,M,-2147483648,2005-03-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
45,45,45,-0.0,N,-2147483648,2006-03-31,Raymond James,Not Provided,5,outperform,31.0
46,46,46,-0.0,M,-2147483648,2006-03-24,Piper Jaffray,Not Provided,3,market perform,26.0
47,47,47,-0.0,M,-2147483648,2006-03-24,Barclays,Not Provided,3,equalwt/neutral,27.0
48,48,48,-0.0,M,-2147483648,2006-03-23,Credit Suisse,12 month,3,neutral,26.0
49,49,49,-0.0,M,-2147483648,2006-03-23,Oppenheimer & Co,Not Provided,5,buy,-0.0
50,50,50,-0.0,M,-2147483648,2006-03-23,Wells Fargo Securities,Not Provided,3,market perform,-0.0
51,51,51,-0.0,M,-2147483648,2006-03-08,Edward Jones,Not Provided,5,buy,-0.0
52,52,52,-0.0,M,-2147483648,2006-03-02,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
53,53,53,-0.0,M,-2147483648,2006-02-07,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
54,54,54,-0.0,M,-2147483648,2006-02-03,Baird,Not Provided,3,neutral,26.0
55,55,55,-0.0,M,-2147483648,2006-01-09,EVA Dimensions,Not Provided,3,hold,-0.0
56,56,56,-0.0,M,-2147483648,2005-12-22,Buckingham Research Group,Not Provided,3,neutral,-0.0
57,57,57,-0.0,N,-2147483648,2005-06-29,FTN Equity Capital Markets Corp.,Not Provided,5,buy,-0.0
58,58,58,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0
59,59,59,-0.0,M,-2147483648,2005-03-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
60,60,60,-0.0,M,-2147483648,2006-04-07,Baird,Not Provided,3,neutral,29.0
61,61,61,-0.0,M,-2147483648,2006-04-06,Raymond James,Not Provided,5,outperform,31.0
62,62,62,-0.0,M,-2147483648,2006-04-06,Oppenheimer & Co,Not Provided,5,buy,-0.0
63,63,63,-0.0,M,-2147483648,2006-04-06,EVA Dimensions,Not Provided,3,hold,-0.0
64,64,64,-0.0,M,-2147483648,2006-04-03,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
65,65,65,-0.0,M,-2147483648,2006-03-24,Piper Jaffray,Not Provided,3,market perform,26.0
66,66,66,-0.0,M,-2147483648,2006-03-24,Barclays,Not Provided,3,equalwt/neutral,27.0
67,67,67,-0.0,M,-2147483648,2006-03-23,Credit Suisse,12 month,3,neutral,26.0
68,68,68,-0.0,M,-2147483648,2006-03-23,Wells Fargo Securities,Not Provided,3,market perform,-0.0
69,69,69,-0.0,M,-2147483648,2006-03-08,Edward Jones,Not Provided,5,buy,-0.0
70,70,70,-0.0,M,-2147483648,2006-02-07,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
71,71,71,-0.0,M,-2147483648,2005-12-22,Buckingham Research Group,Not Provided,3,neutral,-0.0
72,72,72,-0.0,N,-2147483648,2005-06-29,FTN Equity Capital Markets Corp.,Not Provided,5,buy,-0.0
73,73,73,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0
74,74,74,-0.0,M,-2147483648,2005-03-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
75,75,75,-0.0,M,-2147483648,2006-06-01,Raymond James,Not Provided,5,outperform,31.0
76,76,76,-0.0,N,-2147483648,2006-05-23,J.P. Morgan,Not Provided,5,overweight,-0.0
77,77,77,-0.0,N,-2147483648,2006-05-15,HSBC,Not Provided,1,underweight,21.0
78,78,78,-0.0,M,-2147483648,2006-05-05,Baird,Not Provided,3,neutral,29.0
79,79,79,-0.0,M,-2147483648,2006-05-05,Oppenheimer & Co,Not Provided,5,buy,-0.0
80,80,80,-0.0,M,-2147483648,2006-05-04,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
81,81,81,-0.0,M,-2147483648,2006-04-06,EVA Dimensions,Not Provided,3,hold,-0.0
82,82,82,-0.0,M,-2147483648,2006-04-03,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
83,83,83,-0.0,M,-2147483648,2006-03-24,Piper Jaffray,Not Provided,3,market perform,26.0
84,84,84,-0.0,M,-2147483648,2006-03-24,Barclays,Not Provided,3,equalwt/neutral,27.0
85,85,85,-0.0,M,-2147483648,2006-03-23,Credit Suisse,12 month,3,neutral,26.0
86,86,86,-0.0,M,-2147483648,2006-03-23,Wells Fargo Securities,Not Provided,3,market perform,-0.0
87,87,87,-0.0,M,-2147483648,2006-03-08,Edward Jones,Not Provided,5,buy,-0.0
88,88,88,-0.0,M,-2147483648,2005-12-22,Buckingham Research Group,Not Provided,3,neutral,-0.0
89,89,89,-0.0,N,-2147483648,2005-06-29,FTN Equity Capital Markets Corp.,Not Provided,5,buy,-0.0
90,90,90,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0
91,91,91,-0.0,M,-2147483648,2005-03-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
92,92,92,-0.0,M,-2147483648,2006-06-26,Raymond James,Not Provided,5,outperform,31.0
93,93,93,-0.0,M,-2147483648,2006-06-26,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
94,94,94,-0.0,M,-2147483648,2006-06-23,Credit Suisse,12 month,3,neutral,26.0
95,95,95,-0.0,M,-2147483648,2006-06-23,Baird,Not Provided,3,neutral,29.0
96,96,96,-0.0,M,-2147483648,2006-06-23,HSBC,Not Provided,1,underweight,21.0
97,97,97,-0.0,M,-2147483648,2006-06-23,Piper Jaffray,Not Provided,3,market perform,27.0
98,98,98,-0.0,M,-2147483648,2006-06-22,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
99,99,99,-0.0,M,-2147483648,2006-06-22,Oppenheimer & Co,Not Provided,5,buy,-0.0
100,100,100,-0.0,N,-2147483648,2006-05-23,J.P. Morgan,Not Provided,5,overweight,-0.0
101,101,101,-0.0,M,-2147483648,2006-04-06,EVA Dimensions,Not Provided,3,hold,-0.0
102,102,102,-0.0,M,-2147483648,2006-03-24,Barclays,Not Provided,3,equalwt/neutral,27.0
103,103,103,-0.0,M,-2147483648,2006-03-23,Wells Fargo Securities,Not Provided,3,market perform,-0.0
104,104,104,-0.0,M,-2147483648,2006-03-08,Edward Jones,Not Provided,5,buy,-0.0
105,105,105,-0.0,M,-2147483648,2005-12-22,Buckingham Research Group,Not Provided,3,neutral,-0.0
106,106,106,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0
107,107,107,-0.0,M,-2147483648,2005-03-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
108,108,108,-0.0,N,-2147483648,2006-07-19,Avondale Partners LLC,Not Provided,4,market outperform,27.0
109,109,109,-0.0,M,-2147483648,2006-07-18,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
110,110,110,-0.0,M,-2147483648,2006-07-07,Baird,Not Provided,3,neutral,29.0
111,111,111,-0.0,M,-2147483648,2006-07-06,Raymond James,Not Provided,5,outperform,31.0
112,112,112,-0.0,M,-2147483648,2006-07-05,EVA Dimensions,Not Provided,3,hold,-0.0
113,113,113,-0.0,M,-2147483648,2006-06-23,Credit Suisse,12 month,3,neutral,26.0
114,114,114,-0.0,M,-2147483648,2006-06-23,HSBC,Not Provided,1,underweight,21.0
115,115,115,-0.0,M,-2147483648,2006-06-23,Piper Jaffray,Not Provided,3,market perform,27.0
116,116,116,-0.0,M,-2147483648,2006-06-22,Oppenheimer & Co,Not Provided,5,buy,-0.0
117,117,117,-0.0,N,-2147483648,2006-05-23,J.P. Morgan,Not Provided,5,overweight,-0.0
118,118,118,-0.0,M,-2147483648,2006-03-24,Barclays,Not Provided,3,equalwt/neutral,27.0
119,119,119,-0.0,M,-2147483648,2006-03-23,Wells Fargo Securities,Not Provided,3,market perform,-0.0
120,120,120,-0.0,M,-2147483648,2006-03-08,Edward Jones,Not Provided,5,buy,-0.0
121,121,121,-0.0,M,-2147483648,2005-12-22,Buckingham Research Group,Not Provided,3,neutral,-0.0
122,122,122,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0
123,123,123,-0.0,M,-2147483648,2005-03-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
124,124,124,-0.0,M,-2147483648,2006-09-01,Credit Suisse,12 month,3,neutral,26.0
125,125,125,-0.0,M,-2147483648,2006-09-01,Baird,Not Provided,3,neutral,29.0
126,126,126,-0.0,M,-2147483648,2006-09-01,Raymond James,Not Provided,5,outperform,31.0
127,127,127,-0.0,M,-2147483648,2006-09-01,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
128,128,128,-0.0,M,-2147483648,2006-08-31,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
129,129,129,-0.0,M,-2147483648,2006-08-31,Oppenheimer & Co,Not Provided,5,buy,-0.0
130,130,130,-0.0,D,-2147483648,2006-08-02,J.P. Morgan,Not Provided,3,neutral,-0.0
131,131,131,-0.0,N,-2147483648,2006-07-19,Avondale Partners LLC,Not Provided,4,market outperform,27.0
132,132,132,-0.0,M,-2147483648,2006-07-05,EVA Dimensions,Not Provided,3,hold,-0.0
133,133,133,-0.0,M,-2147483648,2006-06-23,HSBC,Not Provided,1,underweight,21.0
134,134,134,-0.0,M,-2147483648,2006-06-23,Piper Jaffray,Not Provided,3,market perform,27.0
135,135,135,-0.0,M,-2147483648,2006-03-24,Barclays,Not Provided,3,equalwt/neutral,27.0
136,136,136,-0.0,M,-2147483648,2006-03-23,Wells Fargo Securities,Not Provided,3,market perform,-0.0
137,137,137,-0.0,M,-2147483648,2006-03-08,Edward Jones,Not Provided,5,buy,-0.0
138,138,138,-0.0,M,-2147483648,2005-12-22,Buckingham Research Group,Not Provided,3,neutral,-0.0
139,139,139,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0
140,140,140,-0.0,M,-2147483648,2005-03-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
141,141,141,-0.0,M,-2147483648,2006-09-29,Baird,Not Provided,3,neutral,30.0
142,142,142,-0.0,M,-2147483648,2006-09-29,Raymond James,Not Provided,5,outperform,31.0
143,143,143,-0.0,M,-2147483648,2006-09-29,HSBC,Not Provided,1,underweight,24.0
144,144,144,-0.0,M,-2147483648,2006-09-28,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
145,145,145,-0.0,M,-2147483648,2006-09-28,Oppenheimer & Co,Not Provided,5,buy,-0.0
146,146,146,-0.0,M,-2147483648,2006-09-22,Goldman Sachs,Not Provided,5,Buy/Neutral,34.0
147,147,147,-0.0,D,-2147483648,2006-09-13,EVA Dimensions,Not Provided,1,sell,-0.0
148,148,148,-0.0,M,-2147483648,2006-09-01,Credit Suisse,12 month,3,neutral,26.0
149,149,149,-0.0,M,-2147483648,2006-09-01,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
150,150,150,-0.0,D,-2147483648,2006-08-02,J.P. Morgan,Not Provided,3,neutral,-0.0
151,151,151,-0.0,N,-2147483648,2006-07-19,Avondale Partners LLC,Not Provided,4,market outperform,27.0
152,152,152,-0.0,M,-2147483648,2006-03-24,Barclays,Not Provided,3,equalwt/neutral,27.0
153,153,153,-0.0,M,-2147483648,2006-03-23,Wells Fargo Securities,Not Provided,3,market perform,-0.0
154,154,154,-0.0,M,-2147483648,2006-03-08,Edward Jones,Not Provided,5,buy,-0.0
155,155,155,-0.0,M,-2147483648,2005-12-22,Buckingham Research Group,Not Provided,3,neutral,-0.0
156,156,156,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0
157,157,157,-0.0,M,-2147483648,2005-03-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
158,158,158,-0.0,M,-2147483648,2006-11-01,Oppenheimer & Co,Not Provided,5,buy,-0.0
159,159,159,-0.0,M,-2147483648,2006-10-18,Baird,Not Provided,3,neutral,30.0
160,160,160,-0.0,M,-2147483648,2006-10-18,Raymond James,Not Provided,5,outperform,32.0
161,161,161,-0.0,M,-2147483648,2006-10-18,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
162,162,162,-0.0,M,-2147483648,2006-10-10,Credit Suisse,12 month,3,neutral,26.0
163,163,163,-0.0,M,-2147483648,2006-10-05,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
164,164,164,-0.0,M,-2147483648,2006-10-05,HSBC,Not Provided,1,underweight,24.0
165,165,165,-0.0,M,-2147483648,2006-09-22,Goldman Sachs,Not Provided,5,Buy/Neutral,34.0
166,166,166,-0.0,D,-2147483648,2006-09-13,EVA Dimensions,Not Provided,1,sell,-0.0
167,167,167,-0.0,D,-2147483648,2006-08-02,J.P. Morgan,Not Provided,3,neutral,-0.0
168,168,168,-0.0,N,-2147483648,2006-07-19,Avondale Partners LLC,Not Provided,4,market outperform,27.0
169,169,169,-0.0,M,-2147483648,2006-03-24,Barclays,Not Provided,3,equalwt/neutral,27.0
170,170,170,-0.0,M,-2147483648,2006-03-23,Wells Fargo Securities,Not Provided,3,market perform,-0.0
171,171,171,-0.0,M,-2147483648,2006-03-08,Edward Jones,Not Provided,5,buy,-0.0
172,172,172,-0.0,M,-2147483648,2005-12-22,Buckingham Research Group,Not Provided,3,neutral,-0.0
173,173,173,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0
174,174,174,-0.0,M,-2147483648,2005-03-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
