,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,M,-2147483648,2005-12-27,BMO Capital Markets,Not Provided,3,neutral,67.0
1,1,1,-0.0,M,-2147483648,2005-12-27,Leerink Partners LLC,Not Provided,3,market perform,-0.0
2,2,2,-0.0,M,-2147483648,2005-12-27,Stanford Group,12 month,3,hold,60.0
3,3,3,-0.0,M,-2147483648,2005-12-23,Bernstein,12 month,3,market perform,63.0
4,4,4,-0.0,N,-2147483648,2005-12-15,Prudential Equity Group Inc,12 month,3,neutral weight,70.0
5,5,5,-0.0,D,-2147483648,2005-11-17,Lazard Capital Markets,Not Provided,3,hold,63.0
6,6,6,-0.0,D,-2147483648,2005-11-15,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
7,7,7,-0.0,M,-2147483648,2005-11-08,Lehman Brothers,Not Provided,3,equalwt/positive,68.0
8,8,8,-0.0,M,-2147483648,2005-11-08,RBC Capital Markets,Not Provided,3,sector perform,57.0
9,9,9,-0.0,M,-2147483648,2005-11-08,CIBC World Markets,Not Provided,-2147483648,not rated,-0.0
10,10,10,-0.0,M,-2147483648,2005-11-08,Susquehanna Financial,Not Provided,3,neutral,-0.0
11,11,11,-0.0,M,-2147483648,2005-11-08,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,62.0
12,12,12,-0.0,M,-2147483648,2005-11-07,Collins Stewart,Not Provided,3,market perform,-0.0
13,13,13,-0.0,M,-2147483648,2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
14,14,14,-0.0,M,-2147483648,2005-11-03,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
15,15,15,-0.0,M,-2147483648,2005-09-29,Cowen,Not Provided,-2147483648,no rating system,-0.0
16,16,16,-0.0,M,-2147483648,2005-08-25,JMP Securities,Not Provided,3,market perform,-0.0
17,17,17,-0.0,U,-2147483648,2005-08-12,Argus Research Corp,Not Provided,3,hold,-0.0
18,18,18,-0.0,M,-2147483648,2005-07-05,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
19,19,19,-0.0,M,-2147483648,2005-06-20,FTN Equity Capital Markets Corp.,Not Provided,3,neutral,-0.0
20,20,20,-0.0,M,-2147483648,2005-05-24,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
21,21,21,-0.0,M,-2147483648,2004-12-20,J.P. Morgan,Not Provided,-2147483648,restricted,-0.0
22,22,22,-0.0,D,-2147483648,2004-12-17,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
23,23,23,-0.0,M,-2147483648,2004-12-16,Soleil Securities,Not Provided,1,sell,-0.0
24,24,24,-0.0,M,-2147483648,2006-01-30,Prudential Equity Group Inc,12 month,3,neutral weight,78.0
25,25,25,-0.0,M,-2147483648,2006-01-30,Rochdale Securities,Not Provided,3,hold,62.91
26,26,26,-0.0,M,-2147483648,2006-01-25,JMP Securities,Not Provided,3,market perform,-0.0
27,27,27,-0.0,M,-2147483648,2006-01-25,Susquehanna Financial,Not Provided,3,neutral,-0.0
28,28,28,-0.0,D,-2147483648,2006-01-18,KeyBanc Capital Markets,Not Provided,1,underweight,-0.0
29,29,29,-0.0,M,-2147483648,2006-01-18,Stanford Group,12 month,3,hold,60.0
30,30,30,-0.0,M,-2147483648,2006-01-12,Bernstein,12 month,3,market perform,69.0
31,31,31,-0.0,M,-2147483648,2006-01-11,Leerink Partners LLC,Not Provided,3,market perform,-0.0
32,32,32,-0.0,M,-2147483648,2006-01-11,Cowen,Not Provided,-2147483648,no rating system,-0.0
33,33,33,-0.0,M,-2147483648,2006-01-11,Collins Stewart,Not Provided,3,market perform,-0.0
34,34,34,-0.0,M,-2147483648,2005-12-27,BMO Capital Markets,Not Provided,3,neutral,67.0
35,35,35,-0.0,D,-2147483648,2005-11-17,Lazard Capital Markets,Not Provided,3,hold,63.0
36,36,36,-0.0,M,-2147483648,2005-11-08,Lehman Brothers,Not Provided,3,equalwt/positive,68.0
37,37,37,-0.0,M,-2147483648,2005-11-08,RBC Capital Markets,Not Provided,3,sector perform,57.0
38,38,38,-0.0,M,-2147483648,2005-11-08,CIBC World Markets,Not Provided,-2147483648,not rated,-0.0
39,39,39,-0.0,M,-2147483648,2005-11-08,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,62.0
40,40,40,-0.0,M,-2147483648,2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
41,41,41,-0.0,M,-2147483648,2005-11-03,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
