,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,M,-2147483648,2005-12-28,Ladenburg Thalmann & Co,Not Provided,5,buy,81.0
1,1,1,-0.0,M,-2147483648,2005-12-23,Bernstein,Not Provided,5,outperform,75.0
2,2,2,-0.0,D,-2147483648,2005-12-22,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,3,in-line,-0.0
3,3,3,-0.0,M,-2147483648,2005-12-12,Morgan Stanley,Not Provided,5,Overwt/In-Line,75.0
4,4,4,-0.0,M,-2147483648,2005-12-09,Barclays,Not Provided,5,overwt/positive,91.0
5,5,5,-0.0,M,-2147483648,2005-12-08,Credit Suisse,12 month,5,outperform,80.0
6,6,6,-0.0,M,-2147483648,2005-12-07,"Keefe, Bruyette & Woods",Not Provided,5,outperform,81.0
7,7,7,-0.0,M,-2147483648,2005-12-07,"Sandler O'Neill & Partners, LP",12 month,5,buy,75.0
8,8,8,-0.0,M,-2147483648,2005-12-07,Prudential Equity Group Inc,Not Provided,3,neutral weight,64.0
9,9,9,-0.0,M,-2147483648,2005-12-02,UBS,Not Provided,3,neutral 2,69.0
10,10,10,-0.0,M,-2147483648,2005-10-19,Bear Stearns & Co,Not Provided,5,outperform,72.0
11,11,11,-0.0,M,-2147483648,2005-10-19,Wells Fargo Securities,Not Provided,3,market perform,-0.0
12,12,12,-0.0,M,-2147483648,2005-10-13,Buckingham Research Group,Not Provided,5,strong buy,-0.0
13,13,13,-0.0,M,-2147483648,2005-08-19,CIBC World Markets,Not Provided,3,sector perform,-0.0
14,14,14,-0.0,N,-2147483648,2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0
15,15,15,-0.0,M,-2147483648,2005-07-21,First Global Stockbroking,Not Provided,5,outperform,-0.0
16,16,16,-0.0,M,-2147483648,2005-07-01,HSBC,Not Provided,5,overweight,-0.0
17,17,17,-0.0,D,-2147483648,2005-04-06,Portales Partners,Not Provided,1,sell,-0.0
18,18,18,-0.0,D,-2147483648,2004-09-27,Argus Research Corp,Not Provided,3,hold,-0.0
19,19,19,-0.0,M,-2147483648,2006-01-31,Ladenburg Thalmann & Co,Not Provided,5,buy,84.0
20,20,20,-0.0,M,-2147483648,2006-01-31,Prudential Equity Group Inc,Not Provided,5,overweight,84.0
21,21,21,-0.0,M,-2147483648,2006-01-25,Bernstein,Not Provided,5,outperform,80.0
22,22,22,-0.0,M,-2147483648,2006-01-23,Barclays,Not Provided,5,overwt/positive,91.0
23,23,23,-0.0,M,-2147483648,2006-01-20,Morgan Stanley,Not Provided,5,Overwt/In-Line,85.0
24,24,24,-0.0,M,-2147483648,2006-01-20,Bear Stearns & Co,Not Provided,5,outperform,82.0
25,25,25,-0.0,M,-2147483648,2006-01-20,"Keefe, Bruyette & Woods",Not Provided,5,outperform,81.0
26,26,26,-0.0,M,-2147483648,2006-01-20,"Sandler O'Neill & Partners, LP",12 month,5,buy,82.0
27,27,27,-0.0,M,-2147483648,2006-01-20,Wells Fargo Securities,Not Provided,3,market perform,-0.0
28,28,28,-0.0,M,-2147483648,2006-01-20,Rochdale Securities,Not Provided,3,hold,60.07
29,29,29,-0.0,M,-2147483648,2006-01-19,UBS,Not Provided,3,neutral 2,77.0
30,30,30,-0.0,M,-2147483648,2006-01-19,Buckingham Research Group,Not Provided,5,strong buy,84.0
31,31,31,-0.0,M,-2147483648,2006-01-19,S&P Capital IQ,Not Provided,5,strong buy,114.0
32,32,32,-0.0,U,-2147483648,2006-01-13,Argus Research Corp,Not Provided,5,buy,-0.0
33,33,33,-0.0,D,-2147483648,2005-12-22,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,3,in-line,-0.0
34,34,34,-0.0,M,-2147483648,2005-12-08,Credit Suisse,12 month,5,outperform,80.0
35,35,35,-0.0,N,-2147483648,2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0
36,36,36,-0.0,M,-2147483648,2005-07-21,First Global Stockbroking,Not Provided,5,outperform,-0.0
