,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2011-10-28,Gabelli & Co,Not Provided,5,buy,-0.0,0.0
1,1,-0.0,N,-2147483648,2011-10-19,Argus Research Corp,Not Provided,3,hold,-0.0,1.0
2,2,-0.0,N,-2147483648,2011-10-04,Baird,12 month,3,neutral,14.0,2.0
3,3,-0.0,N,-2147483648,2011-09-19,GFI Group,12 month,5,buy,16.0,3.0
4,4,-0.0,M,-2147483648,2011-11-17,GFI Group,12 month,5,buy,18.0,4.0
5,5,-0.0,M,-2147483648,2011-11-03,Baird,12 month,3,neutral,15.0,5.0
6,6,-0.0,M,-2147483648,2011-11-03,Gabelli & Co,Not Provided,5,buy,-0.0,6.0
7,7,-0.0,N,-2147483648,2011-10-19,Argus Research Corp,Not Provided,3,hold,-0.0,7.0
8,8,-0.0,M,-2147483648,2011-12-14,Argus Research Corp,Not Provided,3,hold,-0.0,8.0
9,9,-0.0,N,-2147483648,2011-12-13,Goldman Sachs,6 month,3,neutral/cautious,15.0,9.0
10,10,-0.0,N,-2147483648,2011-12-07,RBC Capital Markets,12 month,3,sector perform,18.0,10.0
11,11,-0.0,M,-2147483648,2011-11-17,GFI Group,12 month,5,buy,18.0,11.0
12,12,-0.0,M,-2147483648,2011-11-03,Baird,12 month,3,neutral,15.0,12.0
13,13,-0.0,M,-2147483648,2011-11-03,Gabelli & Co,Not Provided,5,buy,-0.0,13.0
14,14,-0.0,M,-2147483648,2012-01-31,KeyBanc Capital Markets,Not Provided,3,hold,-0.0,14.0
15,15,-0.0,M,-2147483648,2012-01-20,Baird,12 month,3,neutral,18.0,15.0
16,16,-0.0,M,-2147483648,2012-01-05,RBC Capital Markets,12 month,3,sector perform,18.0,16.0
17,17,-0.0,M,-2147483648,2011-12-14,Argus Research Corp,Not Provided,3,hold,-0.0,17.0
18,18,-0.0,N,-2147483648,2011-12-13,Goldman Sachs,6 month,3,neutral/cautious,15.0,18.0
19,19,-0.0,M,-2147483648,2011-11-17,GFI Group,12 month,5,buy,18.0,19.0
20,20,-0.0,M,-2147483648,2011-11-03,Gabelli & Co,Not Provided,5,buy,-0.0,20.0
21,21,-0.0,M,-2147483648,2012-02-22,KeyBanc Capital Markets,Not Provided,3,hold,-0.0,21.0
22,22,-0.0,M,-2147483648,2012-02-14,GFI Group,12 month,5,buy,23.0,22.0
23,23,-0.0,N,-2147483648,2012-02-13,EVA Dimensions,Not Provided,3,hold,-0.0,23.0
24,24,-0.0,M,-2147483648,2012-02-08,Argus Research Corp,Not Provided,3,hold,-0.0,24.0
25,25,-0.0,M,-2147483648,2012-02-07,ISI Group,Not Provided,3,hold,17.0,25.0
26,26,-0.0,M,-2147483648,2012-02-02,Goldman Sachs,6 month,3,neutral/cautious,16.0,26.0
27,27,-0.0,M,-2147483648,2012-02-02,RBC Capital Markets,12 month,3,sector perform,20.0,27.0
28,28,-0.0,M,-2147483648,2012-02-02,Baird,12 month,3,neutral,18.0,28.0
29,29,-0.0,M,-2147483648,2012-02-02,Gabelli & Co,Not Provided,5,buy,-0.0,29.0
30,30,-0.0,M,-2147483648,2012-03-30,Goldman Sachs,6 month,3,neutral/neutral,22.0,30.0
31,31,-0.0,M,-2147483648,2012-03-27,KeyBanc Capital Markets,Not Provided,3,hold,-0.0,31.0
32,32,-0.0,M,-2147483648,2012-03-21,RBC Capital Markets,24 month,3,sector perform,25.0,32.0
33,33,-0.0,U,-2147483648,2012-03-12,EVA Dimensions,Not Provided,3,hold,-0.0,33.0
34,34,-0.0,M,-2147483648,2012-03-07,ISI Group,Not Provided,3,hold,17.0,34.0
35,35,-0.0,M,-2147483648,2012-02-14,GFI Group,12 month,5,buy,23.0,35.0
36,36,-0.0,M,-2147483648,2012-02-08,Argus Research Corp,Not Provided,3,hold,-0.0,36.0
37,37,-0.0,M,-2147483648,2012-02-02,Baird,12 month,3,neutral,18.0,37.0
38,38,-0.0,M,-2147483648,2012-02-02,Gabelli & Co,Not Provided,5,buy,-0.0,38.0
39,39,-0.0,M,-2147483648,2012-04-30,RBC Capital Markets,12 month,3,sector perform,25.0,39.0
40,40,-0.0,M,-2147483648,2012-04-30,Argus Research Corp,Not Provided,3,hold,-0.0,40.0
41,41,-0.0,D,-2147483648,2012-04-28,EVA Dimensions,Not Provided,5,overweight,-0.0,41.0
42,42,-0.0,M,-2147483648,2012-04-27,Goldman Sachs,6 month,3,neutral/neutral,23.0,42.0
43,43,-0.0,M,-2147483648,2012-04-27,Credit Suisse,Not Provided,3,neutral,23.0,43.0
44,44,-0.0,M,-2147483648,2012-04-27,Baird,12 month,3,neutral,20.0,44.0
45,45,-0.0,M,-2147483648,2012-04-27,Gabelli & Co,Not Provided,5,buy,-0.0,45.0
46,46,-0.0,M,-2147483648,2012-04-26,ISI Group,Not Provided,3,hold,17.0,46.0
47,47,-0.0,M,-2147483648,2012-04-24,KeyBanc Capital Markets,Not Provided,3,hold,-0.0,47.0
48,48,-0.0,M,-2147483648,2012-02-14,GFI Group,12 month,5,buy,23.0,48.0
49,49,-0.0,M,-2147483648,2012-05-29,RBC Capital Markets,12 month,5,outperform,28.0,49.0
50,50,-0.0,M,-2147483648,2012-05-29,ISI Group,Not Provided,3,hold,17.0,50.0
51,51,-0.0,M,-2147483648,2012-05-23,KeyBanc Capital Markets,Not Provided,3,hold,-0.0,51.0
52,52,-0.0,M,-2147483648,2012-04-30,Argus Research Corp,Not Provided,3,hold,-0.0,52.0
53,53,-0.0,D,-2147483648,2012-04-28,EVA Dimensions,Not Provided,5,overweight,-0.0,53.0
54,54,-0.0,M,-2147483648,2012-04-27,Goldman Sachs,6 month,3,neutral/neutral,23.0,54.0
55,55,-0.0,M,-2147483648,2012-04-27,Credit Suisse,Not Provided,3,neutral,23.0,55.0
56,56,-0.0,M,-2147483648,2012-04-27,Baird,12 month,3,neutral,20.0,56.0
57,57,-0.0,M,-2147483648,2012-04-27,Gabelli & Co,Not Provided,5,buy,-0.0,57.0
58,58,-0.0,M,-2147483648,2012-02-14,GFI Group,12 month,5,buy,23.0,58.0
59,59,-0.0,M,-2147483648,2012-06-27,KeyBanc Capital Markets,Not Provided,3,hold,-0.0,59.0
60,60,-0.0,N,-2147483648,2012-06-22,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0,60.0
61,61,-0.0,M,-2147483648,2012-06-21,RBC Capital Markets,12 month,5,outperform,28.0,61.0
62,62,-0.0,M,-2147483648,2012-06-12,Goldman Sachs,6 month,3,neutral/neutral,21.0,62.0
63,63,-0.0,M,-2147483648,2012-06-12,ISI Group,Not Provided,3,hold,17.0,63.0
64,64,-0.0,M,-2147483648,2012-04-30,Argus Research Corp,Not Provided,3,hold,-0.0,64.0
65,65,-0.0,D,-2147483648,2012-04-28,EVA Dimensions,Not Provided,5,overweight,-0.0,65.0
66,66,-0.0,M,-2147483648,2012-04-27,Credit Suisse,Not Provided,3,neutral,23.0,66.0
67,67,-0.0,M,-2147483648,2012-04-27,Baird,12 month,3,neutral,20.0,67.0
68,68,-0.0,M,-2147483648,2012-04-27,Gabelli & Co,Not Provided,5,buy,-0.0,68.0
69,69,-0.0,M,-2147483648,2012-02-14,GFI Group,12 month,5,buy,23.0,69.0
70,70,-0.0,M,-2147483648,2012-07-31,Argus Research Corp,Not Provided,3,hold,-0.0,70.0
71,71,-0.0,M,-2147483648,2012-07-31,KeyBanc Capital Markets,Not Provided,3,hold,-0.0,71.0
72,72,-0.0,M,-2147483648,2012-07-27,RBC Capital Markets,12 month,5,outperform,28.0,72.0
73,73,-0.0,M,-2147483648,2012-07-27,Credit Suisse,Not Provided,3,neutral,23.0,73.0
74,74,-0.0,M,-2147483648,2012-07-27,Baird,12 month,3,neutral,22.0,74.0
75,75,-0.0,M,-2147483648,2012-07-27,Evercore ISI,Not Provided,3,hold,-0.0,75.0
76,76,-0.0,M,-2147483648,2012-07-27,Gabelli & Co,Not Provided,5,buy,-0.0,76.0
77,77,-0.0,M,-2147483648,2012-07-26,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0,77.0
78,78,-0.0,M,-2147483648,2012-06-12,Goldman Sachs,6 month,3,neutral/neutral,21.0,78.0
79,79,-0.0,D,-2147483648,2012-04-28,EVA Dimensions,Not Provided,5,overweight,-0.0,79.0
80,80,-0.0,M,-2147483648,2012-08-31,RBC Capital Markets,12 month,5,outperform,28.0,80.0
81,81,-0.0,M,-2147483648,2012-08-31,Evercore ISI,Not Provided,3,hold,-0.0,81.0
82,82,-0.0,M,-2147483648,2012-08-23,KeyBanc Capital Markets,Not Provided,3,hold,-0.0,82.0
83,83,-0.0,D,-2147483648,2012-08-20,EVA Dimensions,Not Provided,5,overweight,-0.0,83.0
84,84,-0.0,M,-2147483648,2012-07-31,Argus Research Corp,Not Provided,3,hold,-0.0,84.0
85,85,-0.0,M,-2147483648,2012-07-27,Credit Suisse,Not Provided,3,neutral,23.0,85.0
86,86,-0.0,M,-2147483648,2012-07-27,Baird,12 month,3,neutral,22.0,86.0
87,87,-0.0,M,-2147483648,2012-07-27,Gabelli & Co,Not Provided,5,buy,-0.0,87.0
