,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,N,-2147483648,2005-12-16,J.P. Morgan,Not Provided,5,overweight,-0.0
1,1,1,-0.0,R,-2147483648,2005-12-13,FBR Capital Markets,Not Provided,5,outperform,60.0
2,2,2,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,3,neutral,-0.0
3,3,3,-0.0,N,-2147483648,2005-12-01,Stifel,Not Provided,3,hold,-0.0
4,4,4,-0.0,M,-2147483648,2005-11-01,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
5,5,5,-0.0,M,-2147483648,2005-10-31,Credit Suisse,12 month,3,neutral,47.0
6,6,6,-0.0,M,-2147483648,2005-10-31,Barclays,Not Provided,3,equalwt/positive,47.0
7,7,7,-0.0,M,-2147483648,2005-09-29,Raymond James,12 month,5,strong buy,66.75
8,8,8,-0.0,U,-2147483648,2005-08-18,EVA Dimensions,Not Provided,1,sell,-0.0
9,9,9,-0.0,M,-2147483648,2005-07-29,Bear Stearns & Co,Not Provided,5,outperform,-0.0
10,10,10,-0.0,M,-2147483648,2006-01-30,Stifel,Not Provided,3,hold,-0.0
11,11,11,-0.0,M,-2147483648,2006-01-27,Credit Suisse,12 month,5,outperform,50.0
12,12,12,-0.0,R,-2147483648,2006-01-27,FBR Capital Markets,Not Provided,5,outperform,60.0
13,13,13,-0.0,D,-2147483648,2006-01-26,Raymond James,12 month,5,outperform,61.0
14,14,14,-0.0,M,-2147483648,2006-01-03,EVA Dimensions,Not Provided,1,sell,-0.0
15,15,15,-0.0,N,-2147483648,2005-12-16,J.P. Morgan,Not Provided,5,overweight,-0.0
16,16,16,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,3,neutral,-0.0
17,17,17,-0.0,M,-2147483648,2005-11-01,Johnson Rice & Co,Not Provided,3,equalweight,-0.0
18,18,18,-0.0,M,-2147483648,2005-10-31,Barclays,Not Provided,3,equalwt/positive,47.0
19,19,19,-0.0,M,-2147483648,2005-07-29,Bear Stearns & Co,Not Provided,5,outperform,-0.0
20,20,20,-0.0,M,-2147483648,2006-03-01,Credit Suisse,12 month,5,outperform,45.0
21,21,21,-0.0,M,-2147483648,2006-03-01,Raymond James,12 month,5,outperform,47.0
22,22,22,-0.0,R,-2147483648,2006-03-01,FBR Capital Markets,Not Provided,5,outperform,50.0
23,23,23,-0.0,M,-2147483648,2006-03-01,Stifel,Not Provided,3,hold,-0.0
