,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2012-10-01,Spin-Off Research,Not Provided,5,buy,41.5,0.0
1,1,-0.0,M,-2147483648,2012-09-20,Barclays,Not Provided,3,equalweight,38.0,1.0
2,2,-0.0,M,-2147483648,2012-10-29,Barclays,Not Provided,3,equalweight,38.0,2.0
3,3,-0.0,M,-2147483648,2012-10-25,Morgan Stanley,12 month,3,Equalwt/In-Line,40.0,3.0
4,4,-0.0,N,-2147483648,2012-10-17,Credit Suisse,Not Provided,5,outperform,45.0,4.0
5,5,-0.0,M,-2147483648,2012-10-15,Argus Research Corp,Not Provided,3,hold,-0.0,5.0
6,6,-0.0,M,-2147483648,2012-10-03,Spin-Off Research,Not Provided,5,buy,41.5,6.0
7,7,-0.0,N,-2147483648,2012-10-02,Imperial Capital LLC,12 month,5,outperform,41.0,7.0
8,8,-0.0,N,-2147483648,2012-10-02,EVA Dimensions,Not Provided,3,hold,-0.0,8.0
9,9,-0.0,M,-2147483648,2012-11-29,Morgan Stanley,12 month,3,Equalwt/In-Line,46.0,9.0
10,10,-0.0,M,-2147483648,2012-11-29,Credit Suisse,Not Provided,5,outperform,50.0,10.0
11,11,-0.0,D,-2147483648,2012-11-29,Spin-Off Research,Not Provided,3,hold,47.0,11.0
12,12,-0.0,M,-2147483648,2012-11-28,Imperial Capital LLC,12 month,5,outperform,48.0,12.0
13,13,-0.0,M,-2147483648,2012-11-28,Barclays,Not Provided,3,equalweight,43.0,13.0
14,14,-0.0,M,-2147483648,2012-11-27,Oppenheimer & Co,18 month,5,outperform,50.0,14.0
15,15,-0.0,M,-2147483648,2012-10-15,Argus Research Corp,Not Provided,3,hold,-0.0,15.0
16,16,-0.0,N,-2147483648,2012-10-02,EVA Dimensions,Not Provided,3,hold,-0.0,16.0
17,17,-0.0,D,-2147483648,2012-12-19,EVA Dimensions,Not Provided,1,underweight,-0.0,17.0
18,18,-0.0,M,-2147483648,2012-12-07,Argus Research Corp,Not Provided,3,hold,-0.0,18.0
19,19,-0.0,M,-2147483648,2012-11-29,Morgan Stanley,12 month,3,Equalwt/In-Line,46.0,19.0
20,20,-0.0,M,-2147483648,2012-11-29,Credit Suisse,Not Provided,5,outperform,50.0,20.0
21,21,-0.0,D,-2147483648,2012-11-29,Spin-Off Research,Not Provided,3,hold,47.0,21.0
22,22,-0.0,M,-2147483648,2012-11-28,Imperial Capital LLC,12 month,5,outperform,48.0,22.0
23,23,-0.0,M,-2147483648,2012-11-28,Barclays,Not Provided,3,equalweight,43.0,23.0
24,24,-0.0,M,-2147483648,2012-11-27,Oppenheimer & Co,18 month,5,outperform,50.0,24.0
25,25,-0.0,M,-2147483648,2013-02-01,Morgan Stanley,12 month,3,Equalwt/In-Line,50.0,25.0
