,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,N,-2147483648,2005-12-22,Credit Suisse,12 month,5,outperform,80.0
1,1,1,-0.0,M,-2147483648,2005-12-15,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
2,2,2,-0.0,M,-2147483648,2005-12-15,Lehman Brothers,Not Provided,5,overwt/positive,95.0
3,3,3,-0.0,M,-2147483648,2005-12-14,CIBC World Markets,18 month,3,sector perform,75.0
4,4,4,-0.0,M,-2147483648,2005-12-08,FBR Capital Markets,Not Provided,3,market perform,62.5
5,5,5,-0.0,M,-2147483648,2005-12-02,BMO Capital Markets,Not Provided,3,market perform,70.0
6,6,6,-0.0,U,-2147483648,2005-12-01,UBS,Not Provided,5,buy 2,62.5
7,7,7,-0.0,N,-2147483648,2005-12-01,Stifel,Not Provided,3,hold,-0.0
8,8,8,-0.0,M,-2147483648,2005-11-16,Prudential Equity Group Inc,Not Provided,5,overweight,80.0
9,9,9,-0.0,M,-2147483648,2005-10-31,Soleil Securities,Not Provided,1,sell,-0.0
10,10,10,-0.0,U,-2147483648,2005-10-28,Canaccord Genuity,12 month,3,hold,57.5
11,11,11,-0.0,M,-2147483648,2005-09-27,EVA Dimensions,Not Provided,5,strong buy,-0.0
12,12,12,-0.0,D,-2147483648,2005-07-21,Desjardins Securities,Not Provided,3,hold,54.3
13,13,13,-0.0,M,-2147483648,2005-06-02,Goldman Sachs,Not Provided,3,in-line,-0.0
14,14,14,-0.0,M,-2147483648,2005-04-28,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
15,15,15,-0.0,U,-2147483648,2004-10-06,Argus Research Corp,Not Provided,3,hold,-0.0
16,16,16,-0.0,D,-2147483648,2004-09-29,J.P. Morgan,Not Provided,3,neutral,-0.0
17,17,17,-0.0,M,-2147483648,2006-02-01,Credit Suisse,12 month,5,outperform,43.75
18,18,18,-0.0,M,-2147483648,2006-02-01,UBS,Not Provided,3,neutral 2,87.5
19,19,19,-0.0,M,-2147483648,2006-02-01,CIBC World Markets,18 month,3,sector perform,82.5
20,20,20,-0.0,M,-2147483648,2006-02-01,EVA Dimensions,Not Provided,5,strong buy,-0.0
21,21,21,-0.0,M,-2147483648,2006-01-31,BMO Capital Markets,Not Provided,3,market perform,77.5
22,22,22,-0.0,M,-2147483648,2006-01-31,FBR Capital Markets,Not Provided,3,market perform,62.5
23,23,23,-0.0,M,-2147483648,2006-01-31,Prudential Equity Group Inc,Not Provided,5,overweight,80.0
24,24,24,-0.0,M,-2147483648,2006-01-18,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
25,25,25,-0.0,M,-2147483648,2006-01-11,Stifel,Not Provided,3,hold,-0.0
26,26,26,-0.0,M,-2147483648,2005-12-15,Lehman Brothers,Not Provided,5,overwt/positive,95.0
27,27,27,-0.0,M,-2147483648,2005-10-31,Soleil Securities,Not Provided,1,sell,-0.0
28,28,28,-0.0,U,-2147483648,2005-10-28,Canaccord Genuity,12 month,3,hold,57.5
29,29,29,-0.0,D,-2147483648,2005-07-21,Desjardins Securities,Not Provided,3,hold,54.3
30,30,30,-0.0,M,-2147483648,2005-06-02,Goldman Sachs,Not Provided,3,in-line,-0.0
31,31,31,-0.0,M,-2147483648,2005-04-28,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
32,32,32,-0.0,U,-2147483648,2004-10-06,Argus Research Corp,Not Provided,3,hold,-0.0
33,33,33,-0.0,D,-2147483648,2004-09-29,J.P. Morgan,Not Provided,3,neutral,-0.0
34,34,34,-0.0,M,-2147483648,2006-02-13,BMO Capital Markets,Not Provided,3,market perform,77.5
35,35,35,-0.0,D,-2147483648,2006-02-10,Prudential Equity Group Inc,Not Provided,3,neutral weight,80.0
36,36,36,-0.0,M,-2147483648,2006-02-09,CIBC World Markets,18 month,3,sector perform,82.5
37,37,37,-0.0,M,-2147483648,2006-02-02,UBS,Not Provided,3,neutral 2,44.0
38,38,38,-0.0,M,-2147483648,2006-02-02,FBR Capital Markets,Not Provided,3,market perform,62.5
39,39,39,-0.0,M,-2147483648,2006-02-02,Stifel,Not Provided,3,hold,-0.0
40,40,40,-0.0,M,-2147483648,2006-02-01,Credit Suisse,12 month,5,outperform,43.75
41,41,41,-0.0,M,-2147483648,2006-02-01,EVA Dimensions,Not Provided,5,strong buy,-0.0
42,42,42,-0.0,M,-2147483648,2006-01-18,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
43,43,43,-0.0,M,-2147483648,2005-12-15,Lehman Brothers,Not Provided,5,overwt/positive,95.0
44,44,44,-0.0,M,-2147483648,2005-10-31,Soleil Securities,Not Provided,1,sell,-0.0
45,45,45,-0.0,U,-2147483648,2005-10-28,Canaccord Genuity,12 month,3,hold,57.5
46,46,46,-0.0,D,-2147483648,2005-07-21,Desjardins Securities,Not Provided,3,hold,54.3
47,47,47,-0.0,M,-2147483648,2005-06-02,Goldman Sachs,Not Provided,3,in-line,-0.0
48,48,48,-0.0,M,-2147483648,2005-04-28,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
49,49,49,-0.0,U,-2147483648,2004-10-06,Argus Research Corp,Not Provided,3,hold,-0.0
50,50,50,-0.0,D,-2147483648,2004-09-29,J.P. Morgan,Not Provided,3,neutral,-0.0
51,51,51,-0.0,U,-2147483648,2006-03-29,Morgan Stanley,Not Provided,5,Overwt/In-Line,100.0
52,52,52,-0.0,M,-2147483648,2006-03-22,BMO Capital Markets,Not Provided,3,market perform,77.5
53,53,53,-0.0,M,-2147483648,2006-03-22,FBR Capital Markets,Not Provided,3,market perform,62.5
54,54,54,-0.0,M,-2147483648,2006-03-20,Prudential Equity Group Inc,Not Provided,3,neutral weight,80.0
