,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2010-11-23,Edward Jones,Not Provided,3,hold,-0.0,0.0
1,1,-0.0,M,-2147483648,2010-11-23,CRT Capital Group,Not Provided,5,buy,45.0,1.0
2,2,-0.0,N,-2147483648,2010-11-17,IPOfinancial.com,Not Provided,5,buy,-0.0,2.0
3,3,-0.0,N,-2147483648,2010-11-10,BTIG LLC,12 month,5,buy,47.5,3.0
4,4,-0.0,N,-2147483648,2010-12-28,Morgan Stanley,12 month,5,Overwt/Attractive,50.0,4.0
5,5,-0.0,N,-2147483648,2010-12-28,RBC Capital Markets,12 month,5,outperform,42.0,5.0
6,6,-0.0,N,-2147483648,2010-12-28,Credit Suisse,Not Provided,5,outperform,43.0,6.0
7,7,-0.0,N,-2147483648,2010-12-28,J.P. Morgan,15 month,5,overweight,44.0,7.0
8,8,-0.0,N,-2147483648,2010-12-28,Soleil Securities,12 month,3,hold,38.0,8.0
9,9,-0.0,M,-2147483648,2010-12-28,Barclays,Not Provided,5,overwt/neutral,42.0,9.0
10,10,-0.0,M,-2147483648,2010-12-22,Edward Jones,Not Provided,3,hold,-0.0,10.0
11,11,-0.0,M,-2147483648,2010-12-17,UBS,12 month,3,neutral,37.0,11.0
12,12,-0.0,N,-2147483648,2010-12-06,Buckingham Research Group,Not Provided,3,neutral,-0.0,12.0
13,13,-0.0,M,-2147483648,2010-11-23,CRT Capital Group,Not Provided,5,buy,45.0,13.0
14,14,-0.0,N,-2147483648,2010-11-17,IPOfinancial.com,Not Provided,5,buy,-0.0,14.0
15,15,-0.0,N,-2147483648,2010-11-10,BTIG LLC,12 month,5,buy,47.5,15.0
16,16,-0.0,M,-2147483648,2011-02-01,RBC Capital Markets,12 month,5,outperform,42.0,16.0
17,17,-0.0,M,-2147483648,2011-02-01,Soleil Securities,12 month,3,hold,38.0,17.0
18,18,-0.0,M,-2147483648,2011-01-28,UBS,12 month,3,neutral,37.0,18.0
19,19,-0.0,M,-2147483648,2011-01-27,Goldman Sachs,12 month,5,buy/attractive,45.0,19.0
20,20,-0.0,M,-2147483648,2011-01-26,Buckingham Research Group,Not Provided,3,neutral,-0.0,20.0
21,21,-0.0,M,-2147483648,2011-01-24,Credit Suisse,Not Provided,5,outperform,46.0,21.0
22,22,-0.0,N,-2147483648,2011-01-24,Craig-Hallum Capital Group LLC,12 month,5,buy,47.0,22.0
23,23,-0.0,M,-2147483648,2011-01-20,Knight,Not Provided,-2147483648,not rated,38.0,23.0
24,24,-0.0,M,-2147483648,2011-01-19,Morgan Stanley,12 month,5,Overwt/Attractive,50.0,24.0
25,25,-0.0,M,-2147483648,2011-01-14,Argus Research Corp,Not Provided,5,buy,-0.0,25.0
26,26,-0.0,M,-2147483648,2011-01-12,J.P. Morgan,12 month,5,overweight,44.0,26.0
27,27,-0.0,M,-2147483648,2011-01-10,Barclays,Not Provided,5,overwt/neutral,48.0,27.0
28,28,-0.0,M,-2147483648,2010-12-22,Edward Jones,Not Provided,3,hold,-0.0,28.0
29,29,-0.0,M,-2147483648,2010-11-23,CRT Capital Group,Not Provided,5,buy,45.0,29.0
30,30,-0.0,N,-2147483648,2010-11-17,IPOfinancial.com,Not Provided,5,buy,-0.0,30.0
31,31,-0.0,N,-2147483648,2010-11-10,BTIG LLC,12 month,5,buy,47.5,31.0
32,32,-0.0,M,-2147483648,2011-03-01,RBC Capital Markets,12 month,5,outperform,42.0,32.0
33,33,-0.0,M,-2147483648,2011-03-01,Argus Research Corp,Not Provided,5,buy,-0.0,33.0
34,34,-0.0,M,-2147483648,2011-03-01,Soleil Securities,12 month,3,hold,38.0,34.0
35,35,-0.0,M,-2147483648,2011-02-28,UBS,12 month,3,neutral,37.0,35.0
36,36,-0.0,M,-2147483648,2011-02-28,Buckingham Research Group,Not Provided,3,neutral,-0.0,36.0
37,37,-0.0,M,-2147483648,2011-02-25,Goldman Sachs,12 month,5,buy/attractive,42.0,37.0
38,38,-0.0,M,-2147483648,2011-02-25,Credit Suisse,Not Provided,5,outperform,49.0,38.0
39,39,-0.0,M,-2147483648,2011-02-25,J.P. Morgan,12 month,5,overweight,42.0,39.0
40,40,-0.0,M,-2147483648,2011-02-25,Imperial Capital LLC,Not Provided,3,in-line,-0.0,40.0
41,41,-0.0,M,-2147483648,2011-02-25,CRT Capital Group,Not Provided,5,buy,42.0,41.0
42,42,-0.0,M,-2147483648,2011-02-25,Craig-Hallum Capital Group LLC,12 month,5,buy,46.0,42.0
43,43,-0.0,M,-2147483648,2011-02-25,Barclays,Not Provided,5,overwt/neutral,44.0,43.0
44,44,-0.0,M,-2147483648,2011-02-24,Morgan Stanley,12 month,5,Overwt/Attractive,50.0,44.0
45,45,-0.0,M,-2147483648,2011-02-24,Edward Jones,Not Provided,3,hold,-0.0,45.0
46,46,-0.0,M,-2147483648,2011-01-20,Knight,Not Provided,-2147483648,not rated,38.0,46.0
47,47,-0.0,N,-2147483648,2010-11-17,IPOfinancial.com,Not Provided,5,buy,-0.0,47.0
48,48,-0.0,N,-2147483648,2010-11-10,BTIG LLC,12 month,5,buy,47.5,48.0
49,49,-0.0,M,-2147483648,2011-04-01,Morgan Stanley,12 month,5,Overwt/In-Line,50.0,49.0
50,50,-0.0,M,-2147483648,2011-04-01,Buckingham Research Group,Not Provided,3,neutral,-0.0,50.0
51,51,-0.0,M,-2147483648,2011-03-31,Soleil Securities,12 month,3,hold,38.0,51.0
52,52,-0.0,M,-2147483648,2011-03-30,UBS,12 month,3,neutral,37.0,52.0
53,53,-0.0,M,-2147483648,2011-03-30,Knight,12 month,-2147483648,not rated,38.0,53.0
54,54,-0.0,M,-2147483648,2011-03-25,Jefferies,12 month,3,hold,34.0,54.0
55,55,-0.0,M,-2147483648,2011-03-24,Edward Jones,Not Provided,3,hold,-0.0,55.0
56,56,-0.0,M,-2147483648,2011-03-17,RBC Capital Markets,12 month,5,outperform,42.0,56.0
57,57,-0.0,M,-2147483648,2011-03-15,Credit Suisse,Not Provided,5,outperform,49.0,57.0
58,58,-0.0,M,-2147483648,2011-03-11,CRT Capital Group,Not Provided,5,buy,42.0,58.0
59,59,-0.0,M,-2147483648,2011-03-08,Barclays,Not Provided,5,overwt/neutral,44.0,59.0
60,60,-0.0,M,-2147483648,2011-03-02,IPOfinancial.com,Not Provided,5,buy,-0.0,60.0
61,61,-0.0,M,-2147483648,2011-03-01,Argus Research Corp,Not Provided,5,buy,-0.0,61.0
62,62,-0.0,M,-2147483648,2011-02-25,Goldman Sachs,12 month,5,buy/attractive,42.0,62.0
63,63,-0.0,M,-2147483648,2011-02-25,J.P. Morgan,12 month,5,overweight,42.0,63.0
64,64,-0.0,M,-2147483648,2011-02-25,Imperial Capital LLC,Not Provided,3,in-line,-0.0,64.0
65,65,-0.0,M,-2147483648,2011-02-25,Craig-Hallum Capital Group LLC,12 month,5,buy,46.0,65.0
66,66,-0.0,N,-2147483648,2010-11-10,BTIG LLC,12 month,5,buy,47.5,66.0
67,67,-0.0,M,-2147483648,2011-04-29,Jefferies,12 month,3,hold,34.0,67.0
68,68,-0.0,M,-2147483648,2011-04-28,Morgan Stanley,12 month,5,Overwt/In-Line,50.0,68.0
69,69,-0.0,M,-2147483648,2011-04-28,UBS,12 month,3,neutral,35.0,69.0
70,70,-0.0,M,-2147483648,2011-04-25,Soleil Securities,12 month,3,hold,38.0,70.0
71,71,-0.0,M,-2147483648,2011-04-14,Goldman Sachs,12 month,5,buy/attractive,41.0,71.0
72,72,-0.0,M,-2147483648,2011-04-12,Buckingham Research Group,Not Provided,3,neutral,-0.0,72.0
