,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,M,-2147483648,2005-12-16,Credit Suisse,12 month,5,outperform,46.000000
1,-0.000000,R,-2147483648,2005-12-16,Raymond James,12 month,5,strong buy,50.000000
2,-0.000000,M,-2147483648,2005-12-15,RBC Capital Markets,12 month,5,outperform,52.500000
3,-0.000000,M,-2147483648,2005-12-15,UBS,Not Provided,5,buy 2,50.000000
4,-0.000000,M,-2147483648,2005-12-15,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,45.000000
5,-0.000000,M,-2147483648,2005-12-13,A.G. Edwards & Sons Inc,Not Provided,5,buy,42.500000
6,-0.000000,U,-2147483648,2005-12-06,J.P. Morgan,Not Provided,5,overweight,-0.000000
7,-0.000000,M,-2147483648,2005-11-07,EVA Dimensions,Not Provided,5,buy,-0.000000
8,-0.000000,M,-2147483648,2005-10-26,Morgan Stanley,Not Provided,3,Equalwt/Attractive,38.500000
9,-0.000000,R,-2147483648,2005-10-26,Jefferies,12 month,5,buy,47.500000
10,-0.000000,R,-2147483648,2005-10-26,FBR Capital Markets,12 month,5,outperform,46.500000
11,-0.000000,M,-2147483648,2005-10-26,Barclays,Not Provided,3,equalwt/positive,38.000000
12,-0.000000,R,-2147483648,2005-10-25,Aperion Group LLC,12 month,5,buy,54.750000
13,-0.000000,N,-2147483648,2005-10-24,Clear Asset Management LLC,Not Provided,3,hold,34.500000
14,-0.000000,N,-2147483648,2005-08-01,"Miller Tabak + Co., LLC",Not Provided,3,neutral,-0.000000
15,-0.000000,M,-2147483648,2005-06-16,Argus Research Corp,Not Provided,5,buy,-0.000000
16,-0.000000,M,-2147483648,2004-10-28,Goldman Sachs,Not Provided,3,in-line,-0.000000
17,-0.000000,M,-2147483648,2004-10-27,Baird,Not Provided,3,neutral,27.000000
18,-0.000000,M,-2147483648,2003-09-09,Weeden & Co,Not Provided,5,buy,23.500000
19,-0.000000,N,-2147483648,2006-02-01,Scotia Howard Weil Inc,Not Provided,5,buy,44.500000
20,-0.000000,M,-2147483648,2006-02-01,Barclays,Not Provided,3,equalwt/positive,46.000000
21,-0.000000,M,-2147483648,2006-01-26,RBC Capital Markets,12 month,5,outperform,54.500000
22,-0.000000,M,-2147483648,2006-01-26,Raymond James,12 month,5,outperform,50.000000
23,-0.000000,D,-2147483648,2006-01-19,Morgan Stanley,Not Provided,1,Underwt/Attractive,-0.000000
24,-0.000000,M,-2147483648,2005-12-16,Credit Suisse,12 month,5,outperform,46.000000
25,-0.000000,M,-2147483648,2005-12-15,UBS,Not Provided,5,buy 2,50.000000
26,-0.000000,M,-2147483648,2005-12-15,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,45.000000
27,-0.000000,M,-2147483648,2005-12-13,A.G. Edwards & Sons Inc,Not Provided,5,buy,42.500000
28,-0.000000,U,-2147483648,2005-12-06,J.P. Morgan,Not Provided,5,overweight,-0.000000
29,-0.000000,M,-2147483648,2005-11-07,EVA Dimensions,Not Provided,5,buy,-0.000000
30,-0.000000,R,-2147483648,2005-10-26,Jefferies,12 month,5,buy,47.500000
31,-0.000000,R,-2147483648,2005-10-26,FBR Capital Markets,12 month,5,outperform,46.500000
32,-0.000000,R,-2147483648,2005-10-25,Aperion Group LLC,12 month,5,buy,54.750000
33,-0.000000,N,-2147483648,2005-10-24,Clear Asset Management LLC,Not Provided,3,hold,34.500000
34,-0.000000,N,-2147483648,2005-08-01,"Miller Tabak + Co., LLC",Not Provided,3,neutral,-0.000000
35,-0.000000,M,-2147483648,2005-06-16,Argus Research Corp,Not Provided,5,buy,-0.000000
36,-0.000000,M,-2147483648,2004-10-28,Goldman Sachs,Not Provided,3,in-line,-0.000000
37,-0.000000,M,-2147483648,2004-10-27,Baird,Not Provided,3,neutral,27.000000
38,-0.000000,M,-2147483648,2003-09-09,Weeden & Co,Not Provided,5,buy,23.500000
39,-0.000000,D,-2147483648,2006-02-17,Credit Suisse,12 month,3,neutral,41.000000
40,-0.000000,M,-2147483648,2006-02-16,EVA Dimensions,Not Provided,5,strong buy,-0.000000
41,-0.000000,D,-2147483648,2006-02-15,RBC Capital Markets,12 month,1,underperform,39.500000
42,-0.000000,M,-2147483648,2006-02-08,Goldman Sachs,Not Provided,3,in-line/attractive,48.000000
43,-0.000000,M,-2147483648,2006-02-08,A.G. Edwards & Sons Inc,Not Provided,5,buy,47.000000
44,-0.000000,R,-2147483648,2006-02-08,Jefferies,12 month,5,buy,47.500000
45,-0.000000,R,-2147483648,2006-02-08,FBR Capital Markets,12 month,5,outperform,50.000000
46,-0.000000,M,-2147483648,2006-02-08,Barclays,Not Provided,3,equalwt/positive,46.000000
47,-0.000000,M,-2147483648,2006-02-08,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,50.000000
48,-0.000000,M,-2147483648,2006-02-07,Peters & Co Ltd,Not Provided,5,sector outperform,51.000000
49,-0.000000,R,-2147483648,2006-02-07,Aperion Group LLC,12 month,5,buy,61.500000
50,-0.000000,N,-2147483648,2006-02-01,Scotia Howard Weil Inc,Not Provided,5,buy,44.500000
51,-0.000000,M,-2147483648,2006-01-26,Raymond James,12 month,5,outperform,50.000000
52,-0.000000,D,-2147483648,2006-01-19,Morgan Stanley,Not Provided,1,Underwt/Attractive,-0.000000
53,-0.000000,M,-2147483648,2005-12-15,UBS,Not Provided,5,buy 2,50.000000
54,-0.000000,U,-2147483648,2005-12-06,J.P. Morgan,Not Provided,5,overweight,-0.000000
55,-0.000000,N,-2147483648,2005-10-24,Clear Asset Management LLC,Not Provided,3,hold,34.500000
56,-0.000000,N,-2147483648,2005-08-01,"Miller Tabak + Co., LLC",Not Provided,3,neutral,-0.000000
57,-0.000000,M,-2147483648,2005-06-16,Argus Research Corp,Not Provided,5,buy,-0.000000
58,-0.000000,M,-2147483648,2004-10-27,Baird,Not Provided,3,neutral,27.000000
59,-0.000000,M,-2147483648,2003-09-09,Weeden & Co,Not Provided,5,buy,23.500000
60,-0.000000,M,-2147483648,2006-03-28,Goldman Sachs,Not Provided,3,in-line/attractive,-0.000000
61,-0.000000,D,-2147483648,2006-02-17,Credit Suisse,12 month,3,neutral,41.000000
62,-0.000000,M,-2147483648,2006-02-16,EVA Dimensions,Not Provided,5,strong buy,-0.000000
63,-0.000000,D,-2147483648,2006-02-15,RBC Capital Markets,12 month,1,underperform,39.500000
64,-0.000000,M,-2147483648,2006-02-08,A.G. Edwards & Sons Inc,Not Provided,5,buy,47.000000
65,-0.000000,R,-2147483648,2006-02-08,Jefferies,12 month,5,buy,47.500000
66,-0.000000,R,-2147483648,2006-02-08,FBR Capital Markets,12 month,5,outperform,50.000000
67,-0.000000,M,-2147483648,2006-02-08,Barclays,Not Provided,3,equalwt/positive,46.000000
68,-0.000000,M,-2147483648,2006-02-08,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,50.000000
69,-0.000000,M,-2147483648,2006-02-07,Peters & Co Ltd,Not Provided,5,sector outperform,51.000000
70,-0.000000,R,-2147483648,2006-02-07,Aperion Group LLC,12 month,5,buy,61.500000
71,-0.000000,N,-2147483648,2006-02-01,Scotia Howard Weil Inc,Not Provided,5,buy,44.500000
72,-0.000000,M,-2147483648,2006-01-26,Raymond James,12 month,5,outperform,50.000000
73,-0.000000,D,-2147483648,2006-01-19,Morgan Stanley,Not Provided,1,Underwt/Attractive,-0.000000
74,-0.000000,M,-2147483648,2005-12-15,UBS,Not Provided,5,buy 2,50.000000
75,-0.000000,U,-2147483648,2005-12-06,J.P. Morgan,Not Provided,5,overweight,-0.000000
76,-0.000000,N,-2147483648,2005-10-24,Clear Asset Management LLC,Not Provided,3,hold,34.500000
77,-0.000000,N,-2147483648,2005-08-01,"Miller Tabak + Co., LLC",Not Provided,3,neutral,-0.000000
78,-0.000000,M,-2147483648,2005-06-16,Argus Research Corp,Not Provided,5,buy,-0.000000
79,-0.000000,M,-2147483648,2004-10-27,Baird,Not Provided,3,neutral,27.000000
80,-0.000000,M,-2147483648,2003-09-09,Weeden & Co,Not Provided,5,buy,23.500000
81,-0.000000,M,-2147483648,2006-04-19,UBS,Not Provided,5,buy 2,50.000000
82,-0.000000,M,-2147483648,2006-04-18,Credit Suisse,12 month,3,neutral,41.000000
83,-0.000000,M,-2147483648,2006-04-18,Barclays,Not Provided,3,equalwt/positive,46.000000
84,-0.000000,U,-2147483648,2006-04-05,RBC Capital Markets,12 month,3,sector perform,44.000000
85,-0.000000,M,-2147483648,2006-03-28,Goldman Sachs,Not Provided,3,in-line/attractive,-0.000000
86,-0.000000,M,-2147483648,2006-02-16,EVA Dimensions,Not Provided,5,strong buy,-0.000000
87,-0.000000,M,-2147483648,2006-02-08,A.G. Edwards & Sons Inc,Not Provided,5,buy,47.000000
88,-0.000000,R,-2147483648,2006-02-08,Jefferies,12 month,5,buy,47.500000
89,-0.000000,R,-2147483648,2006-02-08,FBR Capital Markets,12 month,5,outperform,50.000000
90,-0.000000,M,-2147483648,2006-02-08,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,50.000000
91,-0.000000,M,-2147483648,2006-02-07,Peters & Co Ltd,Not Provided,5,sector outperform,51.000000
92,-0.000000,R,-2147483648,2006-02-07,Aperion Group LLC,12 month,5,buy,61.500000
93,-0.000000,N,-2147483648,2006-02-01,Scotia Howard Weil Inc,Not Provided,5,buy,44.500000
94,-0.000000,M,-2147483648,2006-01-26,Raymond James,12 month,5,outperform,50.000000
95,-0.000000,D,-2147483648,2006-01-19,Morgan Stanley,Not Provided,1,Underwt/Attractive,-0.000000
96,-0.000000,U,-2147483648,2005-12-06,J.P. Morgan,Not Provided,5,overweight,-0.000000
97,-0.000000,N,-2147483648,2005-10-24,Clear Asset Management LLC,Not Provided,3,hold,34.500000
