,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2010-10-28,CRT Capital Group,Not Provided,5,buy,75.0,0.0
1,1,-0.0,N,-2147483648,2010-10-12,BTIG LLC,Not Provided,5,buy,70.0,1.0
2,2,-0.0,M,-2147483648,2010-12-01,Soleil Securities,Not Provided,3,hold,-0.0,2.0
3,3,-0.0,M,-2147483648,2010-10-28,CRT Capital Group,Not Provided,5,buy,75.0,3.0
4,4,-0.0,N,-2147483648,2010-10-12,BTIG LLC,Not Provided,5,buy,70.0,4.0
5,5,-0.0,M,-2147483648,2010-12-08,Soleil Securities,Not Provided,3,hold,-0.0,5.0
6,6,-0.0,M,-2147483648,2010-10-28,CRT Capital Group,Not Provided,5,buy,75.0,6.0
7,7,-0.0,N,-2147483648,2010-10-12,BTIG LLC,Not Provided,5,buy,70.0,7.0
8,8,-0.0,M,-2147483648,2011-02-01,Knight,12 month,-2147483648,not rated,57.0,8.0
9,9,-0.0,M,-2147483648,2011-02-01,Soleil Securities,Not Provided,3,hold,-0.0,9.0
10,10,-0.0,M,-2147483648,2011-01-21,CRT Capital Group,Not Provided,3,Fairly Valued,-0.0,10.0
11,11,-0.0,N,-2147483648,2010-10-12,BTIG LLC,Not Provided,5,buy,70.0,11.0
12,12,-0.0,M,-2147483648,2011-03-01,Soleil Securities,Not Provided,3,hold,-0.0,12.0
13,13,-0.0,N,-2147483648,2011-02-18,UBS,12 month,5,buy,85.0,13.0
14,14,-0.0,M,-2147483648,2011-02-01,Knight,12 month,-2147483648,not rated,57.0,14.0
15,15,-0.0,M,-2147483648,2011-01-21,CRT Capital Group,Not Provided,3,Fairly Valued,-0.0,15.0
16,16,-0.0,N,-2147483648,2010-10-12,BTIG LLC,Not Provided,5,buy,70.0,16.0
17,17,-0.0,M,-2147483648,2011-03-29,CRT Capital Group,Not Provided,5,buy,82.0,17.0
18,18,-0.0,M,-2147483648,2011-03-29,Soleil Securities,Not Provided,3,hold,-0.0,18.0
19,19,-0.0,N,-2147483648,2011-03-23,R.W. Pressprich & Co,12 month,4,speculative buy,75.0,19.0
20,20,-0.0,M,-2147483648,2011-03-10,UBS,12 month,5,buy,78.0,20.0
21,21,-0.0,M,-2147483648,2011-03-09,BTIG LLC,Not Provided,3,neutral,-0.0,21.0
22,22,-0.0,M,-2147483648,2011-02-01,Knight,12 month,-2147483648,not rated,57.0,22.0
23,23,-0.0,M,-2147483648,2011-04-25,Soleil Securities,Not Provided,3,hold,-0.0,23.0
24,24,-0.0,M,-2147483648,2011-04-18,UBS,12 month,5,buy,82.0,24.0
25,25,-0.0,M,-2147483648,2011-04-05,Knight,Not Provided,-2147483648,not rated,57.0,25.0
26,26,-0.0,M,-2147483648,2011-03-29,CRT Capital Group,Not Provided,5,buy,82.0,26.0
27,27,-0.0,N,-2147483648,2011-03-23,R.W. Pressprich & Co,12 month,4,speculative buy,75.0,27.0
28,28,-0.0,M,-2147483648,2011-03-09,BTIG LLC,Not Provided,3,neutral,-0.0,28.0
29,29,-0.0,M,-2147483648,2011-05-31,Soleil Securities,Not Provided,3,hold,-0.0,29.0
30,30,-0.0,M,-2147483648,2011-05-06,UBS,12 month,5,buy,84.0,30.0
31,31,-0.0,M,-2147483648,2011-05-06,CRT Capital Group,Not Provided,5,buy,83.0,31.0
