,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,R,-2147483648,2005-12-12,Jefferies,Not Provided,5,buy,50.48,0.0
1,1,-0.0,M,-2147483648,2005-12-08,Oppenheimer & Co,12 month,5,buy,48.7,1.0
2,2,-0.0,M,-2147483648,2005-11-18,SunTrust Robinson Humphrey,Not Provided,5,buy,47.82,2.0
3,3,-0.0,M,-2147483648,2005-11-18,Variant Research,Not Provided,5,buy,45.16,3.0
4,4,-0.0,N,-2147483648,2005-11-17,Needham & Co,12 month,5,buy,50.48,4.0
5,5,-0.0,R,-2147483648,2005-10-27,"Broadpoint Capital, Inc",Not Provided,5,buy,46.05,5.0
6,6,-0.0,M,-2147483648,2005-10-27,Pacific Growth Equities,Not Provided,5,buy,-0.0,6.0
7,7,-0.0,R,-2147483648,2005-10-27,Leerink Partners LLC,Not Provided,5,outperform,43.39,7.0
8,8,-0.0,D,-2147483648,2005-10-19,EVA Dimensions,Not Provided,3,hold,-0.0,8.0
9,9,-0.0,M,-2147483648,2004-06-01,J.P. Morgan,Not Provided,5,overweight,-0.0,9.0
10,10,-0.0,R,-2147483648,2006-01-26,Needham & Co,12 month,5,buy,53.13,10.0
11,11,-0.0,M,-2147483648,2006-01-26,Pacific Growth Equities,Not Provided,5,buy,-0.0,11.0
12,12,-0.0,R,-2147483648,2006-01-26,Leerink Partners LLC,Not Provided,5,outperform,43.39,12.0
13,13,-0.0,M,-2147483648,2006-01-26,Oppenheimer & Co,12 month,5,buy,52.25,13.0
14,14,-0.0,M,-2147483648,2006-01-26,Variant Research,12 month,3,neutral,47.82,14.0
15,15,-0.0,M,-2147483648,2006-01-23,SunTrust Robinson Humphrey,Not Provided,5,buy,53.13,15.0
16,16,-0.0,R,-2147483648,2005-12-12,Jefferies,Not Provided,5,buy,50.48,16.0
17,17,-0.0,R,-2147483648,2005-10-27,"Broadpoint Capital, Inc",Not Provided,5,buy,46.05,17.0
18,18,-0.0,D,-2147483648,2005-10-19,EVA Dimensions,Not Provided,3,hold,-0.0,18.0
19,19,-0.0,M,-2147483648,2004-06-01,J.P. Morgan,Not Provided,5,overweight,-0.0,19.0
20,20,-0.0,M,-2147483648,2006-02-09,EVA Dimensions,Not Provided,3,hold,-0.0,20.0
