,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,M,-2147483648,2008-06-24,UBS,12 month,5,buy,31.67
1,1,1,-0.0,N,-2147483648,2008-06-19,Credit Suisse,12 month,5,outperform,28.33
2,2,2,-0.0,M,-2147483648,2008-06-18,Morgan Stanley,12 month,5,Overwt/In-Line,28.33
3,3,3,-0.0,M,-2147483648,2008-06-18,J.P. Morgan,3 month,5,overweight,30.0
4,4,4,-0.0,M,-2147483648,2008-06-12,Oscar Gruss & Son Inc,Not Provided,5,buy,27.0
5,5,5,-0.0,M,-2147483648,2008-06-11,Goldman Sachs,12 month,5,buy/attractive,29.67
6,6,6,-0.0,M,-2147483648,2008-07-29,Goldman Sachs,12 month,5,buy/attractive,29.0
7,7,7,-0.0,M,-2147483648,2008-07-29,Davenport & Co,12 month,5,buy,31.67
8,8,8,-0.0,M,-2147483648,2008-07-28,Morgan Stanley,Not Provided,5,Overwt/In-Line,28.33
9,9,9,-0.0,M,-2147483648,2008-07-28,Credit Suisse,12 month,5,outperform,28.33
10,10,10,-0.0,M,-2147483648,2008-07-28,UBS,12 month,5,buy,31.67
11,11,11,-0.0,M,-2147483648,2008-06-18,J.P. Morgan,3 month,5,overweight,30.0
12,12,12,-0.0,M,-2147483648,2008-06-12,Oscar Gruss & Son Inc,Not Provided,5,buy,27.0
13,13,13,-0.0,M,-2147483648,2008-08-19,Credit Suisse,12 month,5,outperform,28.33
14,14,14,-0.0,M,-2147483648,2008-08-13,UBS,12 month,5,buy,31.67
15,15,15,-0.0,M,-2147483648,2008-07-29,Goldman Sachs,12 month,5,buy/attractive,29.0
16,16,16,-0.0,M,-2147483648,2008-07-29,Davenport & Co,12 month,5,buy,31.67
17,17,17,-0.0,M,-2147483648,2008-07-28,Morgan Stanley,Not Provided,5,Overwt/In-Line,28.33
18,18,18,-0.0,M,-2147483648,2008-06-18,J.P. Morgan,3 month,5,overweight,30.0
19,19,19,-0.0,M,-2147483648,2008-06-12,Oscar Gruss & Son Inc,Not Provided,5,buy,27.0
20,20,20,-0.0,M,-2147483648,2008-09-17,Davenport & Co,12 month,5,buy,31.67
21,21,21,-0.0,M,-2147483648,2008-08-19,Credit Suisse,12 month,5,outperform,28.33
22,22,22,-0.0,M,-2147483648,2008-08-13,UBS,12 month,5,buy,31.67
23,23,23,-0.0,M,-2147483648,2008-07-29,Goldman Sachs,12 month,5,buy/attractive,29.0
24,24,24,-0.0,M,-2147483648,2008-07-28,Morgan Stanley,Not Provided,5,Overwt/In-Line,28.33
25,25,25,-0.0,M,-2147483648,2008-06-18,J.P. Morgan,3 month,5,overweight,30.0
26,26,26,-0.0,M,-2147483648,2008-06-12,Oscar Gruss & Son Inc,Not Provided,5,buy,27.0
27,27,27,-0.0,M,-2147483648,2008-10-28,Goldman Sachs,12 month,5,buy/attractive,26.33
28,28,28,-0.0,M,-2147483648,2008-10-28,Davenport & Co,Not Provided,5,buy,31.67
29,29,29,-0.0,M,-2147483648,2008-10-27,Morgan Stanley,Not Provided,5,Overwt/In-Line,28.33
30,30,30,-0.0,M,-2147483648,2008-10-21,UBS,12 month,5,buy,31.67
31,31,31,-0.0,M,-2147483648,2008-08-19,Credit Suisse,12 month,5,outperform,28.33
32,32,32,-0.0,M,-2147483648,2008-06-18,J.P. Morgan,3 month,5,overweight,30.0
33,33,33,-0.0,M,-2147483648,2008-06-12,Oscar Gruss & Son Inc,Not Provided,5,buy,27.0
34,34,34,-0.0,M,-2147483648,2008-11-05,Credit Suisse,Not Provided,5,outperform,28.0
35,35,35,-0.0,M,-2147483648,2008-10-28,Goldman Sachs,12 month,5,buy/attractive,26.33
36,36,36,-0.0,M,-2147483648,2008-10-28,Davenport & Co,Not Provided,5,buy,31.67
37,37,37,-0.0,M,-2147483648,2008-10-27,Morgan Stanley,Not Provided,5,Overwt/In-Line,28.33
38,38,38,-0.0,M,-2147483648,2008-10-21,UBS,12 month,5,buy,31.67
39,39,39,-0.0,M,-2147483648,2008-06-18,J.P. Morgan,3 month,5,overweight,30.0
40,40,40,-0.0,M,-2147483648,2008-06-12,Oscar Gruss & Son Inc,Not Provided,5,buy,27.0
41,41,41,-0.0,M,-2147483648,2008-12-19,Morgan Stanley,Not Provided,5,Overwt/Attractive,26.67
42,42,42,-0.0,M,-2147483648,2008-12-16,J.P. Morgan,9 month,3,neutral,22.33
43,43,43,-0.0,M,-2147483648,2008-12-11,Goldman Sachs,12 month,5,Buy/Neutral,23.67
44,44,44,-0.0,M,-2147483648,2008-12-05,Credit Suisse,Not Provided,5,outperform,27.33
45,45,45,-0.0,M,-2147483648,2008-10-28,Davenport & Co,Not Provided,5,buy,31.67
46,46,46,-0.0,M,-2147483648,2008-10-21,UBS,12 month,5,buy,31.67
47,47,47,-0.0,M,-2147483648,2009-01-27,Davenport & Co,Not Provided,5,buy,31.67
48,48,48,-0.0,M,-2147483648,2009-01-15,Credit Suisse,Not Provided,5,outperform,27.33
49,49,49,-0.0,M,-2147483648,2009-01-02,UBS,Not Provided,5,buy,26.67
50,50,50,-0.0,M,-2147483648,2008-12-19,Morgan Stanley,Not Provided,5,Overwt/Attractive,26.67
51,51,51,-0.0,M,-2147483648,2008-12-16,J.P. Morgan,9 month,3,neutral,22.33
52,52,52,-0.0,M,-2147483648,2008-12-11,Goldman Sachs,12 month,5,Buy/Neutral,23.67
53,53,53,-0.0,M,-2147483648,2009-02-10,Davenport & Co,Not Provided,5,buy,30.0
