,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,M,-2147483648,2005-12-29,Baird,Not Provided,3,neutral,34.000000
1,-0.000000,M,-2147483648,2005-12-22,Leerink Partners LLC,Not Provided,5,outperform,-0.000000
2,-0.000000,M,-2147483648,2005-12-22,Oppenheimer & Co,Not Provided,5,buy,32.000000
3,-0.000000,N,-2147483648,2005-12-16,WR Hambrecht + Co,Not Provided,3,hold,-0.000000
4,-0.000000,N,-2147483648,2005-12-02,Pacific Growth Equities,Not Provided,3,neutral,-0.000000
5,-0.000000,D,-2147483648,2005-11-30,Buckingham Research Group,Not Provided,3,neutral,-0.000000
6,-0.000000,M,-2147483648,2005-11-30,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
7,-0.000000,U,-2147483648,2005-11-23,EVA Dimensions,Not Provided,5,buy,-0.000000
8,-0.000000,R,-2147483648,2005-11-08,FBR Capital Markets,12 month,5,outperform,35.000000
9,-0.000000,M,-2147483648,2005-10-21,RBC Capital Markets,12 month,5,outperform,34.000000
10,-0.000000,M,-2147483648,2005-10-20,"Broadpoint Capital, Inc",Not Provided,5,strong buy,33.000000
11,-0.000000,M,-2147483648,2005-10-17,Cowen,Not Provided,-2147483648,no rating system,-0.000000
12,-0.000000,R,-2147483648,2005-09-15,Collins Stewart,12 month,5,buy,39.000000
13,-0.000000,M,-2147483648,2005-07-22,Jefferies,12 month,5,buy,33.000000
14,-0.000000,U,-2147483648,2005-07-12,William Blair & Co,Not Provided,5,outperform,-0.000000
15,-0.000000,N,-2147483648,2004-11-24,"Granta Capital Group, LLC",Not Provided,5,outperform,30.000000
16,-0.000000,D,-2147483648,2004-01-09,J.P. Morgan,Not Provided,3,neutral,-0.000000
17,-0.000000,U,-2147483648,2006-02-01,Buckingham Research Group,Not Provided,5,strong buy,34.000000
18,-0.000000,M,-2147483648,2006-02-01,Oppenheimer & Co,Not Provided,5,buy,32.000000
19,-0.000000,M,-2147483648,2006-02-01,WR Hambrecht + Co,Not Provided,3,hold,-0.000000
20,-0.000000,M,-2147483648,2006-02-01,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
21,-0.000000,M,-2147483648,2006-01-25,Leerink Partners LLC,Not Provided,5,outperform,-0.000000
22,-0.000000,R,-2147483648,2006-01-13,FBR Capital Markets,12 month,5,outperform,38.000000
23,-0.000000,M,-2147483648,2006-01-10,RBC Capital Markets,12 month,5,outperform,34.000000
24,-0.000000,R,-2147483648,2006-01-10,Jefferies,12 month,5,buy,33.500000
25,-0.000000,M,-2147483648,2006-01-10,Baird,Not Provided,3,neutral,34.000000
26,-0.000000,M,-2147483648,2006-01-10,Cowen,Not Provided,-2147483648,no rating system,-0.000000
27,-0.000000,N,-2147483648,2005-12-02,Pacific Growth Equities,Not Provided,3,neutral,-0.000000
28,-0.000000,U,-2147483648,2005-11-23,EVA Dimensions,Not Provided,5,buy,-0.000000
29,-0.000000,M,-2147483648,2005-10-20,"Broadpoint Capital, Inc",Not Provided,5,strong buy,33.000000
30,-0.000000,R,-2147483648,2005-09-15,Collins Stewart,12 month,5,buy,39.000000
31,-0.000000,U,-2147483648,2005-07-12,William Blair & Co,Not Provided,5,outperform,-0.000000
32,-0.000000,N,-2147483648,2004-11-24,"Granta Capital Group, LLC",Not Provided,5,outperform,30.000000
33,-0.000000,D,-2147483648,2004-01-09,J.P. Morgan,Not Provided,3,neutral,-0.000000
34,-0.000000,N,-2147483648,2006-02-28,Summer Street Research Partners,Not Provided,5,buy,39.000000
35,-0.000000,M,-2147483648,2006-02-22,Leerink Partners LLC,Not Provided,5,outperform,-0.000000
36,-0.000000,U,-2147483648,2006-02-21,Cowen,Not Provided,5,outperform,-0.000000
37,-0.000000,R,-2147483648,2006-02-16,Jefferies,12 month,5,buy,33.000000
38,-0.000000,M,-2147483648,2006-02-16,Baird,Not Provided,3,neutral,33.000000
39,-0.000000,R,-2147483648,2006-02-16,Collins Stewart,12 month,5,buy,39.000000
40,-0.000000,N,-2147483648,2006-02-16,Barclays,Not Provided,5,overwt/neutral,35.000000
41,-0.000000,R,-2147483648,2006-02-15,FBR Capital Markets,12 month,5,outperform,38.000000
42,-0.000000,M,-2147483648,2006-02-15,Buckingham Research Group,Not Provided,5,strong buy,35.000000
43,-0.000000,M,-2147483648,2006-02-15,Oppenheimer & Co,Not Provided,5,buy,31.000000
44,-0.000000,M,-2147483648,2006-02-15,WR Hambrecht + Co,12 month,5,buy,32.000000
45,-0.000000,M,-2147483648,2006-02-15,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
46,-0.000000,M,-2147483648,2006-02-14,RBC Capital Markets,Not Provided,3,sector perform,31.000000
47,-0.000000,M,-2147483648,2006-02-07,Pacific Growth Equities,Not Provided,3,neutral,-0.000000
48,-0.000000,U,-2147483648,2005-11-23,EVA Dimensions,Not Provided,5,buy,-0.000000
49,-0.000000,M,-2147483648,2005-10-20,"Broadpoint Capital, Inc",Not Provided,5,strong buy,33.000000
50,-0.000000,U,-2147483648,2005-07-12,William Blair & Co,Not Provided,5,outperform,-0.000000
51,-0.000000,N,-2147483648,2004-11-24,"Granta Capital Group, LLC",Not Provided,5,outperform,30.000000
52,-0.000000,D,-2147483648,2004-01-09,J.P. Morgan,Not Provided,3,neutral,-0.000000
53,-0.000000,N,-2147483648,2006-03-28,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.000000
54,-0.000000,R,-2147483648,2006-03-27,Collins Stewart,12 month,5,buy,39.000000
55,-0.000000,M,-2147483648,2006-03-22,EVA Dimensions,Not Provided,5,strong buy,-0.000000
56,-0.000000,M,-2147483648,2006-03-16,Oppenheimer & Co,Not Provided,5,buy,31.000000
57,-0.000000,M,-2147483648,2006-03-15,J.P. Morgan,Not Provided,3,neutral,-0.000000
58,-0.000000,M,-2147483648,2006-03-10,"Broadpoint Capital, Inc",Not Provided,5,buy,-0.000000
59,-0.000000,M,-2147483648,2006-03-09,Leerink Partners LLC,Not Provided,5,outperform,-0.000000
60,-0.000000,M,-2147483648,2006-03-06,Buckingham Research Group,Not Provided,5,strong buy,38.000000
61,-0.000000,N,-2147483648,2006-02-28,Summer Street Research Partners,Not Provided,5,buy,39.000000
62,-0.000000,U,-2147483648,2006-02-21,Cowen,Not Provided,5,outperform,-0.000000
63,-0.000000,R,-2147483648,2006-02-16,Jefferies,12 month,5,buy,33.000000
64,-0.000000,M,-2147483648,2006-02-16,Baird,Not Provided,3,neutral,33.000000
65,-0.000000,N,-2147483648,2006-02-16,Barclays,Not Provided,5,overwt/neutral,35.000000
66,-0.000000,R,-2147483648,2006-02-15,FBR Capital Markets,12 month,5,outperform,38.000000
67,-0.000000,M,-2147483648,2006-02-15,WR Hambrecht + Co,12 month,5,buy,32.000000
68,-0.000000,M,-2147483648,2006-02-15,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
69,-0.000000,M,-2147483648,2006-02-14,RBC Capital Markets,Not Provided,3,sector perform,31.000000
70,-0.000000,M,-2147483648,2006-02-07,Pacific Growth Equities,Not Provided,3,neutral,-0.000000
71,-0.000000,U,-2147483648,2005-07-12,William Blair & Co,Not Provided,5,outperform,-0.000000
72,-0.000000,N,-2147483648,2004-11-24,"Granta Capital Group, LLC",Not Provided,5,outperform,30.000000
73,-0.000000,M,-2147483648,2006-05-01,Cowen,Not Provided,5,outperform,-0.000000
74,-0.000000,M,-2147483648,2006-04-28,Leerink Partners LLC,Not Provided,5,outperform,-0.000000
75,-0.000000,M,-2147483648,2006-04-24,Oppenheimer & Co,Not Provided,5,buy,38.000000
76,-0.000000,R,-2147483648,2006-04-24,Collins Stewart,12 month,5,buy,39.000000
77,-0.000000,M,-2147483648,2006-04-21,RBC Capital Markets,Not Provided,3,sector perform,31.000000
78,-0.000000,M,-2147483648,2006-04-21,Baird,Not Provided,3,neutral,33.000000
79,-0.000000,M,-2147483648,2006-04-21,WR Hambrecht + Co,12 month,5,buy,32.000000
80,-0.000000,M,-2147483648,2006-04-21,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
81,-0.000000,M,-2147483648,2006-04-20,Pacific Growth Equities,Not Provided,3,neutral,-0.000000
82,-0.000000,R,-2147483648,2006-04-20,FBR Capital Markets,12 month,5,outperform,38.000000
83,-0.000000,D,-2147483648,2006-04-20,Buckingham Research Group,Not Provided,4,accumulate,38.000000
84,-0.000000,M,-2147483648,2006-04-18,Jefferies,12 month,5,buy,35.000000
85,-0.000000,M,-2147483648,2006-04-05,J.P. Morgan,Not Provided,3,neutral,-0.000000
86,-0.000000,N,-2147483648,2006-03-28,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.000000
87,-0.000000,M,-2147483648,2006-03-22,EVA Dimensions,Not Provided,5,strong buy,-0.000000
88,-0.000000,N,-2147483648,2006-02-28,Summer Street Research Partners,Not Provided,5,buy,39.000000
89,-0.000000,N,-2147483648,2006-02-16,Barclays,Not Provided,5,overwt/neutral,35.000000
90,-0.000000,U,-2147483648,2005-07-12,William Blair & Co,Not Provided,5,outperform,-0.000000
91,-0.000000,M,-2147483648,2006-05-30,Cowen,Not Provided,5,outperform,-0.000000
92,-0.000000,M,-2147483648,2006-05-30,EVA Dimensions,Not Provided,5,strong buy,-0.000000
93,-0.000000,M,-2147483648,2006-05-26,Oppenheimer & Co,Not Provided,5,buy,38.000000
94,-0.000000,R,-2147483648,2006-05-19,Collins Stewart,12 month,5,buy,39.000000
95,-0.000000,N,-2147483648,2006-05-17,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,36.000000
96,-0.000000,M,-2147483648,2006-05-16,FBR Capital Markets,12 month,5,outperform,38.000000
97,-0.000000,N,-2147483648,2006-05-15,Piper Jaffray,Not Provided,5,outperform,35.000000
98,-0.000000,M,-2147483648,2006-05-09,RBC Capital Markets,Not Provided,3,sector perform,31.000000
99,-0.000000,M,-2147483648,2006-05-09,Leerink Partners LLC,Not Provided,5,outperform,-0.000000
100,-0.000000,M,-2147483648,2006-04-21,Baird,Not Provided,3,neutral,33.000000
101,-0.000000,M,-2147483648,2006-04-21,WR Hambrecht + Co,12 month,5,buy,32.000000
102,-0.000000,M,-2147483648,2006-04-21,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
103,-0.000000,M,-2147483648,2006-04-20,Pacific Growth Equities,Not Provided,3,neutral,-0.000000
104,-0.000000,D,-2147483648,2006-04-20,Buckingham Research Group,Not Provided,4,accumulate,38.000000
105,-0.000000,M,-2147483648,2006-04-18,Jefferies,12 month,5,buy,35.000000
