,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,M,-2147483648,2005-11-16,"Keefe, Bruyette & Woods",Not Provided,3,market perform,52.0
1,1,1,-0.0,M,-2147483648,2005-10-28,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
2,2,2,-0.0,M,-2147483648,2005-10-28,Credit Suisse,12 month,3,neutral,51.0
3,3,3,-0.0,N,-2147483648,2005-10-28,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,3,in-line,-0.0
4,4,4,-0.0,U,-2147483648,2005-10-14,J.P. Morgan,Not Provided,3,neutral,-0.0
5,5,5,-0.0,M,-2147483648,2005-10-11,Lehman Brothers,Not Provided,-2147483648,susp/neutral,-0.0
6,6,6,-0.0,M,-2147483648,2005-10-10,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
7,7,7,-0.0,U,-2147483648,2005-10-10,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
8,8,8,-0.0,U,-2147483648,2005-10-10,Raymond James,Not Provided,3,market perform,-0.0
9,9,9,-0.0,M,-2147483648,2005-06-16,Argus Research Corp,Not Provided,3,hold,-0.0
10,10,10,-0.0,M,-2147483648,2005-05-27,UBS,12 month,3,neutral 1,53.0
11,11,11,-0.0,M,-2147483648,2005-04-15,Bernstein,Not Provided,3,market perform,49.0
12,12,12,-0.0,M,-2147483648,2005-02-08,Oppenheimer & Co,Not Provided,3,neutral,-0.0
13,13,13,-0.0,M,-2147483648,2005-11-16,"Keefe, Bruyette & Woods",Not Provided,3,market perform,52.0
14,14,14,-0.0,M,-2147483648,2005-10-28,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
15,15,15,-0.0,M,-2147483648,2005-10-28,Credit Suisse,12 month,3,neutral,51.0
16,16,16,-0.0,N,-2147483648,2005-10-28,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,3,in-line,-0.0
17,17,17,-0.0,U,-2147483648,2005-10-14,J.P. Morgan,Not Provided,3,neutral,-0.0
18,18,18,-0.0,M,-2147483648,2005-10-11,Lehman Brothers,Not Provided,-2147483648,susp/neutral,-0.0
19,19,19,-0.0,M,-2147483648,2005-10-10,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
20,20,20,-0.0,U,-2147483648,2005-10-10,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
21,21,21,-0.0,U,-2147483648,2005-10-10,Raymond James,Not Provided,3,market perform,-0.0
22,22,22,-0.0,M,-2147483648,2005-06-16,Argus Research Corp,Not Provided,3,hold,-0.0
23,23,23,-0.0,M,-2147483648,2005-05-27,UBS,12 month,3,neutral 1,53.0
24,24,24,-0.0,M,-2147483648,2005-04-15,Bernstein,Not Provided,3,market perform,49.0
25,25,25,-0.0,M,-2147483648,2005-02-08,Oppenheimer & Co,Not Provided,3,neutral,-0.0
26,26,26,-0.0,M,-2147483648,2006-02-07,Credit Suisse,12 month,3,neutral,57.0
27,27,27,-0.0,M,-2147483648,2006-02-07,UBS,12 month,3,neutral 1,57.5
28,28,28,-0.0,M,-2147483648,2006-02-07,"Keefe, Bruyette & Woods",Not Provided,3,market perform,57.0
29,29,29,-0.0,M,-2147483648,2006-02-07,Raymond James,Not Provided,3,market perform,-0.0
30,30,30,-0.0,M,-2147483648,2005-10-28,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
31,31,31,-0.0,N,-2147483648,2005-10-28,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,3,in-line,-0.0
32,32,32,-0.0,U,-2147483648,2005-10-14,J.P. Morgan,Not Provided,3,neutral,-0.0
33,33,33,-0.0,M,-2147483648,2005-10-11,Lehman Brothers,Not Provided,-2147483648,susp/neutral,-0.0
34,34,34,-0.0,M,-2147483648,2005-10-10,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
35,35,35,-0.0,U,-2147483648,2005-10-10,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
36,36,36,-0.0,M,-2147483648,2005-06-16,Argus Research Corp,Not Provided,3,hold,-0.0
37,37,37,-0.0,M,-2147483648,2005-04-15,Bernstein,Not Provided,3,market perform,49.0
38,38,38,-0.0,M,-2147483648,2006-02-07,Credit Suisse,12 month,3,neutral,57.0
39,39,39,-0.0,M,-2147483648,2006-02-07,UBS,12 month,3,neutral 1,57.5
40,40,40,-0.0,M,-2147483648,2006-02-07,"Keefe, Bruyette & Woods",Not Provided,3,market perform,57.0
41,41,41,-0.0,M,-2147483648,2006-02-07,Raymond James,Not Provided,3,market perform,-0.0
42,42,42,-0.0,M,-2147483648,2005-10-28,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
43,43,43,-0.0,N,-2147483648,2005-10-28,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,3,in-line,-0.0
44,44,44,-0.0,U,-2147483648,2005-10-14,J.P. Morgan,Not Provided,3,neutral,-0.0
45,45,45,-0.0,M,-2147483648,2005-10-11,Lehman Brothers,Not Provided,-2147483648,susp/neutral,-0.0
46,46,46,-0.0,M,-2147483648,2005-10-10,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
47,47,47,-0.0,U,-2147483648,2005-10-10,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
48,48,48,-0.0,M,-2147483648,2005-06-16,Argus Research Corp,Not Provided,3,hold,-0.0
49,49,49,-0.0,M,-2147483648,2005-04-15,Bernstein,Not Provided,3,market perform,49.0
