,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,M,-2147483648,2005-12-26,Bank of Jerusalem,Not Provided,3,market perform,14.930000
1,-0.000000,M,-2147483648,2005-11-03,Barrington Research,Not Provided,5,outperform,-0.000000
2,-0.000000,U,-2147483648,2005-11-02,Leader & Co Investment,Not Provided,5,outperform,17.000000
3,-0.000000,D,-2147483648,2005-10-28,Oppenheimer & Co,12 month,3,neutral,17.500000
4,-0.000000,M,-2147483648,2005-08-19,EVA Dimensions,Not Provided,5,strong buy,-0.000000
5,-0.000000,M,-2147483648,2005-05-12,KeyBanc Capital Markets,Not Provided,3,hold,-0.000000
6,-0.000000,U,-2147483648,2006-01-17,Oppenheimer & Co,12 month,5,buy,17.500000
7,-0.000000,M,-2147483648,2006-01-05,EVA Dimensions,Not Provided,5,strong buy,-0.000000
8,-0.000000,M,-2147483648,2005-12-26,Bank of Jerusalem,Not Provided,3,market perform,14.930000
9,-0.000000,M,-2147483648,2005-11-03,Barrington Research,Not Provided,5,outperform,-0.000000
10,-0.000000,U,-2147483648,2005-11-02,Leader & Co Investment,Not Provided,5,outperform,17.000000
11,-0.000000,M,-2147483648,2005-05-12,KeyBanc Capital Markets,Not Provided,3,hold,-0.000000
12,-0.000000,M,-2147483648,2006-02-22,Oppenheimer & Co,12 month,5,buy,17.500000
13,-0.000000,M,-2147483648,2006-02-13,Leader & Co Investment,Not Provided,5,outperform,19.000000
14,-0.000000,N,-2147483648,2006-02-12,Psagot Investment House,Not Provided,3,market perform,17.600000
15,-0.000000,M,-2147483648,2006-02-08,EVA Dimensions,Not Provided,5,strong buy,-0.000000
16,-0.000000,M,-2147483648,2006-02-03,Barrington Research,Not Provided,5,outperform,-0.000000
17,-0.000000,M,-2147483648,2005-12-26,Bank of Jerusalem,Not Provided,3,market perform,14.930000
18,-0.000000,M,-2147483648,2005-05-12,KeyBanc Capital Markets,Not Provided,3,hold,-0.000000
19,-0.000000,M,-2147483648,2006-03-15,Oppenheimer & Co,12 month,5,buy,17.500000
20,-0.000000,M,-2147483648,2006-02-13,Leader & Co Investment,Not Provided,5,outperform,19.000000
21,-0.000000,N,-2147483648,2006-02-12,Psagot Investment House,Not Provided,3,market perform,17.600000
22,-0.000000,M,-2147483648,2006-02-08,EVA Dimensions,Not Provided,5,strong buy,-0.000000
23,-0.000000,M,-2147483648,2006-02-03,Barrington Research,Not Provided,5,outperform,-0.000000
24,-0.000000,M,-2147483648,2005-12-26,Bank of Jerusalem,Not Provided,3,market perform,14.930000
25,-0.000000,M,-2147483648,2005-05-12,KeyBanc Capital Markets,Not Provided,3,hold,-0.000000
26,-0.000000,M,-2147483648,2006-05-01,Barrington Research,12 month,5,outperform,20.000000
27,-0.000000,D,-2147483648,2006-04-28,Oppenheimer & Co,Not Provided,3,neutral,-0.000000
28,-0.000000,M,-2147483648,2006-04-20,Bank of Jerusalem,Not Provided,3,market perform,16.130000
29,-0.000000,M,-2147483648,2006-02-13,Leader & Co Investment,Not Provided,5,outperform,19.000000
30,-0.000000,N,-2147483648,2006-02-12,Psagot Investment House,Not Provided,3,market perform,17.600000
31,-0.000000,M,-2147483648,2006-02-08,EVA Dimensions,Not Provided,5,strong buy,-0.000000
32,-0.000000,M,-2147483648,2005-05-12,KeyBanc Capital Markets,Not Provided,3,hold,-0.000000
33,-0.000000,M,-2147483648,2006-05-22,Oppenheimer & Co,Not Provided,3,neutral,-0.000000
34,-0.000000,N,-2147483648,2006-05-17,Goldman Sachs,Not Provided,3,in-line/attractive,-0.000000
35,-0.000000,D,-2147483648,2006-05-16,EVA Dimensions,Not Provided,1,sell,-0.000000
36,-0.000000,M,-2147483648,2006-05-01,Barrington Research,12 month,5,outperform,20.000000
37,-0.000000,M,-2147483648,2006-04-20,Bank of Jerusalem,Not Provided,3,market perform,16.130000
38,-0.000000,M,-2147483648,2006-02-13,Leader & Co Investment,Not Provided,5,outperform,19.000000
39,-0.000000,N,-2147483648,2006-02-12,Psagot Investment House,Not Provided,3,market perform,17.600000
40,-0.000000,M,-2147483648,2005-05-12,KeyBanc Capital Markets,Not Provided,3,hold,-0.000000
41,-0.000000,M,-2147483648,2006-06-27,Oppenheimer & Co,Not Provided,3,neutral,-0.000000
42,-0.000000,M,-2147483648,2006-06-26,Goldman Sachs,Not Provided,3,neutral/attractive,20.000000
43,-0.000000,D,-2147483648,2006-05-16,EVA Dimensions,Not Provided,1,sell,-0.000000
44,-0.000000,M,-2147483648,2006-05-01,Barrington Research,12 month,5,outperform,20.000000
