,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2005-12-22,Piper Jaffray,Not Provided,5,outperform,71.0,0.0
1,1,-0.0,M,-2147483648,2005-12-19,"Keefe, Bruyette & Woods",Not Provided,5,outperform,71.0,1.0
2,2,-0.0,M,-2147483648,2005-12-12,Morgan Stanley,Not Provided,1,Underwt/In-Line,66.0,2.0
3,3,-0.0,M,-2147483648,2005-07-25,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,5,outperform,69.0,3.0
4,4,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,3,market perform,-0.0,4.0
5,5,-0.0,M,-2147483648,2005-12-22,Piper Jaffray,Not Provided,5,outperform,71.0,5.0
6,6,-0.0,M,-2147483648,2005-12-19,"Keefe, Bruyette & Woods",Not Provided,5,outperform,71.0,6.0
7,7,-0.0,M,-2147483648,2005-12-12,Morgan Stanley,Not Provided,1,Underwt/In-Line,66.0,7.0
8,8,-0.0,M,-2147483648,2005-07-25,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,5,outperform,69.0,8.0
9,9,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,3,market perform,-0.0,9.0
10,10,-0.0,R,-2147483648,2006-02-14,"Keefe, Bruyette & Woods",Not Provided,5,outperform,71.0,10.0
11,11,-0.0,M,-2147483648,2005-12-22,Piper Jaffray,Not Provided,5,outperform,71.0,11.0
12,12,-0.0,M,-2147483648,2005-12-12,Morgan Stanley,Not Provided,1,Underwt/In-Line,66.0,12.0
13,13,-0.0,M,-2147483648,2005-07-25,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,5,outperform,69.0,13.0
14,14,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,3,market perform,-0.0,14.0
15,15,-0.0,U,-2147483648,2006-03-30,Morgan Stanley,Not Provided,3,Equalwt/In-Line,66.0,15.0
16,16,-0.0,R,-2147483648,2006-03-17,"Keefe, Bruyette & Woods",Not Provided,5,outperform,71.0,16.0
17,17,-0.0,M,-2147483648,2005-12-22,Piper Jaffray,Not Provided,5,outperform,71.0,17.0
18,18,-0.0,M,-2147483648,2005-07-25,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,5,outperform,69.0,18.0
19,19,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,3,market perform,-0.0,19.0
20,20,-0.0,M,-2147483648,2006-04-13,Morgan Stanley,Not Provided,3,Equalwt/In-Line,65.0,20.0
21,21,-0.0,R,-2147483648,2006-03-17,"Keefe, Bruyette & Woods",Not Provided,5,outperform,71.0,21.0
22,22,-0.0,M,-2147483648,2005-12-22,Piper Jaffray,Not Provided,5,outperform,71.0,22.0
23,23,-0.0,M,-2147483648,2005-07-25,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,5,outperform,69.0,23.0
24,24,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,3,market perform,-0.0,24.0
25,25,-0.0,R,-2147483648,2006-05-04,"Keefe, Bruyette & Woods",Not Provided,5,outperform,71.0,25.0
26,26,-0.0,M,-2147483648,2006-04-13,Morgan Stanley,Not Provided,3,Equalwt/In-Line,65.0,26.0
27,27,-0.0,M,-2147483648,2005-12-22,Piper Jaffray,Not Provided,5,outperform,71.0,27.0
28,28,-0.0,M,-2147483648,2005-07-25,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,5,outperform,69.0,28.0
29,29,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,3,market perform,-0.0,29.0
30,30,-0.0,N,-2147483648,2006-06-06,Stifel,Not Provided,5,buy,70.0,30.0
31,31,-0.0,R,-2147483648,2006-05-04,"Keefe, Bruyette & Woods",Not Provided,5,outperform,71.0,31.0
32,32,-0.0,M,-2147483648,2006-04-13,Morgan Stanley,Not Provided,3,Equalwt/In-Line,65.0,32.0
33,33,-0.0,M,-2147483648,2005-12-22,Piper Jaffray,Not Provided,5,outperform,71.0,33.0
