,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,N,-2147483648,2012-09-28,Barclays,Not Provided,3,equalweight,0.32,0.0
1,1,-0.0,M,-2147483648,2012-09-04,Macquarie,12 month,1,underperform,0.5,1.0
2,2,-0.0,M,-2147483648,2012-10-24,Barclays,Not Provided,3,equalweight,18.0,2.0
3,3,-0.0,M,-2147483648,2012-10-16,Macquarie,12 month,1,underperform,17.0,3.0
4,4,-0.0,D,-2147483648,2012-10-03,UBS,12 month,1,sell,17.0,4.0
5,5,-0.0,M,-2147483648,2012-10-03,BTIG LLC,Not Provided,3,neutral,-0.0,5.0
6,6,-0.0,M,-2147483648,2012-11-28,Macquarie,12 month,1,underperform,17.0,6.0
7,7,-0.0,M,-2147483648,2012-11-08,UBS,12 month,1,sell,16.0,7.0
8,8,-0.0,M,-2147483648,2012-11-07,Barclays,Not Provided,3,equalweight,18.0,8.0
9,9,-0.0,M,-2147483648,2012-10-03,BTIG LLC,Not Provided,3,neutral,-0.0,9.0
10,10,-0.0,M,-2147483648,2012-11-28,Macquarie,12 month,1,underperform,17.0,10.0
11,11,-0.0,M,-2147483648,2012-11-08,UBS,12 month,1,sell,16.0,11.0
12,12,-0.0,M,-2147483648,2012-11-07,Barclays,Not Provided,3,equalweight,18.0,12.0
13,13,-0.0,M,-2147483648,2013-01-22,Macquarie,12 month,1,underperform,17.0,13.0
14,14,-0.0,M,-2147483648,2013-01-18,Barclays,Not Provided,3,equalweight,22.0,14.0
15,15,-0.0,M,-2147483648,2013-01-17,ISI Group,12 month,2,cautious,20.0,15.0
16,16,-0.0,M,-2147483648,2013-01-09,UBS,12 month,1,sell,17.0,16.0
17,17,-0.0,M,-2147483648,2013-01-22,Macquarie,12 month,1,underperform,17.0,17.0
18,18,-0.0,M,-2147483648,2013-01-18,Barclays,Not Provided,3,equalweight,22.0,18.0
19,19,-0.0,M,-2147483648,2013-01-17,ISI Group,12 month,2,cautious,20.0,19.0
20,20,-0.0,M,-2147483648,2013-01-09,UBS,12 month,1,sell,17.0,20.0
21,21,-0.0,M,-2147483648,2013-03-25,Macquarie,12 month,1,underperform,19.0,21.0
22,22,-0.0,M,-2147483648,2013-03-18,UBS,12 month,1,sell,18.0,22.0
23,23,-0.0,M,-2147483648,2013-03-15,Barclays,Not Provided,3,equalweight,22.0,23.0
24,24,-0.0,U,-2147483648,2013-03-14,ISI Group,12 month,3,neutral,23.0,24.0
25,25,-0.0,M,-2147483648,2013-04-24,Macquarie,12 month,1,underperform,19.0,25.0
26,26,-0.0,M,-2147483648,2013-04-24,Barclays,Not Provided,3,equalweight,25.0,26.0
27,27,-0.0,M,-2147483648,2013-04-12,UBS,12 month,1,sell,20.0,27.0
28,28,-0.0,M,-2147483648,2013-04-03,Tudor Pickering & Co,Not Provided,4,accumulate,25.0,28.0
29,29,-0.0,U,-2147483648,2013-03-14,ISI Group,12 month,3,neutral,23.0,29.0
30,30,-0.0,N,-2147483648,2013-05-30,Goldman Sachs,12 month,3,neutral/attractive,26.0,30.0
31,31,-0.0,M,-2147483648,2013-05-03,Macquarie,12 month,1,underperform,19.0,31.0
32,32,-0.0,M,-2147483648,2013-05-03,Barclays,Not Provided,3,equalweight,25.0,32.0
33,33,-0.0,M,-2147483648,2013-04-12,UBS,12 month,1,sell,20.0,33.0
34,34,-0.0,M,-2147483648,2013-04-03,Tudor Pickering & Co,Not Provided,4,accumulate,25.0,34.0
35,35,-0.0,U,-2147483648,2013-03-14,ISI Group,12 month,3,neutral,23.0,35.0
36,36,-0.0,M,-2147483648,2013-06-17,Macquarie,12 month,1,underperform,19.0,36.0
37,37,-0.0,D,-2147483648,2013-06-10,EVA Dimensions,Not Provided,3,hold,-0.0,37.0
38,38,-0.0,N,-2147483648,2013-05-30,Goldman Sachs,12 month,3,neutral/attractive,26.0,38.0
39,39,-0.0,M,-2147483648,2013-05-03,Barclays,Not Provided,3,equalweight,25.0,39.0
40,40,-0.0,M,-2147483648,2013-04-12,UBS,12 month,1,sell,20.0,40.0
41,41,-0.0,M,-2147483648,2013-04-03,Tudor Pickering & Co,Not Provided,4,accumulate,25.0,41.0
42,42,-0.0,U,-2147483648,2013-03-14,ISI Group,12 month,3,neutral,23.0,42.0
43,43,-0.0,M,-2147483648,2013-08-01,UBS,12 month,1,sell,18.0,43.0
44,44,-0.0,M,-2147483648,2013-08-01,ISI Group,12 month,3,neutral,16.5,44.0
45,45,-0.0,D,-2147483648,2013-08-01,Tudor Pickering & Co,Not Provided,3,hold,25.0,45.0
46,46,-0.0,N,-2147483648,2013-08-01,Drexel Hamilton LLC,12 month,5,buy,27.0,46.0
47,47,-0.0,M,-2147483648,2013-07-26,Goldman Sachs,12 month,3,neutral/attractive,24.0,47.0
48,48,-0.0,M,-2147483648,2013-07-26,EVA Dimensions,Not Provided,3,hold,-0.0,48.0
49,49,-0.0,M,-2147483648,2013-07-24,Barclays,Not Provided,3,equalweight,25.0,49.0
50,50,-0.0,M,-2147483648,2013-07-16,Macquarie,12 month,1,underperform,19.0,50.0
51,51,-0.0,M,-2147483648,2013-07-09,WhiteSand Research LLC,Not Provided,4,undervalued,19.31,51.0
52,52,-0.0,M,-2147483648,2013-08-08,Tudor Pickering & Co,Not Provided,3,hold,20.0,52.0
53,53,-0.0,D,-2147483648,2013-08-06,EVA Dimensions,Not Provided,1,underweight,-0.0,53.0
54,54,-0.0,M,-2147483648,2013-08-05,Macquarie,12 month,1,underperform,18.0,54.0
55,55,-0.0,M,-2147483648,2013-08-02,Goldman Sachs,12 month,3,neutral/attractive,21.0,55.0
56,56,-0.0,M,-2147483648,2013-08-02,Barclays,Not Provided,3,equalweight,20.0,56.0
57,57,-0.0,M,-2147483648,2013-08-01,UBS,12 month,1,sell,18.0,57.0
58,58,-0.0,M,-2147483648,2013-08-01,ISI Group,12 month,3,neutral,16.5,58.0
59,59,-0.0,N,-2147483648,2013-08-01,Drexel Hamilton LLC,12 month,5,buy,27.0,59.0
60,60,-0.0,M,-2147483648,2013-07-09,WhiteSand Research LLC,Not Provided,4,undervalued,19.31,60.0
61,61,-0.0,M,-2147483648,2013-09-18,Goldman Sachs,12 month,3,neutral/neutral,20.0,61.0
62,62,-0.0,M,-2147483648,2013-09-09,Drexel Hamilton LLC,12 month,5,buy,27.0,62.0
63,63,-0.0,M,-2147483648,2013-09-04,Macquarie,12 month,1,underperform,18.0,63.0
64,64,-0.0,M,-2147483648,2013-08-08,Tudor Pickering & Co,Not Provided,3,hold,20.0,64.0
65,65,-0.0,D,-2147483648,2013-08-06,EVA Dimensions,Not Provided,1,underweight,-0.0,65.0
66,66,-0.0,M,-2147483648,2013-08-02,Barclays,Not Provided,3,equalweight,20.0,66.0
67,67,-0.0,M,-2147483648,2013-08-01,UBS,12 month,1,sell,18.0,67.0
68,68,-0.0,M,-2147483648,2013-08-01,ISI Group,12 month,3,neutral,16.5,68.0
69,69,-0.0,M,-2147483648,2013-07-09,WhiteSand Research LLC,Not Provided,4,undervalued,19.31,69.0
70,70,-0.0,M,-2147483648,2013-10-23,ISI Group,12 month,1,sell,16.5,70.0
71,71,-0.0,M,-2147483648,2013-10-16,UBS,12 month,1,sell,17.0,71.0
72,72,-0.0,M,-2147483648,2013-10-07,Macquarie,12 month,1,underperform,18.0,72.0
73,73,-0.0,M,-2147483648,2013-10-04,Drexel Hamilton LLC,12 month,5,buy,27.0,73.0
74,74,-0.0,M,-2147483648,2013-09-18,Goldman Sachs,12 month,3,neutral/neutral,20.0,74.0
75,75,-0.0,M,-2147483648,2013-08-08,Tudor Pickering & Co,Not Provided,3,hold,20.0,75.0
76,76,-0.0,D,-2147483648,2013-08-06,EVA Dimensions,Not Provided,1,underweight,-0.0,76.0
77,77,-0.0,M,-2147483648,2013-08-02,Barclays,Not Provided,3,equalweight,20.0,77.0
78,78,-0.0,M,-2147483648,2013-07-09,WhiteSand Research LLC,Not Provided,4,undervalued,19.31,78.0
79,79,-0.0,D,-2147483648,2013-11-18,EVA Dimensions,Not Provided,1,sell,-0.0,79.0
80,80,-0.0,M,-2147483648,2013-11-08,Macquarie,12 month,1,underperform,18.5,80.0
81,81,-0.0,M,-2147483648,2013-11-08,Barclays,Not Provided,3,equalweight,21.0,81.0
82,82,-0.0,M,-2147483648,2013-11-07,ISI Group,12 month,1,sell,16.0,82.0
83,83,-0.0,M,-2147483648,2013-10-16,UBS,12 month,1,sell,17.0,83.0
84,84,-0.0,M,-2147483648,2013-09-18,Goldman Sachs,12 month,3,neutral/neutral,20.0,84.0
85,85,-0.0,M,-2147483648,2013-08-08,Tudor Pickering & Co,Not Provided,3,hold,20.0,85.0
86,86,-0.0,M,-2147483648,2013-07-09,WhiteSand Research LLC,Not Provided,4,undervalued,19.31,86.0
87,87,-0.0,M,-2147483648,2013-12-18,Goldman Sachs,12 month,3,neutral/neutral,22.0,87.0
88,88,-0.0,N,-2147483648,2013-12-17,Imperial Capital LLC,12 month,5,outperform,24.0,88.0
89,89,-0.0,M,-2147483648,2013-12-10,Macquarie,12 month,1,underperform,18.5,89.0
90,90,-0.0,D,-2147483648,2013-11-18,EVA Dimensions,Not Provided,1,sell,-0.0,90.0
91,91,-0.0,M,-2147483648,2013-11-08,Barclays,Not Provided,3,equalweight,21.0,91.0
92,92,-0.0,M,-2147483648,2013-11-07,ISI Group,12 month,1,sell,16.0,92.0
93,93,-0.0,M,-2147483648,2013-10-16,UBS,12 month,1,sell,17.0,93.0
94,94,-0.0,M,-2147483648,2013-08-08,Tudor Pickering & Co,Not Provided,3,hold,20.0,94.0
95,95,-0.0,M,-2147483648,2014-01-27,Barclays,Not Provided,3,equalweight,21.0,95.0
96,96,-0.0,M,-2147483648,2014-01-16,Macquarie,12 month,1,underperform,18.5,96.0
97,97,-0.0,M,-2147483648,2014-01-13,ISI Group,12 month,1,sell,16.5,97.0
98,98,-0.0,M,-2147483648,2013-12-18,Goldman Sachs,12 month,3,neutral/neutral,22.0,98.0
99,99,-0.0,N,-2147483648,2013-12-17,Imperial Capital LLC,12 month,5,outperform,24.0,99.0
100,100,-0.0,D,-2147483648,2013-11-18,EVA Dimensions,Not Provided,1,sell,-0.0,100.0
101,101,-0.0,M,-2147483648,2013-10-16,UBS,12 month,1,sell,17.0,101.0
102,102,-0.0,M,-2147483648,2013-08-08,Tudor Pickering & Co,Not Provided,3,hold,20.0,102.0
103,103,-0.0,M,-2147483648,2014-02-28,Goldman Sachs,12 month,3,neutral/neutral,22.0,103.0
104,104,-0.0,M,-2147483648,2014-02-28,Macquarie,12 month,1,underperform,18.5,104.0
105,105,-0.0,M,-2147483648,2014-02-28,Barclays,Not Provided,3,equalweight,27.0,105.0
106,106,-0.0,U,-2147483648,2014-02-27,ISI Group,12 month,3,neutral,24.0,106.0
107,107,-0.0,M,-2147483648,2014-02-03,Imperial Capital LLC,12 month,5,outperform,22.0,107.0
108,108,-0.0,D,-2147483648,2013-11-18,EVA Dimensions,Not Provided,1,sell,-0.0,108.0
109,109,-0.0,M,-2147483648,2013-10-16,UBS,12 month,1,sell,17.0,109.0
110,110,-0.0,M,-2147483648,2013-08-08,Tudor Pickering & Co,Not Provided,3,hold,20.0,110.0
111,111,-0.0,M,-2147483648,2014-04-01,EVA Dimensions,Not Provided,1,sell,-0.0,111.0
112,112,-0.0,M,-2147483648,2014-03-20,UBS,12 month,1,sell,18.0,112.0
113,113,-0.0,M,-2147483648,2014-03-19,Goldman Sachs,12 month,3,neutral/attractive,26.0,113.0
114,114,-0.0,M,-2147483648,2014-03-08,Macquarie,12 month,1,underperform,18.5,114.0
115,115,-0.0,M,-2147483648,2014-02-28,Barclays,Not Provided,3,equalweight,27.0,115.0
116,116,-0.0,U,-2147483648,2014-02-27,ISI Group,12 month,3,neutral,24.0,116.0
117,117,-0.0,M,-2147483648,2014-02-03,Imperial Capital LLC,12 month,5,outperform,22.0,117.0
118,118,-0.0,M,-2147483648,2013-08-08,Tudor Pickering & Co,Not Provided,3,hold,20.0,118.0
119,119,-0.0,U,-2147483648,2014-05-01,ISI Group,12 month,5,strong buy,40.0,119.0
120,120,-0.0,M,-2147483648,2014-04-30,"Morningstar, Inc",Not Provided,3,hold,-0.0,120.0
121,121,-0.0,M,-2147483648,2014-04-28,Tudor Pickering & Co,Not Provided,3,hold,25.0,121.0
122,122,-0.0,M,-2147483648,2014-04-28,EVA Dimensions,Not Provided,1,sell,-0.0,122.0
123,123,-0.0,M,-2147483648,2014-04-27,Goldman Sachs,12 month,3,neutral/attractive,28.0,123.0
124,124,-0.0,U,-2147483648,2014-04-21,UBS,12 month,5,buy,31.0,124.0
125,125,-0.0,M,-2147483648,2014-04-14,Macquarie,12 month,1,underperform,20.5,125.0
126,126,-0.0,M,-2147483648,2014-04-14,Barclays,Not Provided,3,equalweight,27.0,126.0
127,127,-0.0,M,-2147483648,2014-02-03,Imperial Capital LLC,12 month,5,outperform,22.0,127.0
128,128,-0.0,M,-2147483648,2014-05-27,"Morningstar, Inc",Not Provided,3,hold,-0.0,128.0
129,129,-0.0,M,-2147483648,2014-05-26,Goldman Sachs,12 month,3,neutral/attractive,33.0,129.0
