,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2005-11-17,"Keefe, Bruyette & Woods",Not Provided,5,outperform,88.0,0.0
1,1,-0.0,M,-2147483648,2005-11-03,Buckingham Research Group,Not Provided,5,strong buy,100.0,1.0
2,2,-0.0,M,-2147483648,2005-11-02,Lehman Brothers,Not Provided,5,overwt/positive,82.0,2.0
3,3,-0.0,M,-2147483648,2005-10-27,Wells Fargo Securities,Not Provided,3,market perform,-0.0,3.0
4,4,-0.0,N,-2147483648,2005-10-25,J.P. Morgan,Not Provided,5,overweight,-0.0,4.0
5,5,-0.0,M,-2147483648,2005-07-25,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,5,outperform,80.0,5.0
6,6,-0.0,M,-2147483648,2005-06-13,Barrington Research,Not Provided,3,market perform,-0.0,6.0
7,7,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0,7.0
8,8,-0.0,M,-2147483648,2006-01-26,Lehman Brothers,Not Provided,5,overwt/positive,100.0,8.0
9,9,-0.0,M,-2147483648,2006-01-26,"Keefe, Bruyette & Woods",Not Provided,5,outperform,103.0,9.0
10,10,-0.0,M,-2147483648,2006-01-26,Wells Fargo Securities,Not Provided,3,market perform,-0.0,10.0
11,11,-0.0,M,-2147483648,2006-01-25,Barrington Research,Not Provided,3,market perform,-0.0,11.0
12,12,-0.0,M,-2147483648,2006-01-25,Buckingham Research Group,Not Provided,5,strong buy,124.0,12.0
13,13,-0.0,N,-2147483648,2005-10-25,J.P. Morgan,Not Provided,5,overweight,-0.0,13.0
14,14,-0.0,M,-2147483648,2005-07-25,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,5,outperform,80.0,14.0
15,15,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0,15.0
16,16,-0.0,M,-2147483648,2006-01-26,"Keefe, Bruyette & Woods",Not Provided,5,outperform,103.0,16.0
17,17,-0.0,M,-2147483648,2006-01-26,Wells Fargo Securities,Not Provided,3,market perform,-0.0,17.0
18,18,-0.0,M,-2147483648,2006-01-25,Barrington Research,Not Provided,3,market perform,-0.0,18.0
19,19,-0.0,M,-2147483648,2006-01-25,Buckingham Research Group,Not Provided,5,strong buy,124.0,19.0
20,20,-0.0,N,-2147483648,2005-10-25,J.P. Morgan,Not Provided,5,overweight,-0.0,20.0
21,21,-0.0,M,-2147483648,2005-07-25,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,5,outperform,80.0,21.0
22,22,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,5,outperform,-0.0,22.0
23,23,-0.0,M,-2147483648,2006-03-29,"Keefe, Bruyette & Woods",Not Provided,5,outperform,113.0,23.0
