,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,N,-2147483648,2005-12-01,Stifel,Not Provided,5,buy,42.0
1,1,1,-0.0,M,-2147483648,2005-10-26,Wells Fargo Securities,Not Provided,5,outperform,-0.0
2,2,2,-0.0,M,-2147483648,2005-10-25,EVA Dimensions,Not Provided,3,hold,-0.0
3,3,3,-0.0,R,-2147483648,2005-10-24,Jefferies,12 month,3,hold,40.0
4,4,4,-0.0,M,-2147483648,2005-10-24,FBR Capital Markets,Not Provided,5,outperform,45.0
5,5,5,-0.0,M,-2147483648,2005-10-21,Lehman Brothers,Not Provided,3,equalwt/neutral,38.0
6,6,6,-0.0,M,-2147483648,2005-10-21,CIBC World Markets,Not Provided,3,sector perform,42.0
7,7,7,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,3,neutral,-0.0
8,8,8,-0.0,M,-2147483648,2005-08-18,UBS,Not Provided,5,buy 2,47.0
9,9,9,-0.0,M,-2147483648,2005-08-16,Soleil Securities,Not Provided,5,buy,47.0
10,10,10,-0.0,N,-2147483648,2005-04-06,J.P. Morgan,Not Provided,5,overweight,-0.0
11,11,11,-0.0,D,-2147483648,2005-04-04,Stephens Inc,Not Provided,3,equalweight,-0.0
12,12,12,-0.0,M,-2147483648,2006-01-31,Wells Fargo Securities,Not Provided,5,outperform,-0.0
13,13,13,-0.0,R,-2147483648,2006-01-30,Jefferies,12 month,3,hold,40.0
14,14,14,-0.0,M,-2147483648,2006-01-30,FBR Capital Markets,Not Provided,5,outperform,45.0
15,15,15,-0.0,M,-2147483648,2006-01-30,Stifel,Not Provided,5,buy,42.0
16,16,16,-0.0,D,-2147483648,2006-01-18,Lehman Brothers,Not Provided,1,underwt/neutral,38.0
17,17,17,-0.0,M,-2147483648,2005-10-25,EVA Dimensions,Not Provided,3,hold,-0.0
18,18,18,-0.0,M,-2147483648,2005-10-21,CIBC World Markets,Not Provided,3,sector perform,42.0
19,19,19,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,3,neutral,-0.0
20,20,20,-0.0,M,-2147483648,2005-08-18,UBS,Not Provided,5,buy 2,47.0
21,21,21,-0.0,M,-2147483648,2005-08-16,Soleil Securities,Not Provided,5,buy,47.0
22,22,22,-0.0,N,-2147483648,2005-04-06,J.P. Morgan,Not Provided,5,overweight,-0.0
23,23,23,-0.0,D,-2147483648,2005-04-04,Stephens Inc,Not Provided,3,equalweight,-0.0
24,24,24,-0.0,M,-2147483648,2006-02-17,EVA Dimensions,Not Provided,3,hold,-0.0
25,25,25,-0.0,M,-2147483648,2006-02-14,UBS,Not Provided,5,buy 2,47.0
26,26,26,-0.0,M,-2147483648,2006-01-31,Wells Fargo Securities,Not Provided,5,outperform,-0.0
27,27,27,-0.0,R,-2147483648,2006-01-30,Jefferies,12 month,3,hold,40.0
28,28,28,-0.0,M,-2147483648,2006-01-30,FBR Capital Markets,Not Provided,5,outperform,45.0
29,29,29,-0.0,M,-2147483648,2006-01-30,Stifel,Not Provided,5,buy,42.0
30,30,30,-0.0,D,-2147483648,2006-01-18,Lehman Brothers,Not Provided,1,underwt/neutral,38.0
31,31,31,-0.0,M,-2147483648,2005-10-21,CIBC World Markets,Not Provided,3,sector perform,42.0
32,32,32,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,3,neutral,-0.0
33,33,33,-0.0,M,-2147483648,2005-08-16,Soleil Securities,Not Provided,5,buy,47.0
34,34,34,-0.0,N,-2147483648,2005-04-06,J.P. Morgan,Not Provided,5,overweight,-0.0
35,35,35,-0.0,D,-2147483648,2005-04-04,Stephens Inc,Not Provided,3,equalweight,-0.0
36,36,36,-0.0,M,-2147483648,2006-03-27,FBR Capital Markets,Not Provided,5,outperform,50.0
37,37,37,-0.0,M,-2147483648,2006-03-06,Stifel,Not Provided,5,buy,45.0
38,38,38,-0.0,M,-2147483648,2006-02-17,EVA Dimensions,Not Provided,3,hold,-0.0
39,39,39,-0.0,M,-2147483648,2006-02-14,UBS,Not Provided,5,buy 2,47.0
40,40,40,-0.0,M,-2147483648,2006-01-31,Wells Fargo Securities,Not Provided,5,outperform,-0.0
41,41,41,-0.0,R,-2147483648,2006-01-30,Jefferies,12 month,3,hold,40.0
42,42,42,-0.0,D,-2147483648,2006-01-18,Lehman Brothers,Not Provided,1,underwt/neutral,38.0
43,43,43,-0.0,M,-2147483648,2005-10-21,CIBC World Markets,Not Provided,3,sector perform,42.0
44,44,44,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,3,neutral,-0.0
45,45,45,-0.0,M,-2147483648,2005-08-16,Soleil Securities,Not Provided,5,buy,47.0
46,46,46,-0.0,N,-2147483648,2005-04-06,J.P. Morgan,Not Provided,5,overweight,-0.0
47,47,47,-0.0,D,-2147483648,2006-04-27,Lehman Brothers,Not Provided,1,underwt/neutral,40.0
48,48,48,-0.0,U,-2147483648,2006-04-27,Jefferies,Not Provided,5,buy,50.0
49,49,49,-0.0,M,-2147483648,2006-04-27,FBR Capital Markets,Not Provided,5,outperform,53.0
50,50,50,-0.0,M,-2147483648,2006-04-27,Wells Fargo Securities,Not Provided,5,outperform,-0.0
51,51,51,-0.0,M,-2147483648,2006-04-26,Stifel,Not Provided,5,buy,45.0
52,52,52,-0.0,M,-2147483648,2006-04-24,EVA Dimensions,Not Provided,3,hold,-0.0
53,53,53,-0.0,U,-2147483648,2006-04-19,CIBC World Markets,18 month,5,sector outperform,50.0
54,54,54,-0.0,M,-2147483648,2006-04-03,UBS,Not Provided,5,buy 2,54.0
55,55,55,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,3,neutral,-0.0
56,56,56,-0.0,M,-2147483648,2005-08-16,Soleil Securities,Not Provided,5,buy,47.0
57,57,57,-0.0,N,-2147483648,2005-04-06,J.P. Morgan,Not Provided,5,overweight,-0.0
58,58,58,-0.0,D,-2147483648,2006-05-12,Lehman Brothers,Not Provided,1,underwt/neutral,44.0
59,59,59,-0.0,M,-2147483648,2006-05-11,Stifel,Not Provided,5,buy,48.0
60,60,60,-0.0,U,-2147483648,2006-04-27,Jefferies,Not Provided,5,buy,50.0
61,61,61,-0.0,M,-2147483648,2006-04-27,FBR Capital Markets,Not Provided,5,outperform,53.0
62,62,62,-0.0,M,-2147483648,2006-04-27,Wells Fargo Securities,Not Provided,5,outperform,-0.0
63,63,63,-0.0,M,-2147483648,2006-04-24,EVA Dimensions,Not Provided,3,hold,-0.0
64,64,64,-0.0,U,-2147483648,2006-04-19,CIBC World Markets,18 month,5,sector outperform,50.0
65,65,65,-0.0,M,-2147483648,2006-04-03,UBS,Not Provided,5,buy 2,54.0
66,66,66,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,3,neutral,-0.0
67,67,67,-0.0,M,-2147483648,2005-08-16,Soleil Securities,Not Provided,5,buy,47.0
68,68,68,-0.0,N,-2147483648,2005-04-06,J.P. Morgan,Not Provided,5,overweight,-0.0
69,69,69,-0.0,M,-2147483648,2006-06-19,CIBC World Markets,18 month,5,sector outperform,53.0
70,70,70,-0.0,M,-2147483648,2006-06-09,FBR Capital Markets,Not Provided,5,outperform,53.0
71,71,71,-0.0,M,-2147483648,2006-06-05,UBS,Not Provided,5,buy 2,56.0
72,72,72,-0.0,D,-2147483648,2006-05-12,Lehman Brothers,Not Provided,1,underwt/neutral,44.0
73,73,73,-0.0,M,-2147483648,2006-05-11,Stifel,Not Provided,5,buy,48.0
74,74,74,-0.0,U,-2147483648,2006-04-27,Jefferies,Not Provided,5,buy,50.0
75,75,75,-0.0,M,-2147483648,2006-04-27,Wells Fargo Securities,Not Provided,5,outperform,-0.0
76,76,76,-0.0,M,-2147483648,2006-04-24,EVA Dimensions,Not Provided,3,hold,-0.0
77,77,77,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,3,neutral,-0.0
78,78,78,-0.0,M,-2147483648,2005-08-16,Soleil Securities,Not Provided,5,buy,47.0
