,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,M,-2147483648,2005-12-21,CIBC World Markets,Not Provided,3,sector perform,-0.000000
1,-0.000000,M,-2147483648,2005-12-19,Bear Stearns & Co,Not Provided,5,outperform,-0.000000
2,-0.000000,M,-2147483648,2005-11-18,Atlantic Equities LLP,Not Provided,3,neutral,-0.000000
3,-0.000000,M,-2147483648,2005-10-28,EVA Dimensions,Not Provided,5,strong buy,-0.000000
4,-0.000000,M,-2147483648,2005-10-27,Goldman Sachs,Not Provided,3,in-line/neutral,-0.000000
5,-0.000000,M,-2147483648,2005-10-19,Jefferies,Not Provided,5,buy,37.500000
6,-0.000000,M,-2147483648,2005-10-18,Morgan Stanley,12 month,5,Overwt/Attractive,37.500000
7,-0.000000,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,5,strong buy,-0.000000
8,-0.000000,M,-2147483648,2005-10-18,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
9,-0.000000,R,-2147483648,2005-10-18,Caris & Company,Not Provided,4,above average,-0.000000
10,-0.000000,M,-2147483648,2005-10-17,Prudential Equity Group Inc,Not Provided,5,overweight,37.500000
11,-0.000000,N,-2147483648,2005-06-03,Longbow Research,Not Provided,5,buy,40.500000
12,-0.000000,M,-2147483648,2005-05-19,FTN Equity Capital Markets Corp.,Not Provided,5,buy,-0.000000
13,-0.000000,M,-2147483648,2005-05-12,KeyBanc Capital Markets,12 month,5,buy,41.500000
14,-0.000000,D,-2147483648,2005-05-05,Barclays,Not Provided,3,equalwt/positive,39.000000
15,-0.000000,R,-2147483648,2005-04-15,Credit Suisse,12 month,5,outperform,42.500000
16,-0.000000,R,-2147483648,2005-04-14,S&P Capital IQ,12 month,1,sell,25.000000
17,-0.000000,D,-2147483648,2002-08-05,Barclays,Not Provided,3,equalwt/positive,-0.000000
18,-0.000000,M,-2147483648,2006-01-24,Morgan Stanley,12 month,5,Overwt/Attractive,37.500000
19,-0.000000,M,-2147483648,2006-01-24,Credit Suisse,12 month,5,outperform,42.500000
20,-0.000000,R,-2147483648,2006-01-24,Jefferies,Not Provided,5,buy,37.500000
21,-0.000000,M,-2147483648,2006-01-24,Prudential Equity Group Inc,Not Provided,5,overweight,40.000000
22,-0.000000,M,-2147483648,2006-01-23,Atlantic Equities LLP,Not Provided,3,neutral,-0.000000
23,-0.000000,M,-2147483648,2006-01-20,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
24,-0.000000,D,-2147483648,2006-01-19,FTN Equity Capital Markets Corp.,Not Provided,3,neutral,-0.000000
25,-0.000000,M,-2147483648,2006-01-17,Barclays,Not Provided,3,equalwt/neutral,39.000000
26,-0.000000,M,-2147483648,2006-01-13,KeyBanc Capital Markets,12 month,5,buy,37.500000
27,-0.000000,D,-2147483648,2006-01-12,CIBC World Markets,Not Provided,1,sector underperform,-0.000000
28,-0.000000,M,-2147483648,2005-12-19,Bear Stearns & Co,Not Provided,5,outperform,-0.000000
29,-0.000000,M,-2147483648,2005-10-28,EVA Dimensions,Not Provided,5,strong buy,-0.000000
30,-0.000000,M,-2147483648,2005-10-27,Goldman Sachs,Not Provided,3,in-line/neutral,-0.000000
31,-0.000000,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,5,strong buy,-0.000000
32,-0.000000,R,-2147483648,2005-10-18,Caris & Company,Not Provided,4,above average,-0.000000
33,-0.000000,N,-2147483648,2005-06-03,Longbow Research,Not Provided,5,buy,40.500000
34,-0.000000,R,-2147483648,2005-04-14,S&P Capital IQ,12 month,1,sell,25.000000
35,-0.000000,D,-2147483648,2002-08-05,Barclays,Not Provided,3,equalwt/positive,-0.000000
36,-0.000000,M,-2147483648,2006-02-24,Prudential Equity Group Inc,Not Provided,5,overweight,40.000000
37,-0.000000,M,-2147483648,2006-02-21,EVA Dimensions,Not Provided,5,strong buy,-0.000000
38,-0.000000,M,-2147483648,2006-01-24,Morgan Stanley,12 month,5,Overwt/Attractive,37.500000
39,-0.000000,M,-2147483648,2006-01-24,Credit Suisse,12 month,5,outperform,42.500000
40,-0.000000,R,-2147483648,2006-01-24,Jefferies,Not Provided,5,buy,37.500000
41,-0.000000,M,-2147483648,2006-01-23,Atlantic Equities LLP,Not Provided,3,neutral,-0.000000
42,-0.000000,M,-2147483648,2006-01-20,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
43,-0.000000,D,-2147483648,2006-01-19,FTN Equity Capital Markets Corp.,Not Provided,3,neutral,-0.000000
44,-0.000000,M,-2147483648,2006-01-17,Barclays,Not Provided,3,equalwt/neutral,39.000000
45,-0.000000,M,-2147483648,2006-01-13,KeyBanc Capital Markets,12 month,5,buy,37.500000
46,-0.000000,D,-2147483648,2006-01-12,CIBC World Markets,Not Provided,1,sector underperform,-0.000000
47,-0.000000,M,-2147483648,2005-12-19,Bear Stearns & Co,Not Provided,5,outperform,-0.000000
48,-0.000000,M,-2147483648,2005-10-27,Goldman Sachs,Not Provided,3,in-line/neutral,-0.000000
49,-0.000000,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,5,strong buy,-0.000000
50,-0.000000,R,-2147483648,2005-10-18,Caris & Company,Not Provided,4,above average,-0.000000
51,-0.000000,N,-2147483648,2005-06-03,Longbow Research,Not Provided,5,buy,40.500000
52,-0.000000,R,-2147483648,2005-04-14,S&P Capital IQ,12 month,1,sell,25.000000
53,-0.000000,D,-2147483648,2002-08-05,Barclays,Not Provided,3,equalwt/positive,-0.000000
54,-0.000000,N,-2147483648,2006-03-07,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.000000
55,-0.000000,M,-2147483648,2006-02-24,Prudential Equity Group Inc,Not Provided,5,overweight,40.000000
56,-0.000000,M,-2147483648,2006-02-21,EVA Dimensions,Not Provided,5,strong buy,-0.000000
57,-0.000000,M,-2147483648,2006-01-24,Credit Suisse,12 month,5,outperform,42.500000
58,-0.000000,R,-2147483648,2006-01-24,Jefferies,Not Provided,5,buy,37.500000
59,-0.000000,M,-2147483648,2006-01-23,Atlantic Equities LLP,Not Provided,3,neutral,-0.000000
60,-0.000000,M,-2147483648,2006-01-20,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
61,-0.000000,D,-2147483648,2006-01-19,FTN Equity Capital Markets Corp.,Not Provided,3,neutral,-0.000000
62,-0.000000,M,-2147483648,2006-01-17,Barclays,Not Provided,3,equalwt/neutral,39.000000
63,-0.000000,M,-2147483648,2006-01-13,KeyBanc Capital Markets,12 month,5,buy,37.500000
64,-0.000000,D,-2147483648,2006-01-12,CIBC World Markets,Not Provided,1,sector underperform,-0.000000
