,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2013-05-29,Morgan Stanley,12 month,5,Overwt/Attractive,38.0,0.0
1,1,-0.0,D,-2147483648,2013-05-13,EVA Dimensions,Not Provided,1,underweight,-0.0,1.0
2,2,-0.0,M,-2147483648,2013-05-09,Barclays,Not Provided,5,overweight,37.0,2.0
3,3,-0.0,N,-2147483648,2013-07-01,J.P. Morgan,15 month,3,neutral,16.0,3.0
4,4,-0.0,N,-2147483648,2013-07-01,Wells Fargo Securities,Not Provided,5,outperform,-0.0,4.0
5,5,-0.0,N,-2147483648,2013-07-01,Lazard Capital Markets,Not Provided,3,neutral,-0.0,5.0
6,6,-0.0,M,-2147483648,2013-06-27,Davenport & Co,12 month,5,buy,18.0,6.0
7,7,-0.0,M,-2147483648,2013-06-21,Macquarie,12 month,1,underperform,14.3,7.0
8,8,-0.0,M,-2147483648,2013-06-20,Spin-Off Research,Not Provided,3,hold,16.25,8.0
9,9,-0.0,M,-2147483648,2013-06-19,CRT Capital Group,Not Provided,-2147483648,not rated,-0.0,9.0
10,10,-0.0,M,-2147483648,2013-06-14,R.W. Pressprich & Co,Not Provided,4,undervalued,-0.0,10.0
11,11,-0.0,M,-2147483648,2013-05-29,Morgan Stanley,12 month,5,Overwt/Attractive,38.0,11.0
12,12,-0.0,D,-2147483648,2013-05-13,EVA Dimensions,Not Provided,1,underweight,-0.0,12.0
13,13,-0.0,M,-2147483648,2013-05-09,Barclays,Not Provided,5,overweight,37.0,13.0
14,14,-0.0,M,-2147483648,2013-07-23,Cowen,12 month,5,outperform,37.0,14.0
15,15,-0.0,M,-2147483648,2013-07-19,Davenport & Co,Not Provided,5,buy,18.0,15.0
16,16,-0.0,M,-2147483648,2013-07-19,Telsey Advisory Group,Not Provided,-2147483648,no rating system,19.0,16.0
17,17,-0.0,M,-2147483648,2013-07-18,J.P. Morgan,15 month,3,neutral,15.0,17.0
18,18,-0.0,M,-2147483648,2013-07-18,Gabelli & Co,Not Provided,5,buy,-0.0,18.0
19,19,-0.0,M,-2147483648,2013-07-17,Credit Suisse,Not Provided,5,outperform,23.0,19.0
20,20,-0.0,M,-2147483648,2013-07-15,Morgan Stanley,12 month,3,Equalwt/Attractive,16.0,20.0
21,21,-0.0,M,-2147483648,2013-07-11,WhiteSand Research LLC,12 month,4,undervalued,22.64,21.0
22,22,-0.0,N,-2147483648,2013-07-01,Wells Fargo Securities,Not Provided,5,outperform,-0.0,22.0
23,23,-0.0,N,-2147483648,2013-07-01,Lazard Capital Markets,Not Provided,3,neutral,-0.0,23.0
24,24,-0.0,M,-2147483648,2013-06-21,Macquarie,12 month,1,underperform,14.3,24.0
25,25,-0.0,M,-2147483648,2013-06-19,CRT Capital Group,Not Provided,-2147483648,not rated,-0.0,25.0
26,26,-0.0,M,-2147483648,2013-06-14,R.W. Pressprich & Co,Not Provided,4,undervalued,-0.0,26.0
27,27,-0.0,D,-2147483648,2013-05-13,EVA Dimensions,Not Provided,1,underweight,-0.0,27.0
28,28,-0.0,M,-2147483648,2013-08-26,Gabelli & Co,Not Provided,5,buy,-0.0,28.0
29,29,-0.0,N,-2147483648,2013-08-19,UBS,12 month,5,buy,19.0,29.0
30,30,-0.0,M,-2147483648,2013-08-08,Wells Fargo Securities,Not Provided,5,outperform,-0.0,30.0
31,31,-0.0,M,-2147483648,2013-07-19,Davenport & Co,Not Provided,5,buy,18.0,31.0
32,32,-0.0,M,-2147483648,2013-07-19,Telsey Advisory Group,Not Provided,-2147483648,no rating system,19.0,32.0
33,33,-0.0,M,-2147483648,2013-07-18,J.P. Morgan,15 month,3,neutral,15.0,33.0
34,34,-0.0,M,-2147483648,2013-07-17,Credit Suisse,Not Provided,5,outperform,23.0,34.0
35,35,-0.0,M,-2147483648,2013-07-15,Morgan Stanley,12 month,3,Equalwt/Attractive,16.0,35.0
36,36,-0.0,M,-2147483648,2013-07-11,WhiteSand Research LLC,12 month,4,undervalued,22.64,36.0
37,37,-0.0,N,-2147483648,2013-07-01,Lazard Capital Markets,Not Provided,3,neutral,-0.0,37.0
38,38,-0.0,M,-2147483648,2013-06-21,Macquarie,12 month,1,underperform,14.3,38.0
39,39,-0.0,M,-2147483648,2013-06-19,CRT Capital Group,Not Provided,-2147483648,not rated,-0.0,39.0
40,40,-0.0,M,-2147483648,2013-06-14,R.W. Pressprich & Co,Not Provided,4,undervalued,-0.0,40.0
41,41,-0.0,D,-2147483648,2013-05-13,EVA Dimensions,Not Provided,1,underweight,-0.0,41.0
