,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2005-12-15,"Foresight Research Solutions, LLC",12 month,5,outperform,3.28,0.0
1,1,-0.0,M,-2147483648,2005-11-07,Credit Suisse,12 month,3,neutral,2.43,1.0
2,2,-0.0,M,-2147483648,2005-11-04,Baird,Not Provided,3,neutral,2.85,2.0
3,3,-0.0,N,-2147483648,2005-10-17,EVA Dimensions,Not Provided,5,buy,-0.0,3.0
4,4,-0.0,U,-2147483648,2005-10-13,Lehman Brothers,Not Provided,5,overwt/positive,3.17,4.0
5,5,-0.0,U,-2147483648,2005-05-23,J.P. Morgan,Not Provided,5,overweight,-0.0,5.0
6,6,-0.0,M,-2147483648,2005-04-29,S&P Capital IQ,Not Provided,5,strong buy,2.64,6.0
7,7,-0.0,M,-2147483648,2006-01-17,Lehman Brothers,Not Provided,5,overwt/neutral,3.17,7.0
8,8,-0.0,U,-2147483648,2006-01-11,Baird,12 month,5,outperform,3.7,8.0
9,9,-0.0,M,-2147483648,2005-12-15,"Foresight Research Solutions, LLC",12 month,5,outperform,3.28,9.0
10,10,-0.0,M,-2147483648,2005-11-07,Credit Suisse,12 month,3,neutral,2.43,10.0
11,11,-0.0,N,-2147483648,2005-10-17,EVA Dimensions,Not Provided,5,buy,-0.0,11.0
12,12,-0.0,U,-2147483648,2005-05-23,J.P. Morgan,Not Provided,5,overweight,-0.0,12.0
13,13,-0.0,M,-2147483648,2005-04-29,S&P Capital IQ,Not Provided,5,strong buy,2.64,13.0
14,14,-0.0,M,-2147483648,2006-02-03,Lehman Brothers,Not Provided,5,overwt/neutral,4.76,14.0
15,15,-0.0,M,-2147483648,2006-02-03,Credit Suisse,12 month,3,neutral,3.49,15.0
16,16,-0.0,M,-2147483648,2006-02-03,Baird,12 month,5,outperform,4.07,16.0
17,17,-0.0,D,-2147483648,2006-02-03,"Foresight Research Solutions, LLC",Not Provided,3,neutral,-0.0,17.0
18,18,-0.0,D,-2147483648,2006-02-02,EVA Dimensions,Not Provided,3,hold,-0.0,18.0
