,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2016-07-01,Bernstein,Not Provided,5,outperform,57.0,0.0
1,1,-0.0,N,-2147483648,2016-07-01,Cowen,12 month,3,market perform,46.0,1.0
2,2,-0.0,N,-2147483648,2016-06-30,Credit Suisse,Not Provided,3,neutral,51.0,2.0
3,3,-0.0,M,-2147483648,2016-06-15,WhiteSand Research LLC,Not Provided,3,hold,46.5,3.0
4,4,-0.0,N,-2147483648,2016-06-14,Spin-Off Research,Not Provided,3,hold,46.0,4.0
5,5,-0.0,M,-2147483648,2016-07-29,Morgan Stanley,12 month,5,Overwt/In-Line,55.0,5.0
6,6,-0.0,M,-2147483648,2016-07-27,Baird,12 month,3,neutral,52.0,6.0
7,7,-0.0,M,-2147483648,2016-07-27,Bernstein,Not Provided,5,outperform,57.0,7.0
8,8,-0.0,M,-2147483648,2016-07-18,Barclays,Not Provided,5,overweight,55.0,8.0
9,9,-0.0,N,-2147483648,2016-07-13,UBS,12 month,5,buy,57.0,9.0
10,10,-0.0,N,-2147483648,2016-07-13,Stifel,Not Provided,3,hold,-0.0,10.0
11,11,-0.0,N,-2147483648,2016-07-12,J.P. Morgan,6 month,3,neutral,48.0,11.0
12,12,-0.0,M,-2147483648,2016-07-07,Credit Suisse,Not Provided,3,neutral,51.0,12.0
13,13,-0.0,M,-2147483648,2016-07-07,William Blair & Co,Not Provided,3,market perform,-0.0,13.0
14,14,-0.0,M,-2147483648,2016-07-06,Spin-Off Research,Not Provided,3,hold,46.0,14.0
15,15,-0.0,N,-2147483648,2016-07-05,Edward Jones,Not Provided,3,hold,-0.0,15.0
16,16,-0.0,N,-2147483648,2016-07-01,Cowen,12 month,3,market perform,46.0,16.0
17,17,-0.0,M,-2147483648,2016-06-15,WhiteSand Research LLC,Not Provided,3,hold,46.5,17.0
18,18,-0.0,M,-2147483648,2016-08-29,Baird,12 month,3,neutral,53.0,18.0
19,19,-0.0,M,-2147483648,2016-08-16,Bernstein,Not Provided,5,outperform,57.0,19.0
20,20,-0.0,M,-2147483648,2016-08-04,Edward Jones,Not Provided,3,hold,-0.0,20.0
21,21,-0.0,M,-2147483648,2016-08-04,Spin-Off Research,Not Provided,3,hold,51.0,21.0
22,22,-0.0,M,-2147483648,2016-08-03,Morgan Stanley,12 month,5,Overwt/In-Line,54.0,22.0
23,23,-0.0,M,-2147483648,2016-08-03,Credit Suisse,Not Provided,3,neutral,51.0,23.0
24,24,-0.0,M,-2147483648,2016-08-03,William Blair & Co,Not Provided,3,market perform,-0.0,24.0
25,25,-0.0,M,-2147483648,2016-08-03,Stifel,Not Provided,3,hold,-0.0,25.0
26,26,-0.0,M,-2147483648,2016-08-03,Barclays,Not Provided,5,overweight,56.0,26.0
27,27,-0.0,M,-2147483648,2016-08-02,J.P. Morgan,6 month,3,neutral,49.0,27.0
28,28,-0.0,M,-2147483648,2016-08-02,Cowen,12 month,3,market perform,46.0,28.0
29,29,-0.0,N,-2147483648,2016-07-13,UBS,12 month,5,buy,57.0,29.0
30,30,-0.0,M,-2147483648,2016-06-15,WhiteSand Research LLC,Not Provided,3,hold,46.5,30.0
31,31,-0.0,M,-2147483648,2016-09-29,Stifel,12 month,3,hold,49.0,31.0
