,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,U,-2147483648,2005-12-23,Bear Stearns & Co,Not Provided,5,outperform,28.000000
1,-0.000000,M,-2147483648,2005-12-23,Credit Suisse,12 month,5,outperform,22.000000
2,-0.000000,M,-2147483648,2005-12-22,Baird,Not Provided,3,neutral,18.000000
3,-0.000000,M,-2147483648,2005-12-22,Gleacher & Company,Not Provided,3,hold,-0.000000
4,-0.000000,D,-2147483648,2005-12-21,Pacific Crest Securities,Not Provided,3,sector perform,-0.000000
5,-0.000000,M,-2147483648,2005-12-21,Thomas Weisel Partners,Not Provided,5,outperform,-0.000000
6,-0.000000,M,-2147483648,2005-12-21,Susquehanna Financial,Not Provided,4,Positive,-0.000000
7,-0.000000,M,-2147483648,2005-12-02,Needham & Co,12 month,5,strong buy,21.000000
8,-0.000000,R,-2147483648,2005-12-02,Piper Jaffray,12 month,5,outperform,21.000000
9,-0.000000,U,-2147483648,2005-11-29,Goldman Sachs,Not Provided,3,in-line/attractive,-0.000000
10,-0.000000,D,-2147483648,2005-11-04,EVA Dimensions,Not Provided,3,hold,-0.000000
11,-0.000000,M,-2147483648,2005-10-21,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.000000
12,-0.000000,M,-2147483648,2005-10-19,Lehman Brothers,Not Provided,5,overwt/neutral,23.000000
13,-0.000000,M,-2147483648,2005-10-19,Raymond James,Not Provided,1,underperform,-0.000000
14,-0.000000,D,-2147483648,2005-10-13,J.P. Morgan,Not Provided,3,neutral,-0.000000
15,-0.000000,U,-2147483648,2005-09-16,Argus Research Corp,Not Provided,5,buy,-0.000000
16,-0.000000,U,-2147483648,2005-04-20,Howe Barnes Hoefer & Arnett Inc,Not Provided,5,buy,-0.000000
17,-0.000000,M,-2147483648,2005-02-09,Craig-Hallum Capital Group LLC,12 month,5,buy,25.000000
18,-0.000000,M,-2147483648,2006-01-19,Lehman Brothers,Not Provided,5,overwt/neutral,30.000000
19,-0.000000,M,-2147483648,2006-01-19,Goldman Sachs,Not Provided,5,outperf/attractive,-0.000000
20,-0.000000,M,-2147483648,2006-01-19,Bear Stearns & Co,Not Provided,5,outperform,36.000000
21,-0.000000,M,-2147483648,2006-01-19,Credit Suisse,12 month,5,outperform,30.000000
22,-0.000000,M,-2147483648,2006-01-19,Kaufman Bros,Not Provided,5,buy,28.000000
23,-0.000000,R,-2147483648,2006-01-19,Needham & Co,12 month,5,strong buy,32.000000
24,-0.000000,M,-2147483648,2006-01-19,Pacific Crest Securities,Not Provided,3,sector perform,-0.000000
25,-0.000000,M,-2147483648,2006-01-19,Baird,Not Provided,3,neutral,26.000000
26,-0.000000,M,-2147483648,2006-01-19,Raymond James,Not Provided,1,underperform,-0.000000
27,-0.000000,M,-2147483648,2006-01-19,Thomas Weisel Partners,Not Provided,5,outperform,-0.000000
28,-0.000000,M,-2147483648,2006-01-19,Gleacher & Company,Not Provided,3,hold,28.000000
29,-0.000000,M,-2147483648,2006-01-19,Susquehanna Financial,Not Provided,4,Positive,-0.000000
30,-0.000000,M,-2147483648,2006-01-19,Piper Jaffray,Not Provided,3,market perform,27.000000
31,-0.000000,M,-2147483648,2006-01-18,Howe Barnes Hoefer & Arnett Inc,Not Provided,5,buy,31.000000
32,-0.000000,U,-2147483648,2006-01-12,EVA Dimensions,Not Provided,5,buy,-0.000000
33,-0.000000,M,-2147483648,2005-10-21,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.000000
34,-0.000000,D,-2147483648,2005-10-13,J.P. Morgan,Not Provided,3,neutral,-0.000000
35,-0.000000,U,-2147483648,2005-09-16,Argus Research Corp,Not Provided,5,buy,-0.000000
36,-0.000000,M,-2147483648,2005-02-09,Craig-Hallum Capital Group LLC,12 month,5,buy,25.000000
37,-0.000000,M,-2147483648,2006-02-24,Credit Suisse,12 month,5,outperform,35.000000
