,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,N,-2147483648,2005-12-30,Pacific Crest Securities,Not Provided,3,sector perform,-0.000000
1,-0.000000,M,-2147483648,2005-12-27,Bernstein,Not Provided,5,outperform,30.000000
2,-0.000000,M,-2147483648,2005-12-15,Stifel,Not Provided,5,buy,30.000000
3,-0.000000,N,-2147483648,2005-12-14,HSBC,Not Provided,5,overweight,34.100000
4,-0.000000,M,-2147483648,2005-12-12,UBS,Not Provided,5,buy 1,34.000000
5,-0.000000,M,-2147483648,2005-11-18,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.000000
6,-0.000000,M,-2147483648,2005-11-17,Bear Stearns & Co,Not Provided,5,outperform,34.000000
7,-0.000000,M,-2147483648,2005-11-17,Needham & Co,18 month,5,buy,31.000000
8,-0.000000,M,-2147483648,2005-11-17,KeyBanc Capital Markets,12 month,5,buy,33.000000
9,-0.000000,M,-2147483648,2005-11-17,Moors & Cabot,12 month,5,buy,31.000000
10,-0.000000,M,-2147483648,2005-11-17,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
11,-0.000000,M,-2147483648,2005-11-17,Prudential Equity Group Inc,Not Provided,5,overweight,32.000000
12,-0.000000,M,-2147483648,2005-11-15,Cowen,Not Provided,-2147483648,no rating system,-0.000000
13,-0.000000,M,-2147483648,2005-10-26,Atlantic Equities LLP,Not Provided,5,overweight,-0.000000
14,-0.000000,M,-2147483648,2005-10-18,Goldman Sachs,Not Provided,5,outperf/attractive,-0.000000
15,-0.000000,M,-2147483648,2005-10-07,Baird,Not Provided,5,outperform,29.000000
16,-0.000000,M,-2147483648,2005-10-06,EVA Dimensions,Not Provided,5,strong buy,-0.000000
17,-0.000000,M,-2147483648,2005-10-04,RBC Capital Markets,12 month,3,sector perform,27.000000
18,-0.000000,M,-2147483648,2005-04-08,Lehman Brothers,Not Provided,5,overwt/neutral,32.000000
19,-0.000000,M,-2147483648,2004-08-12,J.P. Morgan,Not Provided,5,overweight,-0.000000
20,-0.000000,M,-2147483648,2006-02-01,Bernstein,Not Provided,5,outperform,33.000000
21,-0.000000,U,-2147483648,2006-01-25,Morgan Stanley,12 month,5,Overwt/In-Line,36.000000
22,-0.000000,M,-2147483648,2006-01-11,EVA Dimensions,Not Provided,5,strong buy,-0.000000
23,-0.000000,N,-2147483648,2006-01-10,Rochdale Securities,Not Provided,3,hold,29.280000
24,-0.000000,M,-2147483648,2006-01-06,Lehman Brothers,Not Provided,5,overwt/neutral,35.000000
25,-0.000000,M,-2147483648,2006-01-06,RBC Capital Markets,12 month,3,sector perform,35.000000
26,-0.000000,M,-2147483648,2006-01-06,Bear Stearns & Co,Not Provided,5,outperform,35.000000
27,-0.000000,M,-2147483648,2006-01-06,UBS,Not Provided,5,buy 1,36.000000
28,-0.000000,M,-2147483648,2006-01-06,Needham & Co,Not Provided,5,buy,35.000000
29,-0.000000,M,-2147483648,2006-01-06,KeyBanc Capital Markets,12 month,5,buy,35.000000
30,-0.000000,M,-2147483648,2006-01-06,Stifel,Not Provided,5,buy,33.000000
31,-0.000000,R,-2147483648,2006-01-06,Moors & Cabot,12 month,5,buy,35.000000
32,-0.000000,M,-2147483648,2006-01-06,Prudential Equity Group Inc,Not Provided,5,overweight,38.000000
33,-0.000000,R,-2147483648,2006-01-06,Atlantic Equities LLP,Not Provided,5,overweight,34.000000
34,-0.000000,M,-2147483648,2006-01-05,Pacific Crest Securities,Not Provided,3,sector perform,-0.000000
35,-0.000000,M,-2147483648,2006-01-04,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
36,-0.000000,M,-2147483648,2006-01-04,Cowen,Not Provided,-2147483648,no rating system,-0.000000
37,-0.000000,M,-2147483648,2006-01-03,Goldman Sachs,Not Provided,5,outperf/attractive,-0.000000
38,-0.000000,N,-2147483648,2005-12-14,HSBC,Not Provided,5,overweight,34.100000
39,-0.000000,M,-2147483648,2005-10-07,Baird,Not Provided,5,outperform,29.000000
40,-0.000000,M,-2147483648,2004-08-12,J.P. Morgan,Not Provided,5,overweight,-0.000000
41,-0.000000,R,-2147483648,2006-02-27,Cowen,Not Provided,5,outperform,-0.000000
42,-0.000000,D,-2147483648,2006-02-17,Credit Suisse,12 month,3,neutral,35.000000
43,-0.000000,M,-2147483648,2006-02-16,Bernstein,Not Provided,5,outperform,33.000000
44,-0.000000,M,-2147483648,2006-02-02,UBS,Not Provided,5,buy 1,38.000000
45,-0.000000,U,-2147483648,2006-01-25,Morgan Stanley,12 month,5,Overwt/In-Line,36.000000
46,-0.000000,M,-2147483648,2006-01-11,EVA Dimensions,Not Provided,5,strong buy,-0.000000
47,-0.000000,N,-2147483648,2006-01-10,Rochdale Securities,Not Provided,3,hold,29.280000
48,-0.000000,M,-2147483648,2006-01-06,RBC Capital Markets,12 month,3,sector perform,35.000000
49,-0.000000,M,-2147483648,2006-01-06,Bear Stearns & Co,Not Provided,5,outperform,35.000000
50,-0.000000,M,-2147483648,2006-01-06,Needham & Co,Not Provided,5,buy,35.000000
51,-0.000000,M,-2147483648,2006-01-06,KeyBanc Capital Markets,12 month,5,buy,35.000000
52,-0.000000,M,-2147483648,2006-01-06,Stifel,Not Provided,5,buy,33.000000
53,-0.000000,R,-2147483648,2006-01-06,Moors & Cabot,12 month,5,buy,35.000000
54,-0.000000,M,-2147483648,2006-01-06,Prudential Equity Group Inc,Not Provided,5,overweight,38.000000
55,-0.000000,R,-2147483648,2006-01-06,Atlantic Equities LLP,Not Provided,5,overweight,34.000000
56,-0.000000,M,-2147483648,2006-01-05,Pacific Crest Securities,Not Provided,3,sector perform,-0.000000
57,-0.000000,M,-2147483648,2006-01-04,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
58,-0.000000,M,-2147483648,2006-01-03,Goldman Sachs,Not Provided,5,outperf/attractive,-0.000000
59,-0.000000,N,-2147483648,2005-12-14,HSBC,Not Provided,5,overweight,34.100000
60,-0.000000,M,-2147483648,2005-10-07,Baird,Not Provided,5,outperform,29.000000
61,-0.000000,M,-2147483648,2004-08-12,J.P. Morgan,Not Provided,5,overweight,-0.000000
62,-0.000000,M,-2147483648,2006-03-30,Rochdale Securities,Not Provided,3,hold,29.000000
63,-0.000000,M,-2147483648,2006-03-29,Bear Stearns & Co,Not Provided,5,outperform,33.000000
64,-0.000000,M,-2147483648,2006-03-29,Credit Suisse,12 month,3,neutral,34.000000
65,-0.000000,M,-2147483648,2006-03-29,UBS,Not Provided,5,buy 1,38.000000
66,-0.000000,D,-2147483648,2006-03-29,Needham & Co,12 month,3,hold,35.000000
67,-0.000000,M,-2147483648,2006-03-29,Pacific Crest Securities,Not Provided,3,sector perform,-0.000000
68,-0.000000,M,-2147483648,2006-03-29,Baird,Not Provided,5,outperform,33.000000
69,-0.000000,M,-2147483648,2006-03-29,Bernstein,Not Provided,5,outperform,35.500000
70,-0.000000,M,-2147483648,2006-03-29,KeyBanc Capital Markets,12 month,5,buy,35.000000
71,-0.000000,M,-2147483648,2006-03-29,Stifel,Not Provided,5,buy,33.000000
72,-0.000000,R,-2147483648,2006-03-29,Moors & Cabot,12 month,5,buy,35.000000
73,-0.000000,M,-2147483648,2006-03-29,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
74,-0.000000,R,-2147483648,2006-03-29,Cowen,Not Provided,5,outperform,-0.000000
75,-0.000000,M,-2147483648,2006-03-29,Atlantic Equities LLP,Not Provided,5,overweight,-0.000000
76,-0.000000,M,-2147483648,2006-03-27,RBC Capital Markets,12 month,3,sector perform,35.000000
77,-0.000000,M,-2147483648,2006-03-27,Prudential Equity Group Inc,Not Provided,5,overweight,38.000000
78,-0.000000,N,-2147483648,2006-03-21,Edward Jones,Not Provided,5,buy,-0.000000
79,-0.000000,M,-2147483648,2006-03-07,HSBC,Not Provided,5,overweight,34.100000
80,-0.000000,M,-2147483648,2006-01-11,EVA Dimensions,Not Provided,5,strong buy,-0.000000
81,-0.000000,M,-2147483648,2006-01-03,Goldman Sachs,Not Provided,5,outperf/attractive,-0.000000
82,-0.000000,M,-2147483648,2004-08-12,J.P. Morgan,Not Provided,5,overweight,-0.000000
83,-0.000000,M,-2147483648,2006-04-26,Bernstein,Not Provided,5,outperform,35.500000
84,-0.000000,M,-2147483648,2006-04-20,Stifel,Not Provided,5,buy,33.000000
85,-0.000000,M,-2147483648,2006-04-17,EVA Dimensions,Not Provided,5,strong buy,-0.000000
86,-0.000000,M,-2147483648,2006-04-10,Prudential Equity Group Inc,Not Provided,5,overweight,38.000000
87,-0.000000,M,-2147483648,2006-03-30,Rochdale Securities,Not Provided,3,hold,29.000000
88,-0.000000,M,-2147483648,2006-03-29,Bear Stearns & Co,Not Provided,5,outperform,33.000000
89,-0.000000,M,-2147483648,2006-03-29,Credit Suisse,12 month,3,neutral,34.000000
90,-0.000000,M,-2147483648,2006-03-29,UBS,Not Provided,5,buy 1,38.000000
91,-0.000000,D,-2147483648,2006-03-29,Needham & Co,12 month,3,hold,35.000000
92,-0.000000,M,-2147483648,2006-03-29,Pacific Crest Securities,Not Provided,3,sector perform,-0.000000
93,-0.000000,M,-2147483648,2006-03-29,Baird,Not Provided,5,outperform,33.000000
94,-0.000000,M,-2147483648,2006-03-29,KeyBanc Capital Markets,12 month,5,buy,35.000000
95,-0.000000,R,-2147483648,2006-03-29,Moors & Cabot,12 month,5,buy,35.000000
