,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2005-12-28,Thomas Weisel Partners,Not Provided,5,outperform,-0.0,0.0
1,1,-0.0,M,-2147483648,2005-12-14,Morgan Stanley,Not Provided,5,Overwt/In-Line,30.61,1.0
2,2,-0.0,M,-2147483648,2005-12-14,JMP Securities,Not Provided,3,market perform,-0.0,2.0
3,3,-0.0,M,-2147483648,2005-12-14,Barclays,Not Provided,5,overwt/neutral,31.94,3.0
4,4,-0.0,M,-2147483648,2005-12-13,EVA Dimensions,Not Provided,5,buy,-0.0,4.0
5,5,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,5,buy,37.26,5.0
6,6,-0.0,M,-2147483648,2005-12-08,Soleil Securities,Not Provided,5,buy,33.27,6.0
7,7,-0.0,M,-2147483648,2005-10-25,CIBC World Markets,18 month,5,sector outperform,31.94,7.0
8,8,-0.0,M,-2147483648,2005-09-15,Goldman Sachs,Not Provided,3,in-line,-0.0,8.0
9,9,-0.0,M,-2147483648,2006-01-20,Thomas Weisel Partners,Not Provided,5,outperform,-0.0,9.0
10,10,-0.0,M,-2147483648,2005-12-14,Morgan Stanley,Not Provided,5,Overwt/In-Line,30.61,10.0
11,11,-0.0,M,-2147483648,2005-12-14,JMP Securities,Not Provided,3,market perform,-0.0,11.0
12,12,-0.0,M,-2147483648,2005-12-14,Barclays,Not Provided,5,overwt/neutral,31.94,12.0
13,13,-0.0,M,-2147483648,2005-12-13,EVA Dimensions,Not Provided,5,buy,-0.0,13.0
14,14,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,5,buy,37.26,14.0
15,15,-0.0,M,-2147483648,2005-12-08,Soleil Securities,Not Provided,5,buy,33.27,15.0
16,16,-0.0,M,-2147483648,2005-10-25,CIBC World Markets,18 month,5,sector outperform,31.94,16.0
17,17,-0.0,M,-2147483648,2005-09-15,Goldman Sachs,Not Provided,3,in-line,-0.0,17.0
18,18,-0.0,M,-2147483648,2006-02-17,Morgan Stanley,Not Provided,5,Overwt/In-Line,27.95,18.0
19,19,-0.0,D,-2147483648,2006-02-15,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0,19.0
20,20,-0.0,M,-2147483648,2006-02-15,JMP Securities,Not Provided,3,market perform,-0.0,20.0
21,21,-0.0,M,-2147483648,2006-02-14,Soleil Securities,Not Provided,5,buy,29.28,21.0
22,22,-0.0,M,-2147483648,2006-02-14,Barclays,Not Provided,5,overwt/neutral,30.61,22.0
23,23,-0.0,M,-2147483648,2005-12-13,EVA Dimensions,Not Provided,5,buy,-0.0,23.0
24,24,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,5,buy,37.26,24.0
25,25,-0.0,M,-2147483648,2005-10-25,CIBC World Markets,18 month,5,sector outperform,31.94,25.0
26,26,-0.0,M,-2147483648,2005-09-15,Goldman Sachs,Not Provided,3,in-line,-0.0,26.0
27,27,-0.0,M,-2147483648,2006-03-22,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0,27.0
28,28,-0.0,R,-2147483648,2006-03-22,JMP Securities,Not Provided,4,market outperform,26.62,28.0
