,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2005-12-22,Sidoti & Company LLC,12 month,3,neutral,4.5,0.0
1,1,-0.0,D,-2147483648,2005-12-14,Raymond James,Not Provided,5,outperform,4.75,1.0
2,2,-0.0,D,-2147483648,2005-12-08,EVA Dimensions,Not Provided,1,sell,-0.0,2.0
3,3,-0.0,M,-2147483648,2005-12-07,Morgan Keegan,Not Provided,5,outperform,-0.0,3.0
4,4,-0.0,M,-2147483648,2005-12-07,Baird,Not Provided,3,neutral,4.38,4.0
5,5,-0.0,M,-2147483648,2005-12-06,Nollenberger Capital,Not Provided,3,neutral,-0.0,5.0
6,6,-0.0,M,-2147483648,2005-11-02,CL King & Associates,12 month,4,accumulate,4.12,6.0
7,7,-0.0,M,-2147483648,2005-10-28,BB&T Capital Markets,12 month,5,buy,4.38,7.0
8,8,-0.0,D,-2147483648,2005-05-24,Barrington Research,Not Provided,3,market perform,-0.0,8.0
9,9,-0.0,N,-2147483648,2006-02-01,Raymond James,Not Provided,-2147483648,Under Review,-0.0,9.0
10,10,-0.0,M,-2147483648,2006-02-01,Barrington Research,Not Provided,3,market perform,-0.0,10.0
11,11,-0.0,M,-2147483648,2006-02-01,CL King & Associates,12 month,4,accumulate,6.75,11.0
12,12,-0.0,M,-2147483648,2006-02-01,Sidoti & Company LLC,12 month,3,neutral,4.5,12.0
13,13,-0.0,M,-2147483648,2006-01-20,BB&T Capital Markets,12 month,5,buy,8.75,13.0
14,14,-0.0,R,-2147483648,2006-01-17,Morgan Keegan,Not Provided,5,outperform,-0.0,14.0
15,15,-0.0,M,-2147483648,2006-01-04,Baird,Not Provided,3,neutral,4.75,15.0
16,16,-0.0,R,-2147483648,2006-01-03,Nollenberger Capital,Not Provided,3,neutral,-0.0,16.0
17,17,-0.0,D,-2147483648,2005-12-08,EVA Dimensions,Not Provided,1,sell,-0.0,17.0
18,18,-0.0,M,-2147483648,2006-02-27,CL King & Associates,12 month,4,accumulate,6.75,18.0
19,19,-0.0,R,-2147483648,2006-02-09,Nollenberger Capital,Not Provided,3,neutral,-0.0,19.0
20,20,-0.0,M,-2147483648,2006-02-02,Morgan Keegan,Not Provided,5,outperform,-0.0,20.0
21,21,-0.0,N,-2147483648,2006-02-01,Raymond James,Not Provided,-2147483648,Under Review,-0.0,21.0
22,22,-0.0,M,-2147483648,2006-02-01,Barrington Research,Not Provided,3,market perform,-0.0,22.0
23,23,-0.0,M,-2147483648,2006-02-01,Sidoti & Company LLC,12 month,3,neutral,4.5,23.0
24,24,-0.0,M,-2147483648,2006-01-20,BB&T Capital Markets,12 month,5,buy,8.75,24.0
25,25,-0.0,M,-2147483648,2006-01-04,Baird,Not Provided,3,neutral,4.75,25.0
26,26,-0.0,D,-2147483648,2005-12-08,EVA Dimensions,Not Provided,1,sell,-0.0,26.0
27,27,-0.0,R,-2147483648,2006-03-29,CL King & Associates,12 month,4,accumulate,6.75,27.0
28,28,-0.0,M,-2147483648,2006-03-21,EVA Dimensions,Not Provided,1,sell,-0.0,28.0
29,29,-0.0,M,-2147483648,2006-03-03,Morgan Keegan,Not Provided,5,outperform,-0.0,29.0
30,30,-0.0,D,-2147483648,2006-03-03,Raymond James,Not Provided,3,market perform,-0.0,30.0
31,31,-0.0,R,-2147483648,2006-03-03,Nollenberger Capital,Not Provided,3,neutral,-0.0,31.0
32,32,-0.0,M,-2147483648,2006-03-02,Barrington Research,Not Provided,3,market perform,-0.0,32.0
33,33,-0.0,M,-2147483648,2006-03-02,Sidoti & Company LLC,12 month,3,neutral,5.25,33.0
34,34,-0.0,M,-2147483648,2006-01-20,BB&T Capital Markets,12 month,5,buy,8.75,34.0
35,35,-0.0,M,-2147483648,2006-01-04,Baird,Not Provided,3,neutral,4.75,35.0
36,36,-0.0,M,-2147483648,2006-04-28,Morgan Keegan,Not Provided,5,outperform,-0.0,36.0
37,37,-0.0,U,-2147483648,2006-04-28,Baird,Not Provided,5,outperform,6.5,37.0
38,38,-0.0,M,-2147483648,2006-04-28,Raymond James,Not Provided,3,market perform,-0.0,38.0
39,39,-0.0,M,-2147483648,2006-04-28,Barrington Research,Not Provided,3,market perform,-0.0,39.0
40,40,-0.0,M,-2147483648,2006-04-28,CL King & Associates,12 month,4,accumulate,6.75,40.0
41,41,-0.0,R,-2147483648,2006-04-28,Nollenberger Capital,Not Provided,3,neutral,-0.0,41.0
42,42,-0.0,M,-2147483648,2006-04-27,Sidoti & Company LLC,12 month,3,neutral,5.25,42.0
43,43,-0.0,M,-2147483648,2006-03-21,EVA Dimensions,Not Provided,1,sell,-0.0,43.0
44,44,-0.0,M,-2147483648,2006-01-20,BB&T Capital Markets,12 month,5,buy,8.75,44.0
45,45,-0.0,M,-2147483648,2006-05-26,EVA Dimensions,Not Provided,1,sell,-0.0,45.0
46,46,-0.0,M,-2147483648,2006-04-28,Morgan Keegan,Not Provided,5,outperform,-0.0,46.0
47,47,-0.0,U,-2147483648,2006-04-28,Baird,Not Provided,5,outperform,6.5,47.0
48,48,-0.0,M,-2147483648,2006-04-28,Raymond James,Not Provided,3,market perform,-0.0,48.0
49,49,-0.0,M,-2147483648,2006-04-28,Barrington Research,Not Provided,3,market perform,-0.0,49.0
50,50,-0.0,M,-2147483648,2006-04-28,CL King & Associates,12 month,4,accumulate,6.75,50.0
51,51,-0.0,R,-2147483648,2006-04-28,Nollenberger Capital,Not Provided,3,neutral,-0.0,51.0
52,52,-0.0,M,-2147483648,2006-04-27,Sidoti & Company LLC,12 month,3,neutral,5.25,52.0
53,53,-0.0,M,-2147483648,2006-01-20,BB&T Capital Markets,12 month,5,buy,8.75,53.0
54,54,-0.0,U,-2147483648,2006-06-29,EVA Dimensions,Not Provided,3,hold,-0.0,54.0
55,55,-0.0,M,-2147483648,2006-06-15,Sidoti & Company LLC,12 month,3,neutral,5.25,55.0
56,56,-0.0,M,-2147483648,2006-06-07,CL King & Associates,12 month,4,accumulate,6.75,56.0
57,57,-0.0,M,-2147483648,2006-06-06,Baird,Not Provided,5,outperform,6.5,57.0
58,58,-0.0,R,-2147483648,2006-06-06,Nollenberger Capital,Not Provided,3,neutral,-0.0,58.0
59,59,-0.0,M,-2147483648,2006-06-05,Morgan Keegan,Not Provided,5,outperform,-0.0,59.0
60,60,-0.0,M,-2147483648,2006-06-05,Raymond James,Not Provided,3,market perform,-0.0,60.0
61,61,-0.0,M,-2147483648,2006-06-05,Barrington Research,Not Provided,3,market perform,-0.0,61.0
62,62,-0.0,M,-2147483648,2006-01-20,BB&T Capital Markets,12 month,5,buy,8.75,62.0
63,63,-0.0,M,-2147483648,2006-07-28,Morgan Keegan,Not Provided,5,outperform,-0.0,63.0
64,64,-0.0,M,-2147483648,2006-07-28,Baird,Not Provided,5,outperform,6.5,64.0
65,65,-0.0,M,-2147483648,2006-07-28,Raymond James,Not Provided,3,market perform,-0.0,65.0
66,66,-0.0,M,-2147483648,2006-07-28,Nollenberger Capital,Not Provided,5,buy,6.75,66.0
67,67,-0.0,U,-2147483648,2006-07-27,Barrington Research,Not Provided,5,outperform,7.0,67.0
68,68,-0.0,M,-2147483648,2006-07-27,Sidoti & Company LLC,12 month,3,neutral,5.25,68.0
69,69,-0.0,M,-2147483648,2006-07-27,BB&T Capital Markets,12 month,5,buy,6.75,69.0
70,70,-0.0,M,-2147483648,2006-07-24,CL King & Associates,12 month,4,accumulate,6.75,70.0
71,71,-0.0,D,-2147483648,2006-07-12,EVA Dimensions,Not Provided,1,sell,-0.0,71.0
72,72,-0.0,M,-2147483648,2006-08-31,EVA Dimensions,Not Provided,1,sell,-0.0,72.0
73,73,-0.0,M,-2147483648,2006-07-28,Morgan Keegan,Not Provided,5,outperform,-0.0,73.0
74,74,-0.0,M,-2147483648,2006-07-28,Baird,Not Provided,5,outperform,6.5,74.0
75,75,-0.0,M,-2147483648,2006-07-28,Raymond James,Not Provided,3,market perform,-0.0,75.0
76,76,-0.0,M,-2147483648,2006-07-28,Nollenberger Capital,Not Provided,5,buy,6.75,76.0
77,77,-0.0,U,-2147483648,2006-07-27,Barrington Research,Not Provided,5,outperform,7.0,77.0
78,78,-0.0,M,-2147483648,2006-07-27,Sidoti & Company LLC,12 month,3,neutral,5.25,78.0
79,79,-0.0,M,-2147483648,2006-07-27,BB&T Capital Markets,12 month,5,buy,6.75,79.0
80,80,-0.0,M,-2147483648,2006-07-24,CL King & Associates,12 month,4,accumulate,6.75,80.0
81,81,-0.0,N,-2147483648,2006-09-28,Canaccord Genuity,Not Provided,5,buy,7.0,81.0
82,82,-0.0,M,-2147483648,2006-09-27,Barrington Research,Not Provided,5,outperform,7.0,82.0
83,83,-0.0,M,-2147483648,2006-09-12,Sidoti & Company LLC,12 month,3,neutral,5.25,83.0
84,84,-0.0,M,-2147483648,2006-08-31,EVA Dimensions,Not Provided,1,sell,-0.0,84.0
85,85,-0.0,M,-2147483648,2006-07-28,Morgan Keegan,Not Provided,5,outperform,-0.0,85.0
86,86,-0.0,M,-2147483648,2006-07-28,Baird,Not Provided,5,outperform,6.5,86.0
87,87,-0.0,M,-2147483648,2006-07-28,Raymond James,Not Provided,3,market perform,-0.0,87.0
88,88,-0.0,M,-2147483648,2006-07-28,Nollenberger Capital,Not Provided,5,buy,6.75,88.0
89,89,-0.0,M,-2147483648,2006-07-27,BB&T Capital Markets,12 month,5,buy,6.75,89.0
90,90,-0.0,M,-2147483648,2006-07-24,CL King & Associates,12 month,4,accumulate,6.75,90.0
91,91,-0.0,M,-2147483648,2006-10-31,Nollenberger Capital,Not Provided,5,buy,6.75,91.0
92,92,-0.0,M,-2147483648,2006-10-27,Morgan Keegan,Not Provided,5,outperform,-0.0,92.0
93,93,-0.0,M,-2147483648,2006-10-27,Baird,Not Provided,5,outperform,7.0,93.0
94,94,-0.0,M,-2147483648,2006-10-27,Raymond James,Not Provided,3,market perform,-0.0,94.0
95,95,-0.0,M,-2147483648,2006-10-27,Canaccord Genuity,Not Provided,5,buy,7.0,95.0
96,96,-0.0,M,-2147483648,2006-10-27,BB&T Capital Markets,12 month,5,buy,7.5,96.0
97,97,-0.0,M,-2147483648,2006-10-26,Barrington Research,Not Provided,5,outperform,7.0,97.0
98,98,-0.0,M,-2147483648,2006-10-26,CL King & Associates,12 month,4,accumulate,6.75,98.0
99,99,-0.0,M,-2147483648,2006-10-26,Sidoti & Company LLC,12 month,3,neutral,5.25,99.0
100,100,-0.0,U,-2147483648,2006-10-05,EVA Dimensions,Not Provided,3,hold,-0.0,100.0
101,101,-0.0,N,-2147483648,2006-11-17,Goldman Sachs,12 month,5,Buy/Neutral,7.25,101.0
102,102,-0.0,M,-2147483648,2006-10-31,Nollenberger Capital,Not Provided,5,buy,6.75,102.0
103,103,-0.0,M,-2147483648,2006-10-27,Morgan Keegan,Not Provided,5,outperform,-0.0,103.0
104,104,-0.0,M,-2147483648,2006-10-27,Baird,Not Provided,5,outperform,7.0,104.0
105,105,-0.0,M,-2147483648,2006-10-27,Raymond James,Not Provided,3,market perform,-0.0,105.0
106,106,-0.0,M,-2147483648,2006-10-27,Canaccord Genuity,Not Provided,5,buy,7.0,106.0
107,107,-0.0,M,-2147483648,2006-10-27,BB&T Capital Markets,12 month,5,buy,7.5,107.0
108,108,-0.0,M,-2147483648,2006-10-26,Barrington Research,Not Provided,5,outperform,7.0,108.0
109,109,-0.0,M,-2147483648,2006-10-26,CL King & Associates,12 month,4,accumulate,6.75,109.0
110,110,-0.0,M,-2147483648,2006-10-26,Sidoti & Company LLC,12 month,3,neutral,5.25,110.0
111,111,-0.0,U,-2147483648,2006-10-05,EVA Dimensions,Not Provided,3,hold,-0.0,111.0
112,112,-0.0,M,-2147483648,2006-12-08,Morgan Keegan,Not Provided,5,outperform,-0.0,112.0
113,113,-0.0,M,-2147483648,2006-12-08,CL King & Associates,12 month,4,accumulate,6.75,113.0
114,114,-0.0,M,-2147483648,2006-12-07,Raymond James,Not Provided,3,market perform,-0.0,114.0
115,115,-0.0,N,-2147483648,2006-11-17,Goldman Sachs,12 month,5,Buy/Neutral,7.25,115.0
116,116,-0.0,M,-2147483648,2006-10-31,Nollenberger Capital,Not Provided,5,buy,6.75,116.0
117,117,-0.0,M,-2147483648,2006-10-27,Baird,Not Provided,5,outperform,7.0,117.0
118,118,-0.0,M,-2147483648,2006-10-27,Canaccord Genuity,Not Provided,5,buy,7.0,118.0
119,119,-0.0,M,-2147483648,2006-10-27,BB&T Capital Markets,12 month,5,buy,7.5,119.0
120,120,-0.0,M,-2147483648,2006-10-26,Barrington Research,Not Provided,5,outperform,7.0,120.0
121,121,-0.0,M,-2147483648,2006-10-26,Sidoti & Company LLC,12 month,3,neutral,5.25,121.0
122,122,-0.0,U,-2147483648,2006-10-05,EVA Dimensions,Not Provided,3,hold,-0.0,122.0
123,123,-0.0,M,-2147483648,2007-01-23,Sidoti & Company LLC,12 month,3,neutral,5.75,123.0
124,124,-0.0,M,-2147483648,2007-01-19,CL King & Associates,Not Provided,5,strong buy,10.75,124.0
125,125,-0.0,M,-2147483648,2007-01-19,BB&T Capital Markets,12 month,5,buy,7.5,125.0
126,126,-0.0,M,-2147483648,2007-01-12,Baird,Not Provided,5,outperform,7.0,126.0
