,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2014-08-01,Spin-Off Research,Not Provided,5,buy,33.0,0.0
1,1,-0.0,N,-2147483648,2014-07-31,BTIG LLC,12 month,5,buy,30.0,1.0
2,2,-0.0,M,-2147483648,2014-07-21,R.W. Pressprich & Co,Not Provided,-2147483648,not rated,-0.0,2.0
3,3,-0.0,M,-2147483648,2014-08-22,"Morningstar, Inc",Not Provided,5,buy,-0.0,3.0
4,4,-0.0,M,-2147483648,2014-08-01,Spin-Off Research,Not Provided,5,buy,33.0,4.0
5,5,-0.0,N,-2147483648,2014-07-31,BTIG LLC,12 month,5,buy,30.0,5.0
6,6,-0.0,M,-2147483648,2014-07-21,R.W. Pressprich & Co,Not Provided,-2147483648,not rated,-0.0,6.0
7,7,-0.0,N,-2147483648,2014-09-12,UBS,12 month,3,neutral,27.0,7.0
8,8,-0.0,M,-2147483648,2014-09-11,R.W. Pressprich & Co,Not Provided,5,buy,30.0,8.0
9,9,-0.0,M,-2147483648,2014-09-11,Nomura,12 month,3,neutral,23.0,9.0
10,10,-0.0,N,-2147483648,2014-09-09,Morgan Stanley,12 month,5,Overwt/Attractive,30.0,10.0
11,11,-0.0,N,-2147483648,2014-09-09,Goldman Sachs,12 month,5,buy/attractive,30.0,11.0
12,12,-0.0,N,-2147483648,2014-09-09,Credit Suisse,Not Provided,5,outperform,30.0,12.0
13,13,-0.0,N,-2147483648,2014-09-09,J.P. Morgan,12 month,5,overweight,30.0,13.0
14,14,-0.0,N,-2147483648,2014-09-09,"Keefe, Bruyette & Woods",12 month,5,outperform,31.0,14.0
15,15,-0.0,M,-2147483648,2014-09-09,Spin-Off Research,Not Provided,5,buy,30.0,15.0
16,16,-0.0,N,-2147483648,2014-09-09,Barclays,Not Provided,3,equalweight,27.0,16.0
17,17,-0.0,M,-2147483648,2014-08-22,"Morningstar, Inc",Not Provided,5,buy,-0.0,17.0
18,18,-0.0,N,-2147483648,2014-07-31,BTIG LLC,12 month,5,buy,30.0,18.0
19,19,-0.0,M,-2147483648,2014-10-28,Nomura,Not Provided,3,neutral,25.0,19.0
20,20,-0.0,M,-2147483648,2014-10-21,Spin-Off Research,Not Provided,5,buy,28.5,20.0
21,21,-0.0,M,-2147483648,2014-10-20,Morgan Stanley,12 month,5,Overwt/Attractive,30.0,21.0
22,22,-0.0,M,-2147483648,2014-10-20,Credit Suisse,Not Provided,5,outperform,30.0,22.0
23,23,-0.0,M,-2147483648,2014-10-20,J.P. Morgan,Not Provided,5,overweight,30.0,23.0
24,24,-0.0,M,-2147483648,2014-10-20,"Morningstar, Inc",Not Provided,5,buy,-0.0,24.0
25,25,-0.0,M,-2147483648,2014-10-20,Barclays,Not Provided,3,equalweight,27.0,25.0
26,26,-0.0,M,-2147483648,2014-10-17,"Keefe, Bruyette & Woods",12 month,5,outperform,31.0,26.0
27,27,-0.0,M,-2147483648,2014-10-17,BTIG LLC,12 month,5,buy,30.0,27.0
28,28,-0.0,N,-2147483648,2014-09-12,UBS,12 month,3,neutral,27.0,28.0
29,29,-0.0,M,-2147483648,2014-09-11,R.W. Pressprich & Co,Not Provided,5,buy,30.0,29.0
30,30,-0.0,N,-2147483648,2014-09-09,Goldman Sachs,12 month,5,buy/attractive,30.0,30.0
31,31,-0.0,M,-2147483648,2014-11-24,Bernstein,12 month,5,outperform,35.0,31.0
32,32,-0.0,N,-2147483648,2014-11-17,EVA Dimensions,Not Provided,5,overweight,-0.0,32.0
33,33,-0.0,M,-2147483648,2014-11-10,"Morningstar, Inc",Not Provided,3,hold,-0.0,33.0
34,34,-0.0,M,-2147483648,2014-10-28,Nomura,Not Provided,3,neutral,25.0,34.0
35,35,-0.0,M,-2147483648,2014-10-21,Spin-Off Research,Not Provided,5,buy,28.5,35.0
36,36,-0.0,M,-2147483648,2014-10-20,Morgan Stanley,12 month,5,Overwt/Attractive,30.0,36.0
37,37,-0.0,M,-2147483648,2014-10-20,Credit Suisse,Not Provided,5,outperform,30.0,37.0
38,38,-0.0,M,-2147483648,2014-10-20,J.P. Morgan,Not Provided,5,overweight,30.0,38.0
39,39,-0.0,M,-2147483648,2014-10-20,Barclays,Not Provided,3,equalweight,27.0,39.0
40,40,-0.0,M,-2147483648,2014-10-17,"Keefe, Bruyette & Woods",12 month,5,outperform,31.0,40.0
