,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2005-12-13,Prudential Equity Group Inc,Not Provided,5,overweight,13.78,0.0
1,1,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,5,buy,11.66,1.0
2,2,-0.0,M,-2147483648,2005-12-12,EVA Dimensions,Not Provided,1,sell,-0.0,2.0
3,3,-0.0,M,-2147483648,2005-12-06,Morgan Stanley,Not Provided,5,Overwt/Attractive,11.66,3.0
4,4,-0.0,M,-2147483648,2005-12-06,Credit Suisse,12 month,5,outperform,13.14,4.0
5,5,-0.0,M,-2147483648,2005-11-01,Goldman Sachs,Not Provided,5,outperf/cautious,-0.0,5.0
6,6,-0.0,M,-2147483648,2005-10-14,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,6.0
7,7,-0.0,M,-2147483648,2005-10-14,Bear Stearns & Co,Not Provided,5,outperform,12.72,7.0
8,8,-0.0,M,-2147483648,2005-09-21,UBS,12 month,3,neutral 1,11.02,8.0
9,9,-0.0,U,-2147483648,2005-09-19,J.P. Morgan,Not Provided,5,overweight,-0.0,9.0
10,10,-0.0,M,-2147483648,2005-07-20,Barclays,Not Provided,1,underwt/negative,9.54,10.0
11,11,-0.0,U,-2147483648,2005-06-15,Argus Research Corp,Not Provided,5,buy,-0.0,11.0
12,12,-0.0,M,-2147483648,2006-01-19,Bear Stearns & Co,Not Provided,5,outperform,11.87,12.0
13,13,-0.0,N,-2147483648,2006-01-19,GARP Research,Not Provided,5,buy,-0.0,13.0
14,14,-0.0,M,-2147483648,2005-12-13,Prudential Equity Group Inc,Not Provided,5,overweight,13.78,14.0
15,15,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,5,buy,11.66,15.0
16,16,-0.0,M,-2147483648,2005-12-12,EVA Dimensions,Not Provided,1,sell,-0.0,16.0
17,17,-0.0,M,-2147483648,2005-12-06,Morgan Stanley,Not Provided,5,Overwt/Attractive,11.66,17.0
18,18,-0.0,M,-2147483648,2005-12-06,Credit Suisse,12 month,5,outperform,13.14,18.0
19,19,-0.0,M,-2147483648,2005-11-01,Goldman Sachs,Not Provided,5,outperf/cautious,-0.0,19.0
20,20,-0.0,M,-2147483648,2005-10-14,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,20.0
21,21,-0.0,M,-2147483648,2005-09-21,UBS,12 month,3,neutral 1,11.02,21.0
22,22,-0.0,U,-2147483648,2005-09-19,J.P. Morgan,Not Provided,5,overweight,-0.0,22.0
23,23,-0.0,M,-2147483648,2005-07-20,Barclays,Not Provided,1,underwt/negative,9.54,23.0
24,24,-0.0,U,-2147483648,2005-06-15,Argus Research Corp,Not Provided,5,buy,-0.0,24.0
25,25,-0.0,M,-2147483648,2006-02-15,Credit Suisse,12 month,5,outperform,13.57,25.0
26,26,-0.0,M,-2147483648,2006-02-03,UBS,12 month,3,neutral 1,11.45,26.0
27,27,-0.0,M,-2147483648,2006-02-03,Prudential Equity Group Inc,Not Provided,5,overweight,13.36,27.0
28,28,-0.0,M,-2147483648,2006-02-03,Barclays,Not Provided,1,underwt/negative,9.75,28.0
