,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2005-12-09,Wells Fargo Securities,Not Provided,3,market perform,-0.0,0.0
1,1,-0.0,M,-2147483648,2005-12-05,EVA Dimensions,Not Provided,3,hold,-0.0,1.0
2,2,-0.0,M,-2147483648,2005-10-26,Morgan Stanley,Not Provided,5,Overwt/Attractive,65.0,2.0
3,3,-0.0,M,-2147483648,2005-10-26,Credit Suisse,12 month,5,outperform,61.0,3.0
4,4,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,3,neutral,-0.0,4.0
5,5,-0.0,N,-2147483648,2005-07-07,Edward Jones,Not Provided,3,hold,-0.0,5.0
6,6,-0.0,M,-2147483648,2005-06-03,J.P. Morgan,Not Provided,3,neutral,-0.0,6.0
7,7,-0.0,M,-2147483648,2005-04-15,UBS,Not Provided,3,neutral 1,55.0,7.0
8,8,-0.0,M,-2147483648,2006-01-25,Morgan Stanley,Not Provided,5,Overwt/Attractive,70.0,8.0
9,9,-0.0,M,-2147483648,2006-01-25,Credit Suisse,12 month,5,outperform,67.0,9.0
10,10,-0.0,U,-2147483648,2006-01-25,J.P. Morgan,Not Provided,5,overweight,-0.0,10.0
11,11,-0.0,M,-2147483648,2006-01-24,Wells Fargo Securities,Not Provided,3,market perform,-0.0,11.0
12,12,-0.0,M,-2147483648,2005-12-05,EVA Dimensions,Not Provided,3,hold,-0.0,12.0
13,13,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,3,neutral,-0.0,13.0
14,14,-0.0,N,-2147483648,2005-07-07,Edward Jones,Not Provided,3,hold,-0.0,14.0
15,15,-0.0,M,-2147483648,2005-04-15,UBS,Not Provided,3,neutral 1,55.0,15.0
16,16,-0.0,N,-2147483648,2006-02-03,Lehman Brothers,Not Provided,3,equalwt/neutral,62.0,16.0
17,17,-0.0,M,-2147483648,2006-01-25,Morgan Stanley,Not Provided,5,Overwt/Attractive,70.0,17.0
18,18,-0.0,M,-2147483648,2006-01-25,Credit Suisse,12 month,5,outperform,67.0,18.0
19,19,-0.0,U,-2147483648,2006-01-25,J.P. Morgan,Not Provided,5,overweight,-0.0,19.0
20,20,-0.0,M,-2147483648,2006-01-24,Wells Fargo Securities,Not Provided,3,market perform,-0.0,20.0
21,21,-0.0,M,-2147483648,2005-12-05,EVA Dimensions,Not Provided,3,hold,-0.0,21.0
22,22,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,3,neutral,-0.0,22.0
23,23,-0.0,N,-2147483648,2005-07-07,Edward Jones,Not Provided,3,hold,-0.0,23.0
24,24,-0.0,M,-2147483648,2005-04-15,UBS,Not Provided,3,neutral 1,55.0,24.0
25,25,-0.0,D,-2147483648,2006-03-20,EVA Dimensions,Not Provided,1,sell,-0.0,25.0
26,26,-0.0,M,-2147483648,2006-03-03,Lehman Brothers,Not Provided,3,equalwt/neutral,65.0,26.0
27,27,-0.0,M,-2147483648,2006-03-03,Credit Suisse,12 month,5,outperform,67.0,27.0
28,28,-0.0,M,-2147483648,2006-03-02,Wells Fargo Securities,Not Provided,3,market perform,-0.0,28.0
29,29,-0.0,M,-2147483648,2006-01-25,Morgan Stanley,Not Provided,5,Overwt/Attractive,70.0,29.0
30,30,-0.0,U,-2147483648,2006-01-25,J.P. Morgan,Not Provided,5,overweight,-0.0,30.0
31,31,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,3,neutral,-0.0,31.0
32,32,-0.0,N,-2147483648,2005-07-07,Edward Jones,Not Provided,3,hold,-0.0,32.0
