,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,U,-2147483648,2005-12-29,EVA Dimensions,Not Provided,3,hold,-0.000000
1,-0.000000,M,-2147483648,2005-12-22,UBS,Not Provided,5,buy 2,65.000000
2,-0.000000,R,-2147483648,2005-12-19,Raymond James,Not Provided,5,strong buy,65.000000
3,-0.000000,M,-2147483648,2005-12-16,Morgan Keegan,Not Provided,5,outperform,-0.000000
4,-0.000000,M,-2147483648,2005-12-16,FBR Capital Markets,Not Provided,5,outperform,59.000000
5,-0.000000,M,-2147483648,2005-12-09,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,67.000000
6,-0.000000,M,-2147483648,2005-12-02,RBC Capital Markets,12 month,5,outperform,63.000000
7,-0.000000,D,-2147483648,2005-11-22,Credit Suisse,12 month,3,neutral,56.000000
8,-0.000000,M,-2147483648,2005-11-16,"Capital One Securities, Inc.",Not Provided,5,buy,72.000000
9,-0.000000,D,-2147483648,2005-11-03,Morgan Stanley,12 month,3,Equalwt/Attractive,56.000000
10,-0.000000,M,-2147483648,2005-11-01,Stanford Group,12 month,3,hold,50.000000
11,-0.000000,R,-2147483648,2005-10-26,Jefferies,12 month,5,buy,60.000000
12,-0.000000,M,-2147483648,2005-10-26,Johnson Rice & Co,Not Provided,5,overweight,-0.000000
13,-0.000000,R,-2147483648,2005-10-26,Aperion Group LLC,12 month,5,buy,78.850000
14,-0.000000,M,-2147483648,2005-10-26,Barclays,Not Provided,5,overwt/positive,53.000000
15,-0.000000,D,-2147483648,2005-09-28,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.000000
16,-0.000000,N,-2147483648,2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.000000
17,-0.000000,M,-2147483648,2005-04-27,Bear Stearns & Co,Not Provided,3,peerperform,-0.000000
18,-0.000000,M,-2147483648,2005-03-21,Goldman Sachs,Not Provided,3,in-line,-0.000000
19,-0.000000,M,-2147483648,2005-03-02,Soleil Securities,Not Provided,5,buy,-0.000000
20,-0.000000,U,-2147483648,2005-02-24,J.P. Morgan,Not Provided,3,neutral,-0.000000
21,-0.000000,M,-2147483648,2003-09-09,Weeden & Co,Not Provided,3,hold,32.000000
22,-0.000000,N,-2147483648,2006-02-01,Scotia Howard Weil Inc,Not Provided,5,buy,65.000000
23,-0.000000,M,-2147483648,2006-02-01,Barclays,Not Provided,5,overwt/positive,60.000000
24,-0.000000,M,-2147483648,2006-01-26,Raymond James,12 month,5,outperform,73.000000
25,-0.000000,M,-2147483648,2006-01-24,"Capital One Securities, Inc.",Not Provided,5,buy,73.000000
26,-0.000000,M,-2147483648,2006-01-23,A.G. Edwards & Sons Inc,Not Provided,5,buy,61.000000
27,-0.000000,M,-2147483648,2006-01-19,Morgan Stanley,12 month,3,Equalwt/Attractive,63.000000
28,-0.000000,M,-2147483648,2006-01-18,Credit Suisse,12 month,3,neutral,65.000000
29,-0.000000,M,-2147483648,2006-01-17,Morgan Keegan,Not Provided,5,outperform,-0.000000
30,-0.000000,R,-2147483648,2006-01-17,Aperion Group LLC,12 month,5,buy,97.130000
31,-0.000000,D,-2147483648,2006-01-06,EVA Dimensions,Not Provided,1,sell,-0.000000
32,-0.000000,M,-2147483648,2006-01-04,RBC Capital Markets,12 month,5,outperform,66.000000
33,-0.000000,M,-2147483648,2005-12-22,UBS,Not Provided,5,buy 2,65.000000
34,-0.000000,M,-2147483648,2005-12-16,FBR Capital Markets,Not Provided,5,outperform,59.000000
35,-0.000000,M,-2147483648,2005-12-09,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,67.000000
36,-0.000000,M,-2147483648,2005-11-01,Stanford Group,12 month,3,hold,50.000000
37,-0.000000,R,-2147483648,2005-10-26,Jefferies,12 month,5,buy,60.000000
38,-0.000000,M,-2147483648,2005-10-26,Johnson Rice & Co,Not Provided,5,overweight,-0.000000
39,-0.000000,N,-2147483648,2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.000000
40,-0.000000,M,-2147483648,2005-04-27,Bear Stearns & Co,Not Provided,3,peerperform,-0.000000
41,-0.000000,M,-2147483648,2005-03-21,Goldman Sachs,Not Provided,3,in-line,-0.000000
42,-0.000000,M,-2147483648,2005-03-02,Soleil Securities,Not Provided,5,buy,-0.000000
43,-0.000000,U,-2147483648,2005-02-24,J.P. Morgan,Not Provided,3,neutral,-0.000000
44,-0.000000,M,-2147483648,2003-09-09,Weeden & Co,Not Provided,3,hold,32.000000
45,-0.000000,M,-2147483648,2006-02-27,Johnson Rice & Co,Not Provided,5,overweight,-0.000000
46,-0.000000,M,-2147483648,2006-02-27,Stanford Group,12 month,3,hold,50.000000
47,-0.000000,M,-2147483648,2006-02-24,Morgan Keegan,Not Provided,5,outperform,-0.000000
48,-0.000000,M,-2147483648,2006-02-24,RBC Capital Markets,12 month,5,outperform,54.000000
49,-0.000000,M,-2147483648,2006-02-24,Jefferies,12 month,5,buy,64.000000
50,-0.000000,M,-2147483648,2006-02-24,"Capital One Securities, Inc.",Not Provided,5,buy,74.000000
51,-0.000000,M,-2147483648,2006-02-24,Raymond James,12 month,5,outperform,73.000000
52,-0.000000,R,-2147483648,2006-02-24,FBR Capital Markets,Not Provided,5,outperform,79.000000
53,-0.000000,M,-2147483648,2006-02-24,Fearnley Securities,6 month,5,buy,72.000000
54,-0.000000,R,-2147483648,2006-02-24,Aperion Group LLC,12 month,5,buy,105.000000
55,-0.000000,M,-2147483648,2006-02-24,Barclays,Not Provided,5,overwt/positive,60.000000
56,-0.000000,M,-2147483648,2006-02-24,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,75.000000
57,-0.000000,N,-2147483648,2006-02-01,Scotia Howard Weil Inc,Not Provided,5,buy,65.000000
58,-0.000000,M,-2147483648,2006-01-23,A.G. Edwards & Sons Inc,Not Provided,5,buy,61.000000
59,-0.000000,M,-2147483648,2006-01-19,Morgan Stanley,12 month,3,Equalwt/Attractive,63.000000
60,-0.000000,M,-2147483648,2006-01-18,Credit Suisse,12 month,3,neutral,65.000000
61,-0.000000,D,-2147483648,2006-01-06,EVA Dimensions,Not Provided,1,sell,-0.000000
62,-0.000000,M,-2147483648,2005-12-22,UBS,Not Provided,5,buy 2,65.000000
63,-0.000000,N,-2147483648,2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.000000
64,-0.000000,M,-2147483648,2005-04-27,Bear Stearns & Co,Not Provided,3,peerperform,-0.000000
65,-0.000000,M,-2147483648,2005-03-21,Goldman Sachs,Not Provided,3,in-line,-0.000000
66,-0.000000,M,-2147483648,2005-03-02,Soleil Securities,Not Provided,5,buy,-0.000000
67,-0.000000,U,-2147483648,2005-02-24,J.P. Morgan,Not Provided,3,neutral,-0.000000
68,-0.000000,M,-2147483648,2003-09-09,Weeden & Co,Not Provided,3,hold,32.000000
69,-0.000000,M,-2147483648,2006-03-31,Soleil Securities,Not Provided,5,buy,96.000000
70,-0.000000,M,-2147483648,2006-03-28,Goldman Sachs,Not Provided,3,in-line/attractive,-0.000000
71,-0.000000,M,-2147483648,2006-03-16,Morgan Keegan,Not Provided,5,outperform,-0.000000
72,-0.000000,M,-2147483648,2006-03-16,"Capital One Securities, Inc.",Not Provided,5,buy,74.000000
73,-0.000000,N,-2147483648,2006-03-13,RBC Capital Markets,12 month,3,sector perform,54.000000
74,-0.000000,U,-2147483648,2006-03-09,EVA Dimensions,Not Provided,5,buy,-0.000000
75,-0.000000,U,-2147483648,2006-03-07,J.P. Morgan,Not Provided,5,overweight,-0.000000
76,-0.000000,M,-2147483648,2006-02-27,Johnson Rice & Co,Not Provided,5,overweight,-0.000000
77,-0.000000,M,-2147483648,2006-02-27,Stanford Group,12 month,3,hold,50.000000
78,-0.000000,M,-2147483648,2006-02-24,Jefferies,12 month,5,buy,64.000000
79,-0.000000,M,-2147483648,2006-02-24,Raymond James,12 month,5,outperform,73.000000
80,-0.000000,R,-2147483648,2006-02-24,FBR Capital Markets,Not Provided,5,outperform,79.000000
81,-0.000000,M,-2147483648,2006-02-24,Fearnley Securities,6 month,5,buy,72.000000
82,-0.000000,R,-2147483648,2006-02-24,Aperion Group LLC,12 month,5,buy,105.000000
83,-0.000000,M,-2147483648,2006-02-24,Barclays,Not Provided,5,overwt/positive,60.000000
84,-0.000000,M,-2147483648,2006-02-24,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,75.000000
85,-0.000000,N,-2147483648,2006-02-01,Scotia Howard Weil Inc,Not Provided,5,buy,65.000000
86,-0.000000,M,-2147483648,2006-01-23,A.G. Edwards & Sons Inc,Not Provided,5,buy,61.000000
87,-0.000000,M,-2147483648,2006-01-19,Morgan Stanley,12 month,3,Equalwt/Attractive,63.000000
88,-0.000000,M,-2147483648,2006-01-18,Credit Suisse,12 month,3,neutral,65.000000
89,-0.000000,M,-2147483648,2005-12-22,UBS,Not Provided,5,buy 2,65.000000
90,-0.000000,N,-2147483648,2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.000000
91,-0.000000,M,-2147483648,2005-04-27,Bear Stearns & Co,Not Provided,3,peerperform,-0.000000
92,-0.000000,M,-2147483648,2003-09-09,Weeden & Co,Not Provided,3,hold,32.000000
93,-0.000000,M,-2147483648,2006-05-01,"Capital One Securities, Inc.",Not Provided,5,buy,77.000000
94,-0.000000,M,-2147483648,2006-04-26,RBC Capital Markets,12 month,3,sector perform,76.000000
95,-0.000000,M,-2147483648,2006-04-26,Credit Suisse,12 month,3,neutral,65.000000
96,-0.000000,M,-2147483648,2006-04-26,UBS,Not Provided,5,buy 2,72.000000
97,-0.000000,R,-2147483648,2006-04-26,Jefferies,12 month,5,buy,69.000000
98,-0.000000,M,-2147483648,2006-04-26,Raymond James,12 month,5,outperform,75.000000
99,-0.000000,M,-2147483648,2006-04-26,Johnson Rice & Co,Not Provided,5,overweight,-0.000000
100,-0.000000,M,-2147483648,2006-04-26,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,79.000000
101,-0.000000,M,-2147483648,2006-04-25,Morgan Keegan,Not Provided,5,outperform,-0.000000
102,-0.000000,R,-2147483648,2006-04-25,FBR Capital Markets,Not Provided,5,outperform,82.000000
103,-0.000000,M,-2147483648,2006-04-25,Oppenheimer & Co,12 month,5,buy,65.000000
104,-0.000000,M,-2147483648,2006-04-25,Fearnley Securities,Not Provided,5,buy,72.000000
105,-0.000000,M,-2147483648,2006-04-25,Stanford Group,12 month,3,hold,60.000000
106,-0.000000,R,-2147483648,2006-04-25,Aperion Group LLC,12 month,5,buy,115.500000
107,-0.000000,M,-2147483648,2006-03-31,Soleil Securities,Not Provided,5,buy,96.000000
108,-0.000000,M,-2147483648,2006-03-28,Goldman Sachs,Not Provided,3,in-line/attractive,-0.000000
109,-0.000000,U,-2147483648,2006-03-09,EVA Dimensions,Not Provided,5,buy,-0.000000
110,-0.000000,U,-2147483648,2006-03-07,J.P. Morgan,Not Provided,5,overweight,-0.000000
111,-0.000000,M,-2147483648,2006-02-24,Barclays,Not Provided,5,overwt/positive,60.000000
112,-0.000000,N,-2147483648,2006-02-01,Scotia Howard Weil Inc,Not Provided,5,buy,65.000000
113,-0.000000,M,-2147483648,2006-01-23,A.G. Edwards & Sons Inc,Not Provided,5,buy,61.000000
114,-0.000000,M,-2147483648,2006-01-19,Morgan Stanley,12 month,3,Equalwt/Attractive,63.000000
115,-0.000000,N,-2147483648,2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.000000
116,-0.000000,M,-2147483648,2005-04-27,Bear Stearns & Co,Not Provided,3,peerperform,-0.000000
117,-0.000000,M,-2147483648,2003-09-09,Weeden & Co,Not Provided,3,hold,32.000000
118,-0.000000,M,-2147483648,2006-06-01,Bernstein,Not Provided,3,market perform,36.000000
119,-0.000000,M,-2147483648,2006-05-30,"Capital One Securities, Inc.",Not Provided,5,buy,77.000000
