,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,N,-2147483648,2015-12-01,SunTrust Robinson Humphrey,12 month,3,neutral,35.0,0.0
1,1,-0.0,M,-2147483648,2015-12-01,Spin-Off Research,Not Provided,3,neutral,34.0,1.0
2,2,-0.0,N,-2147483648,2015-12-01,Wells Fargo Securities,Not Provided,5,outperform,-0.0,2.0
3,3,-0.0,M,-2147483648,2015-11-30,Cowen,12 month,5,outperform,37.0,3.0
4,4,-0.0,M,-2147483648,2015-11-24,WhiteSand Research LLC,12 month,3,hold,34.0,4.0
5,5,-0.0,M,-2147483648,2015-12-30,Cowen,12 month,5,outperform,37.0,5.0
6,6,-0.0,M,-2147483648,2015-12-22,Wells Fargo Securities,Not Provided,5,outperform,-0.0,6.0
7,7,-0.0,M,-2147483648,2015-12-14,SunTrust Robinson Humphrey,Not Provided,3,neutral,35.0,7.0
8,8,-0.0,N,-2147483648,2015-12-10,Raymond James,12 month,5,outperform,35.0,8.0
9,9,-0.0,N,-2147483648,2015-12-07,EVA Dimensions,Not Provided,5,buy,-0.0,9.0
10,10,-0.0,M,-2147483648,2015-12-01,Spin-Off Research,Not Provided,3,neutral,34.0,10.0
11,11,-0.0,M,-2147483648,2015-11-24,WhiteSand Research LLC,12 month,3,hold,34.0,11.0
12,12,-0.0,M,-2147483648,2016-02-01,RBC Capital Markets,12 month,5,outperform,37.0,12.0
13,13,-0.0,M,-2147483648,2016-01-29,Jefferies,Not Provided,5,buy,35.0,13.0
14,14,-0.0,M,-2147483648,2016-01-29,Wells Fargo Securities,Not Provided,5,outperform,-0.0,14.0
15,15,-0.0,M,-2147483648,2016-01-27,SunTrust Robinson Humphrey,12 month,3,neutral,31.0,15.0
16,16,-0.0,M,-2147483648,2016-01-27,EVA Dimensions,Not Provided,5,buy,-0.0,16.0
17,17,-0.0,M,-2147483648,2016-01-25,Raymond James,12 month,5,outperform,34.0,17.0
18,18,-0.0,M,-2147483648,2016-01-20,Cowen,Not Provided,5,outperform,37.0,18.0
19,19,-0.0,M,-2147483648,2016-01-07,Spin-Off Research,Not Provided,3,neutral,29.0,19.0
20,20,-0.0,M,-2147483648,2015-11-24,WhiteSand Research LLC,12 month,3,hold,34.0,20.0
21,21,-0.0,M,-2147483648,2016-03-01,RBC Capital Markets,12 month,5,outperform,31.0,21.0
22,22,-0.0,M,-2147483648,2016-02-29,Cowen,12 month,5,outperform,37.0,22.0
23,23,-0.0,N,-2147483648,2016-02-23,Stifel,12 month,5,buy,41.0,23.0
24,24,-0.0,M,-2147483648,2016-02-22,SunTrust Robinson Humphrey,12 month,3,neutral,30.0,24.0
