,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,0.0
1,1,-0.0,R,-2147483648,2005-12-09,Canaccord Genuity,12 month,5,buy,3.62,1.0
2,2,-0.0,M,-2147483648,2005-12-05,EVA Dimensions,Not Provided,1,sell,-0.0,2.0
3,3,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,3.0
4,4,-0.0,M,-2147483648,2005-12-05,EVA Dimensions,Not Provided,1,sell,-0.0,4.0
5,5,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,5.0
6,6,-0.0,M,-2147483648,2005-12-05,EVA Dimensions,Not Provided,1,sell,-0.0,6.0
7,7,-0.0,M,-2147483648,2006-03-17,EVA Dimensions,Not Provided,1,sell,-0.0,7.0
8,8,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,8.0
9,9,-0.0,M,-2147483648,2006-03-17,EVA Dimensions,Not Provided,1,sell,-0.0,9.0
10,10,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,10.0
11,11,-0.0,M,-2147483648,2006-05-26,EVA Dimensions,Not Provided,1,sell,-0.0,11.0
12,12,-0.0,N,-2147483648,2006-05-10,Goldman Sachs,Not Provided,5,outperf/neutral,-0.0,12.0
13,13,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,13.0
14,14,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,Not Provided,5,outperf/neutral,10.42,14.0
15,15,-0.0,U,-2147483648,2006-06-02,EVA Dimensions,Not Provided,3,hold,-0.0,15.0
16,16,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,16.0
17,17,-0.0,M,-2147483648,2006-07-11,Goldman Sachs,Not Provided,5,outperf/neutral,10.42,17.0
18,18,-0.0,U,-2147483648,2006-06-02,EVA Dimensions,Not Provided,3,hold,-0.0,18.0
19,19,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,19.0
20,20,-0.0,M,-2147483648,2006-08-25,EVA Dimensions,Not Provided,3,hold,-0.0,20.0
21,21,-0.0,M,-2147483648,2006-08-07,Goldman Sachs,Not Provided,5,outperf/neutral,9.17,21.0
22,22,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,22.0
23,23,-0.0,N,-2147483648,2006-09-21,Canaccord Genuity,12 month,3,hold,5.5,23.0
24,24,-0.0,M,-2147483648,2006-08-25,EVA Dimensions,Not Provided,3,hold,-0.0,24.0
25,25,-0.0,M,-2147483648,2006-08-07,Goldman Sachs,Not Provided,5,outperf/neutral,9.17,25.0
26,26,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,26.0
27,27,-0.0,M,-2147483648,2006-10-19,Canaccord Genuity,12 month,3,hold,5.5,27.0
28,28,-0.0,M,-2147483648,2006-08-25,EVA Dimensions,Not Provided,3,hold,-0.0,28.0
29,29,-0.0,M,-2147483648,2006-08-07,Goldman Sachs,Not Provided,5,outperf/neutral,9.17,29.0
30,30,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,30.0
31,31,-0.0,M,-2147483648,2006-12-01,EVA Dimensions,Not Provided,3,hold,-0.0,31.0
32,32,-0.0,M,-2147483648,2006-11-13,Goldman Sachs,Not Provided,5,Buy/Cautious,7.5,32.0
33,33,-0.0,U,-2147483648,2006-11-13,Canaccord Genuity,Not Provided,5,buy,6.17,33.0
34,34,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,34.0
35,35,-0.0,N,-2147483648,2006-12-20,Stifel,Not Provided,5,buy,7.0,35.0
36,36,-0.0,M,-2147483648,2006-12-14,Canaccord Genuity,Not Provided,5,buy,6.17,36.0
37,37,-0.0,N,-2147483648,2006-12-12,J.P. Morgan,12 month,5,overweight,7.33,37.0
38,38,-0.0,M,-2147483648,2006-12-01,EVA Dimensions,Not Provided,3,hold,-0.0,38.0
39,39,-0.0,M,-2147483648,2006-11-13,Goldman Sachs,Not Provided,5,Buy/Cautious,7.5,39.0
40,40,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,40.0
41,41,-0.0,M,-2147483648,2007-01-22,Stifel,12 month,5,buy,9.67,41.0
42,42,-0.0,M,-2147483648,2007-01-16,Canaccord Genuity,Not Provided,5,buy,7.83,42.0
43,43,-0.0,M,-2147483648,2007-01-05,Stifel,Not Provided,5,buy,7.0,43.0
44,44,-0.0,N,-2147483648,2006-12-12,J.P. Morgan,12 month,5,overweight,7.33,44.0
45,45,-0.0,M,-2147483648,2006-12-01,EVA Dimensions,Not Provided,3,hold,-0.0,45.0
46,46,-0.0,M,-2147483648,2006-11-13,Goldman Sachs,Not Provided,5,Buy/Cautious,7.5,46.0
47,47,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,47.0
48,48,-0.0,M,-2147483648,2007-02-27,Stifel,Not Provided,5,buy,7.67,48.0
49,49,-0.0,M,-2147483648,2007-02-16,Goldman Sachs,Not Provided,3,neutral/neutral,7.67,49.0
50,50,-0.0,D,-2147483648,2007-02-13,J.P. Morgan,Not Provided,3,neutral,-0.0,50.0
51,51,-0.0,M,-2147483648,2007-01-22,Stifel,12 month,5,buy,9.67,51.0
52,52,-0.0,M,-2147483648,2007-01-16,Canaccord Genuity,Not Provided,5,buy,7.83,52.0
53,53,-0.0,M,-2147483648,2006-12-01,EVA Dimensions,Not Provided,3,hold,-0.0,53.0
54,54,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,54.0
55,55,-0.0,U,-2147483648,2007-03-30,J.P. Morgan,Not Provided,5,overweight,-0.0,55.0
56,56,-0.0,M,-2147483648,2007-03-26,Stifel,Not Provided,5,buy,7.67,56.0
57,57,-0.0,M,-2147483648,2007-03-26,Canaccord Genuity,Not Provided,5,buy,7.83,57.0
58,58,-0.0,M,-2147483648,2007-03-12,EVA Dimensions,Not Provided,3,hold,-0.0,58.0
59,59,-0.0,M,-2147483648,2007-02-16,Goldman Sachs,Not Provided,3,neutral/neutral,7.67,59.0
60,60,-0.0,M,-2147483648,2007-01-22,Stifel,12 month,5,buy,9.67,60.0
61,61,-0.0,N,-2147483648,2005-12-19,Longbow Research,Not Provided,5,buy,-0.0,61.0
62,62,-0.0,M,-2147483648,2007-04-30,Stifel,Not Provided,5,buy,7.67,62.0
63,63,-0.0,M,-2147483648,2007-04-23,J.P. Morgan,Not Provided,5,overweight,-0.0,63.0
64,64,-0.0,M,-2147483648,2007-03-26,Canaccord Genuity,Not Provided,5,buy,7.83,64.0
65,65,-0.0,M,-2147483648,2007-02-16,Goldman Sachs,Not Provided,3,neutral/neutral,7.67,65.0
