,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,M,-2147483648,2011-03-01,Needham & Co,12 month,5,buy,32.000000
1,-0.000000,N,-2147483648,2011-01-25,IPOfinancial.com,Not Provided,5,buy,-0.000000
2,-0.000000,M,-2147483648,2011-04-01,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
3,-0.000000,M,-2147483648,2011-03-10,IPOfinancial.com,Not Provided,5,buy,-0.000000
4,-0.000000,N,-2147483648,2011-03-07,Morgan Stanley,12 month,5,Overwt/In-Line,30.000000
5,-0.000000,N,-2147483648,2011-03-07,Goldman Sachs,12 month,5,buy/attractive,32.000000
6,-0.000000,N,-2147483648,2011-03-07,J.P. Morgan,12 month,5,overweight,32.000000
7,-0.000000,N,-2147483648,2011-03-07,William Blair & Co,Not Provided,5,outperform,-0.000000
8,-0.000000,M,-2147483648,2011-03-01,Needham & Co,12 month,5,buy,32.000000
9,-0.000000,M,-2147483648,2011-04-29,Credit Suisse,Not Provided,5,outperform,33.000000
10,-0.000000,M,-2147483648,2011-04-29,J.P. Morgan,9 month,5,overweight,34.000000
11,-0.000000,M,-2147483648,2011-04-29,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
12,-0.000000,M,-2147483648,2011-04-28,Morgan Stanley,12 month,5,Overwt/In-Line,32.000000
13,-0.000000,M,-2147483648,2011-04-28,Goldman Sachs,12 month,5,buy/attractive,34.000000
14,-0.000000,M,-2147483648,2011-04-26,Needham & Co,12 month,5,buy,32.000000
15,-0.000000,M,-2147483648,2011-04-26,William Blair & Co,Not Provided,5,outperform,-0.000000
16,-0.000000,M,-2147483648,2011-03-10,IPOfinancial.com,Not Provided,5,buy,-0.000000
17,-0.000000,M,-2147483648,2011-05-25,Morgan Stanley,12 month,5,Overwt/In-Line,35.000000
18,-0.000000,D,-2147483648,2011-05-17,Goldman Sachs,12 month,3,neutral/attractive,34.000000
19,-0.000000,M,-2147483648,2011-05-16,J.P. Morgan,9 month,5,overweight,34.000000
20,-0.000000,M,-2147483648,2011-05-13,IPOfinancial.com,Not Provided,5,buy,-0.000000
21,-0.000000,M,-2147483648,2011-05-13,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
22,-0.000000,M,-2147483648,2011-05-02,William Blair & Co,Not Provided,5,outperform,-0.000000
23,-0.000000,M,-2147483648,2011-04-29,Credit Suisse,Not Provided,5,outperform,33.000000
24,-0.000000,M,-2147483648,2011-04-26,Needham & Co,12 month,5,buy,32.000000
25,-0.000000,M,-2147483648,2011-06-17,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
26,-0.000000,M,-2147483648,2011-06-16,William Blair & Co,Not Provided,5,outperform,-0.000000
27,-0.000000,M,-2147483648,2011-06-14,J.P. Morgan,9 month,5,overweight,34.000000
28,-0.000000,M,-2147483648,2011-05-25,Morgan Stanley,12 month,5,Overwt/In-Line,35.000000
29,-0.000000,D,-2147483648,2011-05-17,Goldman Sachs,12 month,3,neutral/attractive,34.000000
30,-0.000000,M,-2147483648,2011-05-13,IPOfinancial.com,Not Provided,5,buy,-0.000000
31,-0.000000,M,-2147483648,2011-04-29,Credit Suisse,Not Provided,5,outperform,33.000000
32,-0.000000,M,-2147483648,2011-04-26,Needham & Co,12 month,5,buy,32.000000
33,-0.000000,M,-2147483648,2011-08-01,Credit Suisse,Not Provided,-2147483648,restricted,-0.000000
