,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,N,-2147483648,2005-12-29,Soleil Securities,Not Provided,3,hold,8.0
1,1,1,-0.0,D,-2147483648,2005-12-13,EVA Dimensions,Not Provided,1,strong sell,-0.0
2,2,2,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,2,reduce,-0.0
3,3,3,-0.0,M,-2147483648,2005-12-02,Credit Suisse,12 month,5,outperform,9.0
4,4,4,-0.0,M,-2147483648,2005-12-02,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
5,5,5,-0.0,M,-2147483648,2005-12-02,Pacific Crest Securities,Not Provided,1,underperform,-0.0
6,6,6,-0.0,M,-2147483648,2005-12-02,Baird,Not Provided,3,neutral,8.0
7,7,7,-0.0,M,-2147483648,2005-12-02,Wells Fargo Securities,Not Provided,3,market perform,-0.0
8,8,8,-0.0,R,-2147483648,2005-12-02,M.S. Howells & Co,Not Provided,5,buy,9.5
9,9,9,-0.0,M,-2147483648,2005-12-02,Susquehanna Financial,Not Provided,2,negative,-0.0
10,10,10,-0.0,M,-2147483648,2005-12-02,Prudential Equity Group Inc,12 month,1,underweight,7.0
11,11,11,-0.0,R,-2147483648,2005-11-02,Jefferies,12 month,3,hold,6.5
12,12,12,-0.0,D,-2147483648,2005-10-14,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
13,13,13,-0.0,M,-2147483648,2005-08-26,JMP Securities,Not Provided,4,market outperform,8.0
14,14,14,-0.0,M,-2147483648,2005-08-25,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
15,15,15,-0.0,N,-2147483648,2005-05-19,CIBC World Markets,Not Provided,3,sector perform,-0.0
16,16,16,-0.0,U,-2147483648,2006-01-30,Pacific Crest Securities,Not Provided,3,sector perform,-0.0
17,17,17,-0.0,M,-2147483648,2006-01-06,Credit Suisse,12 month,5,outperform,12.0
18,18,18,-0.0,M,-2147483648,2006-01-06,Soleil Securities,Not Provided,3,hold,8.0
19,19,19,-0.0,D,-2147483648,2005-12-13,EVA Dimensions,Not Provided,1,strong sell,-0.0
20,20,20,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,2,reduce,-0.0
21,21,21,-0.0,M,-2147483648,2005-12-02,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
22,22,22,-0.0,M,-2147483648,2005-12-02,Baird,Not Provided,3,neutral,8.0
23,23,23,-0.0,M,-2147483648,2005-12-02,Wells Fargo Securities,Not Provided,3,market perform,-0.0
24,24,24,-0.0,R,-2147483648,2005-12-02,M.S. Howells & Co,Not Provided,5,buy,9.5
25,25,25,-0.0,M,-2147483648,2005-12-02,Susquehanna Financial,Not Provided,2,negative,-0.0
26,26,26,-0.0,M,-2147483648,2005-12-02,Prudential Equity Group Inc,12 month,1,underweight,7.0
27,27,27,-0.0,R,-2147483648,2005-11-02,Jefferies,12 month,3,hold,6.5
28,28,28,-0.0,D,-2147483648,2005-10-14,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
29,29,29,-0.0,M,-2147483648,2005-08-26,JMP Securities,Not Provided,4,market outperform,8.0
30,30,30,-0.0,M,-2147483648,2005-08-25,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
31,31,31,-0.0,N,-2147483648,2005-05-19,CIBC World Markets,Not Provided,3,sector perform,-0.0
32,32,32,-0.0,U,-2147483648,2006-01-30,Pacific Crest Securities,Not Provided,3,sector perform,-0.0
33,33,33,-0.0,M,-2147483648,2006-01-06,Credit Suisse,12 month,5,outperform,12.0
34,34,34,-0.0,M,-2147483648,2006-01-06,Soleil Securities,Not Provided,3,hold,8.0
35,35,35,-0.0,D,-2147483648,2005-12-13,EVA Dimensions,Not Provided,1,strong sell,-0.0
36,36,36,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,2,reduce,-0.0
37,37,37,-0.0,M,-2147483648,2005-12-02,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
38,38,38,-0.0,M,-2147483648,2005-12-02,Baird,Not Provided,3,neutral,8.0
39,39,39,-0.0,M,-2147483648,2005-12-02,Wells Fargo Securities,Not Provided,3,market perform,-0.0
40,40,40,-0.0,R,-2147483648,2005-12-02,M.S. Howells & Co,Not Provided,5,buy,9.5
41,41,41,-0.0,M,-2147483648,2005-12-02,Susquehanna Financial,Not Provided,2,negative,-0.0
42,42,42,-0.0,M,-2147483648,2005-12-02,Prudential Equity Group Inc,12 month,1,underweight,7.0
43,43,43,-0.0,R,-2147483648,2005-11-02,Jefferies,12 month,3,hold,6.5
44,44,44,-0.0,D,-2147483648,2005-10-14,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
45,45,45,-0.0,M,-2147483648,2005-08-25,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
46,46,46,-0.0,N,-2147483648,2005-05-19,CIBC World Markets,Not Provided,3,sector perform,-0.0
47,47,47,-0.0,N,-2147483648,2006-03-31,Rochdale Securities,12 month,5,buy,11.0
48,48,48,-0.0,M,-2147483648,2006-03-22,Soleil Securities,Not Provided,3,hold,7.5
49,49,49,-0.0,M,-2147483648,2006-03-21,Credit Suisse,12 month,5,outperform,12.0
50,50,50,-0.0,R,-2147483648,2006-03-10,Jefferies,12 month,3,hold,7.0
51,51,51,-0.0,U,-2147483648,2006-03-07,EVA Dimensions,Not Provided,1,sell,-0.0
52,52,52,-0.0,M,-2147483648,2006-03-03,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
53,53,53,-0.0,M,-2147483648,2006-03-03,Pacific Crest Securities,Not Provided,3,sector perform,-0.0
54,54,54,-0.0,D,-2147483648,2006-03-03,Baird,Not Provided,1,underperform,8.0
55,55,55,-0.0,M,-2147483648,2006-03-03,CIBC World Markets,Not Provided,3,sector perform,-0.0
56,56,56,-0.0,M,-2147483648,2006-03-03,Wells Fargo Securities,Not Provided,3,market perform,-0.0
57,57,57,-0.0,M,-2147483648,2006-03-03,M.S. Howells & Co,Not Provided,5,buy,9.5
58,58,58,-0.0,M,-2147483648,2006-03-03,Susquehanna Financial,Not Provided,2,negative,-0.0
59,59,59,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,2,reduce,-0.0
60,60,60,-0.0,D,-2147483648,2005-10-14,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
61,61,61,-0.0,M,-2147483648,2005-08-25,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
62,62,62,-0.0,U,-2147483648,2006-04-27,Jefferies,Not Provided,5,buy,10.0
63,63,63,-0.0,M,-2147483648,2006-04-19,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
64,64,64,-0.0,N,-2147483648,2006-03-31,Rochdale Securities,12 month,5,buy,11.0
65,65,65,-0.0,M,-2147483648,2006-03-22,Soleil Securities,Not Provided,3,hold,7.5
66,66,66,-0.0,M,-2147483648,2006-03-21,Credit Suisse,12 month,5,outperform,12.0
67,67,67,-0.0,U,-2147483648,2006-03-07,EVA Dimensions,Not Provided,1,sell,-0.0
68,68,68,-0.0,M,-2147483648,2006-03-03,Pacific Crest Securities,Not Provided,3,sector perform,-0.0
69,69,69,-0.0,D,-2147483648,2006-03-03,Baird,Not Provided,1,underperform,8.0
70,70,70,-0.0,M,-2147483648,2006-03-03,CIBC World Markets,Not Provided,3,sector perform,-0.0
71,71,71,-0.0,M,-2147483648,2006-03-03,M.S. Howells & Co,Not Provided,5,buy,9.5
72,72,72,-0.0,M,-2147483648,2006-03-03,Susquehanna Financial,Not Provided,2,negative,-0.0
73,73,73,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,2,reduce,-0.0
74,74,74,-0.0,D,-2147483648,2005-10-14,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
75,75,75,-0.0,M,-2147483648,2005-08-25,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
76,76,76,-0.0,D,-2147483648,2006-06-01,Credit Suisse,12 month,3,neutral,8.0
77,77,77,-0.0,M,-2147483648,2006-06-01,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
78,78,78,-0.0,R,-2147483648,2006-06-01,Jefferies,Not Provided,5,buy,9.0
79,79,79,-0.0,M,-2147483648,2006-06-01,Pacific Crest Securities,Not Provided,3,sector perform,-0.0
80,80,80,-0.0,M,-2147483648,2006-06-01,M.S. Howells & Co,Not Provided,5,buy,9.5
81,81,81,-0.0,M,-2147483648,2006-06-01,Susquehanna Financial,Not Provided,2,negative,-0.0
82,82,82,-0.0,M,-2147483648,2006-06-01,Soleil Securities,Not Provided,3,hold,7.0
83,83,83,-0.0,N,-2147483648,2006-03-31,Rochdale Securities,12 month,5,buy,11.0
84,84,84,-0.0,U,-2147483648,2006-03-07,EVA Dimensions,Not Provided,1,sell,-0.0
85,85,85,-0.0,D,-2147483648,2006-03-03,Baird,Not Provided,1,underperform,8.0
86,86,86,-0.0,M,-2147483648,2006-03-03,CIBC World Markets,Not Provided,3,sector perform,-0.0
87,87,87,-0.0,M,-2147483648,2005-12-12,Davenport & Co,Not Provided,2,reduce,-0.0
88,88,88,-0.0,M,-2147483648,2005-08-25,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
89,89,89,-0.0,R,-2147483648,2006-06-27,Jefferies,Not Provided,5,buy,9.0
90,90,90,-0.0,M,-2147483648,2006-06-22,Credit Suisse,12 month,3,neutral,8.0
91,91,91,-0.0,M,-2147483648,2006-06-22,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
92,92,92,-0.0,U,-2147483648,2006-06-22,Davenport & Co,Not Provided,3,neutral,-0.0
93,93,93,-0.0,M,-2147483648,2006-06-22,JMP Securities,Not Provided,3,market perform,-0.0
94,94,94,-0.0,U,-2147483648,2006-06-05,EVA Dimensions,Not Provided,3,hold,-0.0
95,95,95,-0.0,M,-2147483648,2006-06-01,Pacific Crest Securities,Not Provided,3,sector perform,-0.0
96,96,96,-0.0,M,-2147483648,2006-06-01,M.S. Howells & Co,Not Provided,5,buy,9.5
97,97,97,-0.0,M,-2147483648,2006-06-01,Susquehanna Financial,Not Provided,2,negative,-0.0
98,98,98,-0.0,M,-2147483648,2006-06-01,Soleil Securities,Not Provided,3,hold,7.0
99,99,99,-0.0,N,-2147483648,2006-03-31,Rochdale Securities,12 month,5,buy,11.0
100,100,100,-0.0,M,-2147483648,2006-03-03,CIBC World Markets,Not Provided,3,sector perform,-0.0
101,101,101,-0.0,M,-2147483648,2005-08-25,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
102,102,102,-0.0,M,-2147483648,2006-07-27,Pacific Crest Securities,Not Provided,3,sector perform,-0.0
103,103,103,-0.0,M,-2147483648,2006-07-17,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
104,104,104,-0.0,R,-2147483648,2006-06-27,Jefferies,Not Provided,5,buy,9.0
105,105,105,-0.0,M,-2147483648,2006-06-22,Credit Suisse,12 month,3,neutral,8.0
106,106,106,-0.0,U,-2147483648,2006-06-22,Davenport & Co,Not Provided,3,neutral,-0.0
107,107,107,-0.0,M,-2147483648,2006-06-22,JMP Securities,Not Provided,3,market perform,-0.0
108,108,108,-0.0,U,-2147483648,2006-06-05,EVA Dimensions,Not Provided,3,hold,-0.0
109,109,109,-0.0,M,-2147483648,2006-06-01,M.S. Howells & Co,Not Provided,5,buy,9.5
110,110,110,-0.0,M,-2147483648,2006-06-01,Susquehanna Financial,Not Provided,2,negative,-0.0
111,111,111,-0.0,M,-2147483648,2006-06-01,Soleil Securities,Not Provided,3,hold,7.0
112,112,112,-0.0,N,-2147483648,2006-03-31,Rochdale Securities,12 month,5,buy,11.0
113,113,113,-0.0,M,-2147483648,2006-03-03,CIBC World Markets,Not Provided,3,sector perform,-0.0
114,114,114,-0.0,M,-2147483648,2005-08-25,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
115,115,115,-0.0,M,-2147483648,2006-08-30,Credit Suisse,12 month,3,neutral,8.0
116,116,116,-0.0,M,-2147483648,2006-08-30,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
117,117,117,-0.0,M,-2147483648,2006-08-30,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
118,118,118,-0.0,R,-2147483648,2006-08-30,Jefferies,Not Provided,5,buy,8.0
119,119,119,-0.0,M,-2147483648,2006-08-30,Pacific Crest Securities,Not Provided,3,sector perform,-0.0
120,120,120,-0.0,M,-2147483648,2006-08-30,JMP Securities,Not Provided,3,market perform,-0.0
121,121,121,-0.0,M,-2147483648,2006-08-30,M.S. Howells & Co,Not Provided,5,buy,8.5
122,122,122,-0.0,M,-2147483648,2006-08-30,Susquehanna Financial,Not Provided,2,negative,-0.0
123,123,123,-0.0,U,-2147483648,2006-06-22,Davenport & Co,Not Provided,3,neutral,-0.0
124,124,124,-0.0,U,-2147483648,2006-06-05,EVA Dimensions,Not Provided,3,hold,-0.0
125,125,125,-0.0,M,-2147483648,2006-06-01,Soleil Securities,Not Provided,3,hold,7.0
126,126,126,-0.0,N,-2147483648,2006-03-31,Rochdale Securities,12 month,5,buy,11.0
127,127,127,-0.0,M,-2147483648,2006-03-03,CIBC World Markets,Not Provided,3,sector perform,-0.0
128,128,128,-0.0,N,-2147483648,2006-09-28,J.P. Morgan,Not Provided,5,overweight,-0.0
129,129,129,-0.0,M,-2147483648,2006-09-11,EVA Dimensions,Not Provided,3,hold,-0.0
130,130,130,-0.0,M,-2147483648,2006-09-08,Soleil Securities,Not Provided,3,hold,7.0
131,131,131,-0.0,M,-2147483648,2006-08-30,Credit Suisse,12 month,3,neutral,8.0
132,132,132,-0.0,M,-2147483648,2006-08-30,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
133,133,133,-0.0,M,-2147483648,2006-08-30,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
134,134,134,-0.0,R,-2147483648,2006-08-30,Jefferies,Not Provided,5,buy,8.0
135,135,135,-0.0,M,-2147483648,2006-08-30,Pacific Crest Securities,Not Provided,3,sector perform,-0.0
136,136,136,-0.0,M,-2147483648,2006-08-30,JMP Securities,Not Provided,3,market perform,-0.0
137,137,137,-0.0,M,-2147483648,2006-08-30,M.S. Howells & Co,Not Provided,5,buy,8.5
138,138,138,-0.0,M,-2147483648,2006-08-30,Susquehanna Financial,Not Provided,2,negative,-0.0
139,139,139,-0.0,U,-2147483648,2006-06-22,Davenport & Co,Not Provided,3,neutral,-0.0
140,140,140,-0.0,N,-2147483648,2006-03-31,Rochdale Securities,12 month,5,buy,11.0
141,141,141,-0.0,M,-2147483648,2006-03-03,CIBC World Markets,Not Provided,3,sector perform,-0.0
142,142,142,-0.0,N,-2147483648,2006-10-18,Piper Jaffray,Not Provided,3,market perform,6.0
143,143,143,-0.0,M,-2147483648,2006-10-09,JMP Securities,Not Provided,3,market perform,-0.0
144,144,144,-0.0,N,-2147483648,2006-09-28,J.P. Morgan,Not Provided,5,overweight,-0.0
145,145,145,-0.0,M,-2147483648,2006-09-11,EVA Dimensions,Not Provided,3,hold,-0.0
146,146,146,-0.0,M,-2147483648,2006-09-08,Soleil Securities,Not Provided,3,hold,7.0
147,147,147,-0.0,M,-2147483648,2006-08-30,Credit Suisse,12 month,3,neutral,8.0
148,148,148,-0.0,M,-2147483648,2006-08-30,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
149,149,149,-0.0,M,-2147483648,2006-08-30,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
150,150,150,-0.0,R,-2147483648,2006-08-30,Jefferies,Not Provided,5,buy,8.0
151,151,151,-0.0,M,-2147483648,2006-08-30,Pacific Crest Securities,Not Provided,3,sector perform,-0.0
152,152,152,-0.0,M,-2147483648,2006-08-30,M.S. Howells & Co,Not Provided,5,buy,8.5
153,153,153,-0.0,M,-2147483648,2006-08-30,Susquehanna Financial,Not Provided,2,negative,-0.0
154,154,154,-0.0,U,-2147483648,2006-06-22,Davenport & Co,Not Provided,3,neutral,-0.0
155,155,155,-0.0,N,-2147483648,2006-03-31,Rochdale Securities,12 month,5,buy,11.0
156,156,156,-0.0,M,-2147483648,2006-03-03,CIBC World Markets,Not Provided,3,sector perform,-0.0
157,157,157,-0.0,D,-2147483648,2006-11-20,Credit Suisse,12 month,1,underperform,6.0
158,158,158,-0.0,R,-2147483648,2006-11-08,Jefferies,Not Provided,5,buy,8.0
159,159,159,-0.0,M,-2147483648,2006-11-08,JMP Securities,Not Provided,3,market perform,-0.0
160,160,160,-0.0,M,-2147483648,2006-11-08,Soleil Securities,Not Provided,3,hold,7.5
161,161,161,-0.0,M,-2147483648,2006-11-06,EVA Dimensions,Not Provided,3,hold,-0.0
162,162,162,-0.0,M,-2147483648,2006-11-03,SunTrust Robinson Humphrey,Not Provided,3,neutral,-0.0
163,163,163,-0.0,M,-2147483648,2006-11-03,J.P. Morgan,Not Provided,5,overweight,-0.0
164,164,164,-0.0,M,-2147483648,2006-11-03,Pacific Crest Securities,Not Provided,3,sector perform,-0.0
165,165,165,-0.0,M,-2147483648,2006-11-03,Susquehanna Financial,Not Provided,2,negative,-0.0
166,166,166,-0.0,N,-2147483648,2006-10-18,Piper Jaffray,Not Provided,3,market perform,6.0
167,167,167,-0.0,M,-2147483648,2006-08-30,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
168,168,168,-0.0,M,-2147483648,2006-08-30,M.S. Howells & Co,Not Provided,5,buy,8.5
169,169,169,-0.0,U,-2147483648,2006-06-22,Davenport & Co,Not Provided,3,neutral,-0.0
170,170,170,-0.0,N,-2147483648,2006-03-31,Rochdale Securities,12 month,5,buy,11.0
171,171,171,-0.0,M,-2147483648,2006-03-03,CIBC World Markets,Not Provided,3,sector perform,-0.0
