,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,M,-2147483648,2005-12-23,Thomas Weisel Partners,Not Provided,1,underperform,-0.0
1,1,1,-0.0,M,-2147483648,2005-12-08,Prudential Equity Group Inc,Not Provided,1,underweight,33.0
2,2,2,-0.0,M,-2147483648,2005-11-14,Credit Suisse,12 month,3,neutral,34.0
3,3,3,-0.0,U,-2147483648,2005-10-28,UBS,Not Provided,3,neutral 2,33.0
4,4,4,-0.0,M,-2147483648,2005-10-21,Lehman Brothers,Not Provided,5,overwt/negative,41.0
5,5,5,-0.0,M,-2147483648,2005-10-12,Goldman Sachs,Not Provided,1,underperform,-0.0
6,6,6,-0.0,M,-2147483648,2005-09-20,J.P. Morgan,Not Provided,5,overweight,-0.0
7,7,7,-0.0,M,-2147483648,2005-09-08,EVA Dimensions,Not Provided,1,strong sell,-0.0
8,8,8,-0.0,U,-2147483648,2005-07-22,Argus Research Corp,Not Provided,5,buy,-0.0
9,9,9,-0.0,M,-2147483648,2005-07-15,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
10,10,10,-0.0,M,-2147483648,2006-01-27,GARP Research,Not Provided,5,buy,-0.0
11,11,11,-0.0,M,-2147483648,2006-01-26,Prudential Equity Group Inc,Not Provided,1,underweight,35.0
12,12,12,-0.0,M,-2147483648,2006-01-23,EVA Dimensions,Not Provided,1,strong sell,-0.0
13,13,13,-0.0,U,-2147483648,2006-01-17,Goldman Sachs,Not Provided,3,in-line/cautious,-0.0
14,14,14,-0.0,M,-2147483648,2006-01-04,Lehman Brothers,Not Provided,5,overwt/negative,43.0
15,15,15,-0.0,M,-2147483648,2006-01-04,Credit Suisse,12 month,3,neutral,36.0
16,16,16,-0.0,M,-2147483648,2006-01-04,UBS,Not Provided,3,neutral 2,38.0
17,17,17,-0.0,M,-2147483648,2006-01-04,Thomas Weisel Partners,Not Provided,1,underperform,-0.0
18,18,18,-0.0,M,-2147483648,2005-09-20,J.P. Morgan,Not Provided,5,overweight,-0.0
19,19,19,-0.0,U,-2147483648,2005-07-22,Argus Research Corp,Not Provided,5,buy,-0.0
20,20,20,-0.0,M,-2147483648,2005-07-15,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
21,21,21,-0.0,M,-2147483648,2006-02-23,Goldman Sachs,Not Provided,3,in-line/cautious,-0.0
22,22,22,-0.0,M,-2147483648,2006-02-23,Thomas Weisel Partners,Not Provided,1,underperform,-0.0
23,23,23,-0.0,M,-2147483648,2006-02-06,Prudential Equity Group Inc,Not Provided,1,underweight,40.0
24,24,24,-0.0,M,-2147483648,2006-01-27,GARP Research,Not Provided,5,buy,-0.0
25,25,25,-0.0,M,-2147483648,2006-01-23,EVA Dimensions,Not Provided,1,strong sell,-0.0
26,26,26,-0.0,M,-2147483648,2006-01-04,Lehman Brothers,Not Provided,5,overwt/negative,43.0
27,27,27,-0.0,M,-2147483648,2006-01-04,Credit Suisse,12 month,3,neutral,36.0
28,28,28,-0.0,M,-2147483648,2006-01-04,UBS,Not Provided,3,neutral 2,38.0
29,29,29,-0.0,M,-2147483648,2005-09-20,J.P. Morgan,Not Provided,5,overweight,-0.0
30,30,30,-0.0,U,-2147483648,2005-07-22,Argus Research Corp,Not Provided,5,buy,-0.0
31,31,31,-0.0,M,-2147483648,2005-07-15,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
32,32,32,-0.0,M,-2147483648,2006-03-22,Prudential Equity Group Inc,Not Provided,1,underweight,35.0
33,33,33,-0.0,M,-2147483648,2006-03-21,UBS,Not Provided,3,neutral 2,40.0
34,34,34,-0.0,M,-2147483648,2006-03-13,Goldman Sachs,Not Provided,3,in-line/cautious,-0.0
35,35,35,-0.0,M,-2147483648,2006-02-23,Thomas Weisel Partners,Not Provided,1,underperform,-0.0
36,36,36,-0.0,M,-2147483648,2006-01-27,GARP Research,Not Provided,5,buy,-0.0
37,37,37,-0.0,M,-2147483648,2006-01-23,EVA Dimensions,Not Provided,1,strong sell,-0.0
38,38,38,-0.0,M,-2147483648,2006-01-04,Lehman Brothers,Not Provided,5,overwt/negative,43.0
39,39,39,-0.0,M,-2147483648,2006-01-04,Credit Suisse,12 month,3,neutral,36.0
40,40,40,-0.0,M,-2147483648,2005-09-20,J.P. Morgan,Not Provided,5,overweight,-0.0
41,41,41,-0.0,U,-2147483648,2005-07-22,Argus Research Corp,Not Provided,5,buy,-0.0
42,42,42,-0.0,M,-2147483648,2005-07-15,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
43,43,43,-0.0,M,-2147483648,2006-05-01,Credit Suisse,12 month,5,outperform,45.0
44,44,44,-0.0,M,-2147483648,2006-04-24,EVA Dimensions,Not Provided,1,strong sell,-0.0
45,45,45,-0.0,M,-2147483648,2006-04-19,Lehman Brothers,Not Provided,5,overwt/negative,41.0
46,46,46,-0.0,M,-2147483648,2006-04-19,Prudential Equity Group Inc,Not Provided,1,underweight,33.0
47,47,47,-0.0,M,-2147483648,2006-03-21,UBS,Not Provided,3,neutral 2,40.0
48,48,48,-0.0,M,-2147483648,2006-03-13,Goldman Sachs,Not Provided,3,in-line/cautious,-0.0
49,49,49,-0.0,M,-2147483648,2006-02-23,Thomas Weisel Partners,Not Provided,1,underperform,-0.0
50,50,50,-0.0,M,-2147483648,2006-01-27,GARP Research,Not Provided,5,buy,-0.0
51,51,51,-0.0,M,-2147483648,2005-09-20,J.P. Morgan,Not Provided,5,overweight,-0.0
52,52,52,-0.0,U,-2147483648,2005-07-22,Argus Research Corp,Not Provided,5,buy,-0.0
53,53,53,-0.0,M,-2147483648,2005-07-15,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
54,54,54,-0.0,M,-2147483648,2006-06-01,Credit Suisse,12 month,5,outperform,45.0
55,55,55,-0.0,M,-2147483648,2006-05-03,J.P. Morgan,Not Provided,5,overweight,-0.0
56,56,56,-0.0,M,-2147483648,2006-05-02,UBS,Not Provided,3,neutral 2,38.0
57,57,57,-0.0,M,-2147483648,2006-04-24,EVA Dimensions,Not Provided,1,strong sell,-0.0
58,58,58,-0.0,M,-2147483648,2006-04-19,Lehman Brothers,Not Provided,5,overwt/negative,41.0
59,59,59,-0.0,M,-2147483648,2006-04-19,Prudential Equity Group Inc,Not Provided,1,underweight,33.0
60,60,60,-0.0,M,-2147483648,2006-03-13,Goldman Sachs,Not Provided,3,in-line/cautious,-0.0
61,61,61,-0.0,M,-2147483648,2006-02-23,Thomas Weisel Partners,Not Provided,1,underperform,-0.0
62,62,62,-0.0,M,-2147483648,2006-01-27,GARP Research,Not Provided,5,buy,-0.0
63,63,63,-0.0,U,-2147483648,2005-07-22,Argus Research Corp,Not Provided,5,buy,-0.0
64,64,64,-0.0,M,-2147483648,2005-07-15,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
65,65,65,-0.0,M,-2147483648,2006-06-30,Credit Suisse,12 month,5,outperform,45.0
66,66,66,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,1,underperf/cautious,32.66
67,67,67,-0.0,M,-2147483648,2006-06-23,Benchmark Company LLC,Not Provided,5,buy,39.0
68,68,68,-0.0,M,-2147483648,2006-06-21,Prudential Equity Group Inc,Not Provided,1,underweight,33.0
69,69,69,-0.0,M,-2147483648,2006-06-06,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
70,70,70,-0.0,M,-2147483648,2006-05-03,J.P. Morgan,Not Provided,5,overweight,-0.0
71,71,71,-0.0,M,-2147483648,2006-05-02,UBS,Not Provided,3,neutral 2,38.0
72,72,72,-0.0,M,-2147483648,2006-04-24,EVA Dimensions,Not Provided,1,strong sell,-0.0
73,73,73,-0.0,M,-2147483648,2006-04-19,Lehman Brothers,Not Provided,5,overwt/negative,41.0
74,74,74,-0.0,M,-2147483648,2006-02-23,Thomas Weisel Partners,Not Provided,1,underperform,-0.0
75,75,75,-0.0,M,-2147483648,2006-01-27,GARP Research,Not Provided,5,buy,-0.0
76,76,76,-0.0,U,-2147483648,2005-07-22,Argus Research Corp,Not Provided,5,buy,-0.0
77,77,77,-0.0,M,-2147483648,2006-08-01,Credit Suisse,12 month,5,outperform,45.0
78,78,78,-0.0,M,-2147483648,2006-07-21,Lehman Brothers,Not Provided,5,overwt/negative,40.0
79,79,79,-0.0,M,-2147483648,2006-07-21,Thomas Weisel Partners,Not Provided,1,underperform,-0.0
80,80,80,-0.0,M,-2147483648,2006-07-21,GARP Research,Not Provided,5,buy,-0.0
81,81,81,-0.0,M,-2147483648,2006-07-21,Prudential Equity Group Inc,Not Provided,1,underweight,38.0
82,82,82,-0.0,M,-2147483648,2006-07-21,Benchmark Company LLC,Not Provided,5,buy,39.0
83,83,83,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,1,underperf/cautious,32.66
84,84,84,-0.0,M,-2147483648,2006-06-06,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
85,85,85,-0.0,M,-2147483648,2006-05-03,J.P. Morgan,Not Provided,5,overweight,-0.0
86,86,86,-0.0,M,-2147483648,2006-05-02,UBS,Not Provided,3,neutral 2,38.0
87,87,87,-0.0,M,-2147483648,2006-04-24,EVA Dimensions,Not Provided,1,strong sell,-0.0
88,88,88,-0.0,U,-2147483648,2005-07-22,Argus Research Corp,Not Provided,5,buy,-0.0
89,89,89,-0.0,M,-2147483648,2006-09-01,Credit Suisse,12 month,5,outperform,45.0
90,90,90,-0.0,M,-2147483648,2006-08-31,Wells Fargo Securities,Not Provided,5,outperform,-0.0
91,91,91,-0.0,N,-2147483648,2006-08-30,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
92,92,92,-0.0,M,-2147483648,2006-08-30,Prudential Equity Group Inc,Not Provided,1,underweight,38.0
93,93,93,-0.0,M,-2147483648,2006-08-11,Benchmark Company LLC,Not Provided,5,buy,39.0
94,94,94,-0.0,M,-2147483648,2006-08-09,EVA Dimensions,Not Provided,1,strong sell,-0.0
95,95,95,-0.0,M,-2147483648,2006-07-21,Lehman Brothers,Not Provided,5,overwt/negative,40.0
96,96,96,-0.0,M,-2147483648,2006-07-21,Thomas Weisel Partners,Not Provided,1,underperform,-0.0
97,97,97,-0.0,M,-2147483648,2006-07-21,GARP Research,Not Provided,5,buy,-0.0
98,98,98,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,1,underperf/cautious,32.66
99,99,99,-0.0,M,-2147483648,2006-05-03,J.P. Morgan,Not Provided,5,overweight,-0.0
100,100,100,-0.0,M,-2147483648,2006-05-02,UBS,Not Provided,3,neutral 2,38.0
101,101,101,-0.0,U,-2147483648,2005-07-22,Argus Research Corp,Not Provided,5,buy,-0.0
102,102,102,-0.0,M,-2147483648,2006-09-29,Benchmark Company LLC,Not Provided,5,buy,36.0
103,103,103,-0.0,M,-2147483648,2006-09-22,Wells Fargo Securities,Not Provided,5,outperform,-0.0
104,104,104,-0.0,M,-2147483648,2006-09-20,UBS,Not Provided,3,neutral 2,38.0
105,105,105,-0.0,M,-2147483648,2006-09-19,Goldman Sachs,12 month,1,Sell/Cautious,32.5
106,106,106,-0.0,M,-2147483648,2006-09-19,Credit Suisse,12 month,5,outperform,45.0
107,107,107,-0.0,M,-2147483648,2006-09-19,Thomas Weisel Partners,Not Provided,1,underperform,-0.0
108,108,108,-0.0,M,-2147483648,2006-09-19,Prudential Equity Group Inc,Not Provided,1,underweight,36.0
109,109,109,-0.0,M,-2147483648,2006-09-08,Lehman Brothers,Not Provided,1,underwt/negative,25.0
110,110,110,-0.0,N,-2147483648,2006-08-30,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
111,111,111,-0.0,M,-2147483648,2006-08-09,EVA Dimensions,Not Provided,1,strong sell,-0.0
112,112,112,-0.0,M,-2147483648,2006-07-21,GARP Research,Not Provided,5,buy,-0.0
113,113,113,-0.0,M,-2147483648,2006-05-03,J.P. Morgan,Not Provided,5,overweight,-0.0
114,114,114,-0.0,U,-2147483648,2005-07-22,Argus Research Corp,Not Provided,5,buy,-0.0
115,115,115,-0.0,M,-2147483648,2006-10-30,Credit Suisse,12 month,5,outperform,41.0
116,116,116,-0.0,M,-2147483648,2006-10-30,Thomas Weisel Partners,Not Provided,1,underperform,-0.0
117,117,117,-0.0,M,-2147483648,2006-10-30,Benchmark Company LLC,Not Provided,5,buy,39.0
118,118,118,-0.0,M,-2147483648,2006-10-27,Wells Fargo Securities,Not Provided,5,outperform,-0.0
119,119,119,-0.0,M,-2147483648,2006-10-19,GARP Research,Not Provided,5,buy,-0.0
120,120,120,-0.0,M,-2147483648,2006-10-19,Prudential Equity Group Inc,Not Provided,1,underweight,36.0
121,121,121,-0.0,M,-2147483648,2006-09-20,UBS,Not Provided,3,neutral 2,38.0
122,122,122,-0.0,M,-2147483648,2006-09-19,Goldman Sachs,12 month,1,Sell/Cautious,32.5
123,123,123,-0.0,M,-2147483648,2006-09-08,Lehman Brothers,Not Provided,1,underwt/negative,25.0
124,124,124,-0.0,N,-2147483648,2006-08-30,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
125,125,125,-0.0,M,-2147483648,2006-08-09,EVA Dimensions,Not Provided,1,strong sell,-0.0
126,126,126,-0.0,M,-2147483648,2006-05-03,J.P. Morgan,Not Provided,5,overweight,-0.0
127,127,127,-0.0,U,-2147483648,2005-07-22,Argus Research Corp,Not Provided,5,buy,-0.0
128,128,128,-0.0,M,-2147483648,2006-11-30,Wells Fargo Securities,Not Provided,5,outperform,-0.0
129,129,129,-0.0,M,-2147483648,2006-11-30,Benchmark Company LLC,Not Provided,5,buy,39.0
130,130,130,-0.0,N,-2147483648,2006-11-21,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
131,131,131,-0.0,M,-2147483648,2006-11-16,Thomas Weisel Partners,Not Provided,1,underweight,-0.0
132,132,132,-0.0,M,-2147483648,2006-11-10,Prudential Equity Group Inc,Not Provided,1,underweight,36.0
133,133,133,-0.0,M,-2147483648,2006-11-06,EVA Dimensions,Not Provided,1,strong sell,-0.0
134,134,134,-0.0,M,-2147483648,2006-10-30,Credit Suisse,12 month,5,outperform,41.0
135,135,135,-0.0,M,-2147483648,2006-10-19,GARP Research,Not Provided,5,buy,-0.0
136,136,136,-0.0,M,-2147483648,2006-09-20,UBS,Not Provided,3,neutral 2,38.0
137,137,137,-0.0,M,-2147483648,2006-09-19,Goldman Sachs,12 month,1,Sell/Cautious,32.5
