,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2005-12-15,Piper Jaffray,Not Provided,5,outperform,4.86,0.0
1,1,-0.0,D,-2147483648,2005-11-28,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0,1.0
2,2,-0.0,U,-2147483648,2005-10-27,"Broadpoint Capital, Inc",Not Provided,5,buy,4.29,2.0
3,3,-0.0,U,-2147483648,2005-10-21,Roth Capital Partners,12 month,3,neutral,3.29,3.0
4,4,-0.0,D,-2147483648,2005-10-21,EVA Dimensions,Not Provided,1,sell,-0.0,4.0
5,5,-0.0,M,-2147483648,2005-10-20,Credit Suisse,12 month,5,outperform,4.57,5.0
6,6,-0.0,M,-2147483648,2005-10-20,Jefferies,12 month,5,buy,4.29,6.0
7,7,-0.0,R,-2147483648,2005-10-20,Pacific Growth Equities,Not Provided,5,buy,-0.0,7.0
8,8,-0.0,U,-2147483648,2005-10-20,Soleil Securities,12 month,5,buy,4.86,8.0
9,9,-0.0,M,-2147483648,2005-10-18,Avondale Partners LLC,12 month,3,market perform,4.14,9.0
10,10,-0.0,M,-2147483648,2005-10-17,Wedbush,12 month,1,sell,0.93,10.0
11,11,-0.0,M,-2147483648,2005-10-17,Cowen,Not Provided,-2147483648,no rating system,-0.0,11.0
12,12,-0.0,M,-2147483648,2005-09-30,Bear Stearns & Co,Not Provided,5,outperform,4.57,12.0
13,13,-0.0,D,-2147483648,2004-10-15,J.P. Morgan,Not Provided,1,underweight,-0.0,13.0
14,14,-0.0,N,-2147483648,2006-02-01,Barclays,12 month,3,equalwt/neutral,4.29,14.0
15,15,-0.0,D,-2147483648,2006-01-27,Roth Capital Partners,12 month,1,sell,2.86,15.0
16,16,-0.0,M,-2147483648,2006-01-25,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,16.0
17,17,-0.0,M,-2147483648,2006-01-25,Credit Suisse,12 month,5,outperform,4.57,17.0
18,18,-0.0,R,-2147483648,2006-01-25,Jefferies,12 month,5,buy,5.29,18.0
19,19,-0.0,R,-2147483648,2006-01-25,Pacific Growth Equities,Not Provided,5,buy,-0.0,19.0
20,20,-0.0,M,-2147483648,2006-01-25,Wedbush,12 month,1,sell,1.43,20.0
21,21,-0.0,M,-2147483648,2006-01-25,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0,21.0
22,22,-0.0,M,-2147483648,2006-01-25,Cowen,Not Provided,-2147483648,no rating system,-0.0,22.0
23,23,-0.0,R,-2147483648,2006-01-25,Piper Jaffray,Not Provided,5,outperform,4.86,23.0
24,24,-0.0,U,-2147483648,2005-10-27,"Broadpoint Capital, Inc",Not Provided,5,buy,4.29,24.0
25,25,-0.0,D,-2147483648,2005-10-21,EVA Dimensions,Not Provided,1,sell,-0.0,25.0
26,26,-0.0,U,-2147483648,2005-10-20,Soleil Securities,12 month,5,buy,4.86,26.0
27,27,-0.0,M,-2147483648,2005-10-18,Avondale Partners LLC,12 month,3,market perform,4.14,27.0
28,28,-0.0,D,-2147483648,2004-10-15,J.P. Morgan,Not Provided,1,underweight,-0.0,28.0
29,29,-0.0,M,-2147483648,2006-03-01,Bear Stearns & Co,Not Provided,3,peerperform,3.71,29.0
30,30,-0.0,N,-2147483648,2006-02-21,Cowen,Not Provided,3,neutral,-0.0,30.0
31,31,-0.0,M,-2147483648,2006-02-14,EVA Dimensions,Not Provided,1,sell,-0.0,31.0
32,32,-0.0,M,-2147483648,2006-02-13,Jefferies,12 month,5,buy,5.29,32.0
33,33,-0.0,N,-2147483648,2006-02-01,Barclays,12 month,3,equalwt/neutral,4.29,33.0
34,34,-0.0,D,-2147483648,2006-01-27,Roth Capital Partners,12 month,1,sell,2.86,34.0
35,35,-0.0,M,-2147483648,2006-01-25,Credit Suisse,12 month,5,outperform,4.57,35.0
36,36,-0.0,R,-2147483648,2006-01-25,Pacific Growth Equities,Not Provided,5,buy,-0.0,36.0
37,37,-0.0,M,-2147483648,2006-01-25,Wedbush,12 month,1,sell,1.43,37.0
