,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,U,-2147483648,2005-12-14,EVA Dimensions,Not Provided,5,strong buy,-0.0
1,1,1,-0.0,M,-2147483648,2005-11-04,Prudential Equity Group Inc,Not Provided,5,overweight,43.9
2,2,2,-0.0,M,-2147483648,2005-10-28,Bear Stearns & Co,Not Provided,5,outperform,46.48
3,3,3,-0.0,M,-2147483648,2005-10-27,Oppenheimer & Co,Not Provided,3,neutral,-0.0
4,4,4,-0.0,M,-2147483648,2005-09-07,Soleil Securities,Not Provided,5,buy,-0.0
5,5,5,-0.0,M,-2147483648,2005-07-06,J.P. Morgan,Not Provided,3,neutral,-0.0
6,6,6,-0.0,M,-2147483648,2005-05-10,Goldman Sachs,Not Provided,3,in-line,-0.0
7,7,7,-0.0,N,-2147483648,2005-05-10,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
8,8,8,-0.0,M,-2147483648,2006-01-26,Oppenheimer & Co,Not Provided,3,neutral,-0.0
9,9,9,-0.0,D,-2147483648,2006-01-11,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
10,10,10,-0.0,M,-2147483648,2006-01-10,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
11,11,11,-0.0,D,-2147483648,2006-01-10,Prudential Equity Group Inc,Not Provided,3,neutral weight,43.9
12,12,12,-0.0,U,-2147483648,2005-12-14,EVA Dimensions,Not Provided,5,strong buy,-0.0
13,13,13,-0.0,M,-2147483648,2005-09-07,Soleil Securities,Not Provided,5,buy,-0.0
14,14,14,-0.0,M,-2147483648,2005-07-06,J.P. Morgan,Not Provided,3,neutral,-0.0
15,15,15,-0.0,N,-2147483648,2005-05-10,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
16,16,16,-0.0,M,-2147483648,2006-02-28,Rochdale Securities,Not Provided,3,hold,39.14
17,17,17,-0.0,M,-2147483648,2006-02-24,Oppenheimer & Co,Not Provided,3,neutral,-0.0
18,18,18,-0.0,M,-2147483648,2006-02-24,Prudential Equity Group Inc,Not Provided,3,neutral weight,43.9
19,19,19,-0.0,M,-2147483648,2006-02-13,EVA Dimensions,Not Provided,5,strong buy,-0.0
20,20,20,-0.0,D,-2147483648,2006-01-11,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
21,21,21,-0.0,M,-2147483648,2006-01-10,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
22,22,22,-0.0,M,-2147483648,2005-09-07,Soleil Securities,Not Provided,5,buy,-0.0
23,23,23,-0.0,M,-2147483648,2005-07-06,J.P. Morgan,Not Provided,3,neutral,-0.0
24,24,24,-0.0,N,-2147483648,2005-05-10,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
25,25,25,-0.0,M,-2147483648,2006-03-23,Oppenheimer & Co,Not Provided,3,neutral,-0.0
26,26,26,-0.0,M,-2147483648,2006-03-15,Rochdale Securities,Not Provided,3,hold,38.74
27,27,27,-0.0,U,-2147483648,2006-03-08,Bear Stearns & Co,Not Provided,5,outperform,43.04
28,28,28,-0.0,M,-2147483648,2006-02-24,Prudential Equity Group Inc,Not Provided,3,neutral weight,43.9
29,29,29,-0.0,M,-2147483648,2006-02-13,EVA Dimensions,Not Provided,5,strong buy,-0.0
30,30,30,-0.0,M,-2147483648,2006-01-10,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
31,31,31,-0.0,M,-2147483648,2005-09-07,Soleil Securities,Not Provided,5,buy,-0.0
32,32,32,-0.0,M,-2147483648,2005-07-06,J.P. Morgan,Not Provided,3,neutral,-0.0
33,33,33,-0.0,N,-2147483648,2005-05-10,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
34,34,34,-0.0,M,-2147483648,2006-04-27,Prudential Equity Group Inc,Not Provided,3,neutral weight,43.9
35,35,35,-0.0,M,-2147483648,2006-04-13,Oppenheimer & Co,Not Provided,3,neutral,-0.0
36,36,36,-0.0,M,-2147483648,2006-04-10,Goldman Sachs,Not Provided,3,in-line/neutral,-0.0
37,37,37,-0.0,U,-2147483648,2006-04-10,J.P. Morgan,Not Provided,5,overweight,-0.0
38,38,38,-0.0,M,-2147483648,2006-03-15,Rochdale Securities,Not Provided,3,hold,38.74
39,39,39,-0.0,U,-2147483648,2006-03-08,Bear Stearns & Co,Not Provided,5,outperform,43.04
40,40,40,-0.0,M,-2147483648,2006-02-13,EVA Dimensions,Not Provided,5,strong buy,-0.0
41,41,41,-0.0,M,-2147483648,2005-09-07,Soleil Securities,Not Provided,5,buy,-0.0
42,42,42,-0.0,N,-2147483648,2005-05-10,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
43,43,43,-0.0,M,-2147483648,2006-05-19,Rochdale Securities,Not Provided,3,hold,38.74
44,44,44,-0.0,D,-2147483648,2006-05-19,EVA Dimensions,Not Provided,5,buy,-0.0
45,45,45,-0.0,M,-2147483648,2006-05-18,J.P. Morgan,Not Provided,5,overweight,-0.0
46,46,46,-0.0,M,-2147483648,2006-05-09,Oppenheimer & Co,Not Provided,3,neutral,-0.0
47,47,47,-0.0,M,-2147483648,2006-04-27,Prudential Equity Group Inc,Not Provided,3,neutral weight,43.9
48,48,48,-0.0,M,-2147483648,2006-04-10,Goldman Sachs,Not Provided,3,in-line/neutral,-0.0
49,49,49,-0.0,U,-2147483648,2006-03-08,Bear Stearns & Co,Not Provided,5,outperform,43.04
50,50,50,-0.0,M,-2147483648,2005-09-07,Soleil Securities,Not Provided,5,buy,-0.0
51,51,51,-0.0,N,-2147483648,2005-05-10,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
52,52,52,-0.0,M,-2147483648,2006-06-26,Goldman Sachs,12 month,3,in-line/neutral,44.09
53,53,53,-0.0,M,-2147483648,2006-06-20,Oppenheimer & Co,Not Provided,3,neutral,-0.0
54,54,54,-0.0,D,-2147483648,2006-06-20,Soleil Securities,Not Provided,3,hold,-0.0
55,55,55,-0.0,U,-2147483648,2006-06-14,Prudential Equity Group Inc,Not Provided,5,overweight,46.48
