,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,N,-2147483648,2010-07-01,J.P. Morgan,6 month,3,neutral,43.5,0.0
1,1,-0.0,M,-2147483648,2010-06-28,Susquehanna Financial,Not Provided,3,neutral,-0.0,1.0
2,2,-0.0,N,-2147483648,2010-06-25,Tudor Pickering & Co,Not Provided,5,buy,53.0,2.0
3,3,-0.0,M,-2147483648,2010-07-29,BMO Capital Markets,Not Provided,3,market perform,36.0,3.0
4,4,-0.0,N,-2147483648,2010-07-29,Barclays,Not Provided,5,overwt/neutral,46.0,4.0
5,5,-0.0,M,-2147483648,2010-07-28,Goldman Sachs,6 month,5,Buy/Neutral,39.0,5.0
6,6,-0.0,M,-2147483648,2010-07-28,UBS,Not Provided,5,buy,42.0,6.0
7,7,-0.0,M,-2147483648,2010-07-28,J.P. Morgan,3 month,3,neutral,37.5,7.0
8,8,-0.0,M,-2147483648,2010-07-23,Susquehanna Financial,Not Provided,4,Positive,35.0,8.0
9,9,-0.0,N,-2147483648,2010-06-25,Tudor Pickering & Co,Not Provided,5,buy,53.0,9.0
10,10,-0.0,M,-2147483648,2010-09-01,Susquehanna Financial,Not Provided,3,neutral,-0.0,10.0
11,11,-0.0,M,-2147483648,2010-08-17,UBS,Not Provided,5,buy,40.0,11.0
12,12,-0.0,M,-2147483648,2010-08-12,Tudor Pickering & Co,Not Provided,5,buy,51.0,12.0
13,13,-0.0,M,-2147483648,2010-07-29,BMO Capital Markets,Not Provided,3,market perform,36.0,13.0
14,14,-0.0,N,-2147483648,2010-07-29,Barclays,Not Provided,5,overwt/neutral,46.0,14.0
15,15,-0.0,M,-2147483648,2010-07-28,Goldman Sachs,6 month,5,Buy/Neutral,39.0,15.0
16,16,-0.0,M,-2147483648,2010-07-28,J.P. Morgan,3 month,3,neutral,37.5,16.0
17,17,-0.0,M,-2147483648,2010-09-22,BMO Capital Markets,Not Provided,3,market perform,35.0,17.0
18,18,-0.0,M,-2147483648,2010-09-22,Barclays,Not Provided,5,overwt/neutral,44.0,18.0
19,19,-0.0,N,-2147483648,2010-09-18,EVA Dimensions,Not Provided,3,hold,-0.0,19.0
20,20,-0.0,N,-2147483648,2010-09-17,Wells Fargo Securities,Not Provided,5,outperform,-0.0,20.0
21,21,-0.0,N,-2147483648,2010-09-09,Madison Williams,Not Provided,3,neutral,38.0,21.0
22,22,-0.0,M,-2147483648,2010-09-01,Susquehanna Financial,Not Provided,3,neutral,-0.0,22.0
23,23,-0.0,M,-2147483648,2010-08-17,UBS,Not Provided,5,buy,40.0,23.0
24,24,-0.0,M,-2147483648,2010-08-12,Tudor Pickering & Co,Not Provided,5,buy,51.0,24.0
25,25,-0.0,M,-2147483648,2010-07-28,Goldman Sachs,6 month,5,Buy/Neutral,39.0,25.0
26,26,-0.0,M,-2147483648,2010-07-28,J.P. Morgan,3 month,3,neutral,37.5,26.0
27,27,-0.0,D,-2147483648,2010-10-29,EVA Dimensions,Not Provided,3,hold,-0.0,27.0
28,28,-0.0,M,-2147483648,2010-10-28,Wells Fargo Securities,Not Provided,5,outperform,-0.0,28.0
