,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2015-07-31,RBC Capital Markets,12 month,5,outperform,88.0,0.0
1,1,-0.0,U,-2147483648,2015-07-29,Bernstein,12 month,5,outperform,94.0,1.0
2,2,-0.0,M,-2147483648,2015-07-21,"Morningstar, Inc",Not Provided,3,hold,-0.0,2.0
3,3,-0.0,M,-2147483648,2015-07-20,BMO Capital Markets,Not Provided,3,market perform,80.0,3.0
4,4,-0.0,M,-2147483648,2015-07-20,Credit Suisse,Not Provided,5,outperform,85.0,4.0
5,5,-0.0,M,-2147483648,2015-07-14,Stifel,12 month,5,buy,80.0,5.0
6,6,-0.0,N,-2147483648,2015-07-08,EVA Dimensions,Not Provided,3,hold,-0.0,6.0
7,7,-0.0,R,-2147483648,2015-07-07,Goldman Sachs,12 month,5,Buy/Neutral,83.0,7.0
8,8,-0.0,M,-2147483648,2015-07-07,J.P. Morgan,6 month,3,neutral,71.0,8.0
9,9,-0.0,N,-2147483648,2015-07-07,Barclays,Not Provided,5,overweight,79.0,9.0
10,10,-0.0,N,-2147483648,2015-07-06,Morgan Stanley,12 month,5,Overwt/In-Line,77.5,10.0
11,11,-0.0,N,-2147483648,2015-07-06,Edward Jones,Not Provided,3,hold,-0.0,11.0
12,12,-0.0,M,-2147483648,2015-07-06,Wells Fargo Securities,Not Provided,3,market perform,-0.0,12.0
13,13,-0.0,M,-2147483648,2015-08-30,Stifel,Not Provided,5,buy,85.0,13.0
14,14,-0.0,M,-2147483648,2015-08-28,RBC Capital Markets,12 month,5,outperform,88.0,14.0
15,15,-0.0,M,-2147483648,2015-08-28,Bernstein,Not Provided,5,outperform,94.0,15.0
16,16,-0.0,M,-2147483648,2015-08-19,"Morningstar, Inc",Not Provided,3,hold,-0.0,16.0
17,17,-0.0,M,-2147483648,2015-08-12,J.P. Morgan,6 month,3,neutral,74.0,17.0
18,18,-0.0,M,-2147483648,2015-08-11,BMO Capital Markets,Not Provided,3,market perform,80.0,18.0
19,19,-0.0,M,-2147483648,2015-08-11,Morgan Stanley,12 month,5,Overwt/In-Line,82.0,19.0
20,20,-0.0,M,-2147483648,2015-08-11,Canaccord Genuity,12 month,5,buy,87.0,20.0
21,21,-0.0,M,-2147483648,2015-08-11,Wells Fargo Securities,Not Provided,3,market perform,-0.0,21.0
22,22,-0.0,M,-2147483648,2015-08-11,Barclays,Not Provided,5,overweight,79.0,22.0
23,23,-0.0,M,-2147483648,2015-08-10,Credit Suisse,Not Provided,5,outperform,85.0,23.0
24,24,-0.0,M,-2147483648,2015-08-10,Edward Jones,Not Provided,3,hold,-0.0,24.0
25,25,-0.0,N,-2147483648,2015-07-08,EVA Dimensions,Not Provided,3,hold,-0.0,25.0
26,26,-0.0,R,-2147483648,2015-07-07,Goldman Sachs,12 month,5,Buy/Neutral,83.0,26.0
27,27,-0.0,M,-2147483648,2015-09-24,Bernstein,Not Provided,5,outperform,94.0,27.0
28,28,-0.0,M,-2147483648,2015-09-24,Wells Fargo Securities,Not Provided,3,market perform,-0.0,28.0
29,29,-0.0,M,-2147483648,2015-09-18,RBC Capital Markets,12 month,5,outperform,88.0,29.0
30,30,-0.0,M,-2147483648,2015-09-16,J.P. Morgan,18 month,3,neutral,78.0,30.0
31,31,-0.0,M,-2147483648,2015-09-15,Stifel,12 month,5,buy,85.0,31.0
32,32,-0.0,M,-2147483648,2015-09-09,Goldman Sachs,12 month,5,Buy/Neutral,82.0,32.0
33,33,-0.0,M,-2147483648,2015-09-09,Edward Jones,Not Provided,3,hold,-0.0,33.0
34,34,-0.0,M,-2147483648,2015-08-19,"Morningstar, Inc",Not Provided,3,hold,-0.0,34.0
35,35,-0.0,M,-2147483648,2015-08-11,BMO Capital Markets,Not Provided,3,market perform,80.0,35.0
36,36,-0.0,M,-2147483648,2015-08-11,Morgan Stanley,12 month,5,Overwt/In-Line,82.0,36.0
37,37,-0.0,M,-2147483648,2015-08-11,Canaccord Genuity,12 month,5,buy,87.0,37.0
38,38,-0.0,M,-2147483648,2015-08-11,Barclays,Not Provided,5,overweight,79.0,38.0
39,39,-0.0,M,-2147483648,2015-08-10,Credit Suisse,Not Provided,5,outperform,85.0,39.0
40,40,-0.0,N,-2147483648,2015-07-08,EVA Dimensions,Not Provided,3,hold,-0.0,40.0
41,41,-0.0,M,-2147483648,2015-10-30,RBC Capital Markets,12 month,5,outperform,88.0,41.0
42,42,-0.0,M,-2147483648,2015-10-30,Bernstein,Not Provided,5,outperform,90.0,42.0
43,43,-0.0,N,-2147483648,2015-10-26,Susquehanna Financial,12 month,3,neutral,78.0,43.0
44,44,-0.0,M,-2147483648,2015-10-23,Edward Jones,Not Provided,3,hold,-0.0,44.0
45,45,-0.0,M,-2147483648,2015-10-16,"Morningstar, Inc",Not Provided,3,hold,-0.0,45.0
46,46,-0.0,M,-2147483648,2015-10-13,Credit Suisse,Not Provided,5,outperform,85.0,46.0
47,47,-0.0,M,-2147483648,2015-10-06,Stifel,12 month,5,buy,85.0,47.0
48,48,-0.0,M,-2147483648,2015-09-24,Wells Fargo Securities,Not Provided,3,market perform,-0.0,48.0
49,49,-0.0,M,-2147483648,2015-09-16,J.P. Morgan,18 month,3,neutral,78.0,49.0
50,50,-0.0,M,-2147483648,2015-09-09,Goldman Sachs,12 month,5,Buy/Neutral,82.0,50.0
51,51,-0.0,M,-2147483648,2015-08-11,BMO Capital Markets,Not Provided,3,market perform,80.0,51.0
52,52,-0.0,M,-2147483648,2015-08-11,Morgan Stanley,12 month,5,Overwt/In-Line,82.0,52.0
53,53,-0.0,M,-2147483648,2015-08-11,Canaccord Genuity,12 month,5,buy,87.0,53.0
54,54,-0.0,M,-2147483648,2015-08-11,Barclays,Not Provided,5,overweight,79.0,54.0
55,55,-0.0,N,-2147483648,2015-07-08,EVA Dimensions,Not Provided,3,hold,-0.0,55.0
56,56,-0.0,M,-2147483648,2015-12-01,Stifel,12 month,5,buy,85.0,56.0
57,57,-0.0,M,-2147483648,2015-12-01,Freedom Finance,Not Provided,5,buy,85.0,57.0
58,58,-0.0,M,-2147483648,2015-11-27,Bernstein,Not Provided,5,outperform,87.0,58.0
59,59,-0.0,M,-2147483648,2015-11-19,Canaccord Genuity,12 month,5,buy,87.0,59.0
60,60,-0.0,U,-2147483648,2015-11-16,Consumer Edge Research,12 month,5,outperform,81.0,60.0
61,61,-0.0,M,-2147483648,2015-11-13,RBC Capital Markets,12 month,5,outperform,88.0,61.0
62,62,-0.0,M,-2147483648,2015-11-13,Credit Suisse,Not Provided,5,outperform,85.0,62.0
63,63,-0.0,M,-2147483648,2015-11-09,Goldman Sachs,12 month,5,Buy/Neutral,83.0,63.0
64,64,-0.0,M,-2147483648,2015-11-06,BMO Capital Markets,Not Provided,3,market perform,80.0,64.0
65,65,-0.0,M,-2147483648,2015-11-06,Morgan Stanley,12 month,5,Overwt/In-Line,82.0,65.0
66,66,-0.0,M,-2147483648,2015-11-06,Edward Jones,Not Provided,3,hold,-0.0,66.0
67,67,-0.0,M,-2147483648,2015-11-06,J.P. Morgan,18 month,3,neutral,78.0,67.0
68,68,-0.0,M,-2147483648,2015-11-06,Wells Fargo Securities,Not Provided,3,market perform,-0.0,68.0
69,69,-0.0,M,-2147483648,2015-11-06,"Morningstar, Inc",Not Provided,3,hold,-0.0,69.0
70,70,-0.0,M,-2147483648,2015-11-06,Susquehanna Financial,12 month,3,neutral,86.0,70.0
71,71,-0.0,M,-2147483648,2015-11-06,Barclays,Not Provided,5,overweight,79.0,71.0
72,72,-0.0,D,-2147483648,2015-11-06,EVA Dimensions,Not Provided,1,underweight,-0.0,72.0
73,73,-0.0,M,-2147483648,2015-12-31,Edward Jones,Not Provided,3,hold,-0.0,73.0
74,74,-0.0,M,-2147483648,2015-12-29,Bernstein,Not Provided,5,outperform,87.0,74.0
75,75,-0.0,M,-2147483648,2015-12-29,Stifel,12 month,5,buy,85.0,75.0
76,76,-0.0,M,-2147483648,2015-12-21,RBC Capital Markets,12 month,5,outperform,88.0,76.0
77,77,-0.0,M,-2147483648,2015-12-17,"Morningstar, Inc",Not Provided,3,hold,-0.0,77.0
78,78,-0.0,M,-2147483648,2015-12-11,BMO Capital Markets,Not Provided,3,market perform,80.0,78.0
79,79,-0.0,M,-2147483648,2015-12-08,Credit Suisse,Not Provided,5,outperform,85.0,79.0
80,80,-0.0,M,-2147483648,2015-12-01,Freedom Finance,Not Provided,5,buy,85.0,80.0
81,81,-0.0,M,-2147483648,2015-11-19,Canaccord Genuity,12 month,5,buy,87.0,81.0
82,82,-0.0,U,-2147483648,2015-11-16,Consumer Edge Research,12 month,5,outperform,81.0,82.0
83,83,-0.0,M,-2147483648,2015-11-09,Goldman Sachs,12 month,5,Buy/Neutral,83.0,83.0
84,84,-0.0,M,-2147483648,2015-11-06,Morgan Stanley,12 month,5,Overwt/In-Line,82.0,84.0
85,85,-0.0,M,-2147483648,2015-11-06,J.P. Morgan,18 month,3,neutral,78.0,85.0
86,86,-0.0,M,-2147483648,2015-11-06,Wells Fargo Securities,Not Provided,3,market perform,-0.0,86.0
87,87,-0.0,M,-2147483648,2015-11-06,Susquehanna Financial,12 month,3,neutral,86.0,87.0
88,88,-0.0,M,-2147483648,2015-11-06,Barclays,Not Provided,5,overweight,79.0,88.0
89,89,-0.0,D,-2147483648,2015-11-06,EVA Dimensions,Not Provided,1,underweight,-0.0,89.0
90,90,-0.0,M,-2147483648,2016-01-29,RBC Capital Markets,12 month,5,outperform,88.0,90.0
91,91,-0.0,M,-2147483648,2016-01-29,"Morningstar, Inc",Not Provided,3,hold,-0.0,91.0
92,92,-0.0,M,-2147483648,2016-01-29,Susquehanna Financial,12 month,4,Positive,98.0,92.0
93,93,-0.0,M,-2147483648,2016-01-27,J.P. Morgan,12 month,3,neutral,78.0,93.0
94,94,-0.0,M,-2147483648,2016-01-26,Stifel,12 month,5,buy,85.0,94.0
