,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2005-12-08,EVA Dimensions,Not Provided,3,hold,-0.0,0.0
1,1,-0.0,N,-2147483648,2005-12-07,UBS,12 month,3,neutral 2,23.0,1.0
2,2,-0.0,M,-2147483648,2005-12-07,Oppenheimer & Co,Not Provided,1,sell,-0.0,2.0
3,3,-0.0,M,-2147483648,2005-06-10,Credit Suisse,12 month,1,underperform,15.0,3.0
4,4,-0.0,M,-2147483648,2005-05-24,Lehman Brothers,Not Provided,1,underwt/neutral,20.0,4.0
5,5,-0.0,M,-2147483648,2005-03-10,Goldman Sachs,Not Provided,1,underperform,-0.0,5.0
6,6,-0.0,M,-2147483648,2005-03-10,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,6.0
7,7,-0.0,M,-2147483648,2006-01-19,UBS,12 month,3,neutral 2,26.0,7.0
8,8,-0.0,M,-2147483648,2006-01-09,Oppenheimer & Co,Not Provided,1,sell,-0.0,8.0
9,9,-0.0,M,-2147483648,2005-12-08,EVA Dimensions,Not Provided,3,hold,-0.0,9.0
10,10,-0.0,M,-2147483648,2005-06-10,Credit Suisse,12 month,1,underperform,15.0,10.0
11,11,-0.0,M,-2147483648,2005-05-24,Lehman Brothers,Not Provided,1,underwt/neutral,20.0,11.0
12,12,-0.0,M,-2147483648,2005-03-10,Goldman Sachs,Not Provided,1,underperform,-0.0,12.0
13,13,-0.0,M,-2147483648,2005-03-10,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,13.0
14,14,-0.0,M,-2147483648,2006-02-03,Oppenheimer & Co,Not Provided,1,sell,-0.0,14.0
15,15,-0.0,M,-2147483648,2006-01-19,UBS,12 month,3,neutral 2,26.0,15.0
16,16,-0.0,M,-2147483648,2005-12-08,EVA Dimensions,Not Provided,3,hold,-0.0,16.0
17,17,-0.0,M,-2147483648,2005-06-10,Credit Suisse,12 month,1,underperform,15.0,17.0
18,18,-0.0,M,-2147483648,2005-05-24,Lehman Brothers,Not Provided,1,underwt/neutral,20.0,18.0
19,19,-0.0,M,-2147483648,2005-03-10,Goldman Sachs,Not Provided,1,underperform,-0.0,19.0
20,20,-0.0,M,-2147483648,2005-03-10,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,20.0
21,21,-0.0,U,-2147483648,2006-03-27,EVA Dimensions,Not Provided,5,buy,-0.0,21.0
22,22,-0.0,M,-2147483648,2006-03-06,Credit Suisse,12 month,1,underperform,20.0,22.0
23,23,-0.0,M,-2147483648,2006-02-03,Oppenheimer & Co,Not Provided,1,sell,-0.0,23.0
24,24,-0.0,M,-2147483648,2006-01-19,UBS,12 month,3,neutral 2,26.0,24.0
25,25,-0.0,M,-2147483648,2005-05-24,Lehman Brothers,Not Provided,1,underwt/neutral,20.0,25.0
26,26,-0.0,M,-2147483648,2005-03-10,Goldman Sachs,Not Provided,1,underperform,-0.0,26.0
27,27,-0.0,M,-2147483648,2005-03-10,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,27.0
28,28,-0.0,U,-2147483648,2006-03-27,EVA Dimensions,Not Provided,5,buy,-0.0,28.0
29,29,-0.0,M,-2147483648,2006-03-06,Credit Suisse,12 month,1,underperform,20.0,29.0
30,30,-0.0,M,-2147483648,2006-02-03,Oppenheimer & Co,Not Provided,1,sell,-0.0,30.0
31,31,-0.0,M,-2147483648,2006-01-19,UBS,12 month,3,neutral 2,26.0,31.0
32,32,-0.0,M,-2147483648,2005-05-24,Lehman Brothers,Not Provided,1,underwt/neutral,20.0,32.0
33,33,-0.0,M,-2147483648,2005-03-10,Goldman Sachs,Not Provided,1,underperform,-0.0,33.0
34,34,-0.0,M,-2147483648,2005-03-10,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,34.0
35,35,-0.0,M,-2147483648,2006-05-23,Lehman Brothers,Not Provided,1,underwt/neutral,25.0,35.0
36,36,-0.0,M,-2147483648,2006-05-22,Credit Suisse,12 month,1,underperform,20.0,36.0
37,37,-0.0,M,-2147483648,2006-05-22,UBS,Not Provided,3,neutral 2,30.0,37.0
38,38,-0.0,M,-2147483648,2006-05-22,Oppenheimer & Co,Not Provided,1,sell,-0.0,38.0
39,39,-0.0,U,-2147483648,2006-03-27,EVA Dimensions,Not Provided,5,buy,-0.0,39.0
