,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,N,-2147483648,2005-12-14,Wells Fargo Securities,Not Provided,5,outperform,-0.0
1,1,1,-0.0,M,-2147483648,2005-12-08,Ferris Baker Watts,Not Provided,3,neutral,-0.0
2,2,2,-0.0,M,-2147483648,2005-12-08,"Sandler O'Neill & Partners, LP",12 month,5,buy,61.0
3,3,3,-0.0,M,-2147483648,2005-12-02,Williams Capital,Not Provided,5,buy,65.0
4,4,4,-0.0,N,-2147483648,2005-12-01,Stifel,Not Provided,3,hold,-0.0
5,5,5,-0.0,M,-2147483648,2005-11-17,"Keefe, Bruyette & Woods",Not Provided,3,market perform,59.0
6,6,6,-0.0,M,-2147483648,2005-11-14,Barclays,Not Provided,5,overwt/positive,63.0
7,7,7,-0.0,M,-2147483648,2005-11-10,FBR Capital Markets,Not Provided,3,market perform,56.0
8,8,8,-0.0,M,-2147483648,2005-10-28,Raymond James,Not Provided,3,market perform,-0.0
9,9,9,-0.0,M,-2147483648,2005-10-18,Dowling & Partners,Not Provided,5,buy,-0.0
10,10,10,-0.0,M,-2147483648,2005-09-27,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
11,11,11,-0.0,N,-2147483648,2005-09-08,HSBC,Not Provided,3,neutral,-0.0
12,12,12,-0.0,M,-2147483648,2005-08-02,Credit Suisse,12 month,3,neutral,56.0
13,13,13,-0.0,M,-2147483648,2005-07-25,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,3,in-line,-0.0
14,14,14,-0.0,M,-2147483648,2005-07-19,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
15,15,15,-0.0,M,-2147483648,2005-07-19,Cochran Caronia Waller,Not Provided,4,accumulate,62.0
16,16,16,-0.0,M,-2147483648,2004-09-22,Goldman Sachs,Not Provided,3,in-line,-0.0
17,17,17,-0.0,N,-2147483648,2006-01-27,J.P. Morgan,Not Provided,3,neutral,-0.0
