,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,M,-2147483648,2005-12-22,Ryan Beck & Co,Not Provided,5,outperform,39.63
1,1,1,-0.0,M,-2147483648,2005-12-22,"Keefe, Bruyette & Woods",Not Provided,3,market perform,37.25
2,2,2,-0.0,M,-2147483648,2005-12-22,Baird,Not Provided,5,outperform,41.22
3,3,3,-0.0,M,-2147483648,2005-12-22,"Sandler O'Neill & Partners, LP",12 month,3,hold,34.87
4,4,4,-0.0,R,-2147483648,2005-12-22,Oppenheimer & Co,Not Provided,5,buy,37.25
5,5,5,-0.0,M,-2147483648,2005-12-02,Bernstein,Not Provided,3,market perform,36.46
6,6,6,-0.0,M,-2147483648,2005-11-30,Piper Jaffray,Not Provided,5,outperform,38.84
7,7,7,-0.0,M,-2147483648,2005-11-25,Morgan Stanley,Not Provided,3,Equalwt/In-Line,35.67
8,8,8,-0.0,M,-2147483648,2005-11-14,A.G. Edwards & Sons Inc,Not Provided,5,buy,38.04
9,9,9,-0.0,M,-2147483648,2005-11-11,RBC Capital Markets,Not Provided,3,sector perform,36.46
10,10,10,-0.0,M,-2147483648,2005-11-11,Raymond James,12 month,5,strong buy,41.22
11,11,11,-0.0,M,-2147483648,2005-11-09,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,3,in-line,-0.0
12,12,12,-0.0,U,-2147483648,2005-10-14,Prudential Equity Group Inc,Not Provided,3,neutral weight,32.5
13,13,13,-0.0,M,-2147483648,2005-07-13,Goldman Sachs,Not Provided,3,in-line,-0.0
14,14,14,-0.0,M,-2147483648,2005-07-13,Barclays,Not Provided,3,equalwt/neutral,37.25
15,15,15,-0.0,D,-2147483648,2005-05-23,Ladenburg Thalmann & Co,Not Provided,3,market perform,38.04
16,16,16,-0.0,M,-2147483648,2005-04-01,J.P. Morgan,Not Provided,5,overweight,-0.0
17,17,17,-0.0,M,-2147483648,2006-01-31,Prudential Equity Group Inc,Not Provided,3,neutral weight,32.5
18,18,18,-0.0,M,-2147483648,2006-01-13,Ryan Beck & Co,Not Provided,5,outperform,38.84
19,19,19,-0.0,M,-2147483648,2006-01-13,Morgan Stanley,Not Provided,3,Equalwt/In-Line,36.46
20,20,20,-0.0,M,-2147483648,2006-01-13,Goldman Sachs,Not Provided,3,in-line,-0.0
21,21,21,-0.0,M,-2147483648,2006-01-13,RBC Capital Markets,Not Provided,3,sector perform,36.46
22,22,22,-0.0,M,-2147483648,2006-01-13,"Keefe, Bruyette & Woods",Not Provided,3,market perform,37.25
23,23,23,-0.0,M,-2147483648,2006-01-13,Ladenburg Thalmann & Co,Not Provided,3,market perform,37.25
24,24,24,-0.0,M,-2147483648,2006-01-13,Baird,Not Provided,5,outperform,41.22
25,25,25,-0.0,M,-2147483648,2006-01-13,"Sandler O'Neill & Partners, LP",12 month,3,hold,34.87
26,26,26,-0.0,M,-2147483648,2006-01-13,Piper Jaffray,Not Provided,5,outperform,38.84
27,27,27,-0.0,M,-2147483648,2006-01-13,Barclays,Not Provided,3,equalwt/neutral,37.25
28,28,28,-0.0,R,-2147483648,2006-01-12,Oppenheimer & Co,Not Provided,5,buy,37.25
29,29,29,-0.0,M,-2147483648,2005-12-02,Bernstein,Not Provided,3,market perform,36.46
30,30,30,-0.0,M,-2147483648,2005-11-14,A.G. Edwards & Sons Inc,Not Provided,5,buy,38.04
31,31,31,-0.0,M,-2147483648,2005-11-11,Raymond James,12 month,5,strong buy,41.22
32,32,32,-0.0,M,-2147483648,2005-11-09,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,3,in-line,-0.0
33,33,33,-0.0,M,-2147483648,2005-04-01,J.P. Morgan,Not Provided,5,overweight,-0.0
34,34,34,-0.0,M,-2147483648,2006-03-01,Bernstein,Not Provided,3,market perform,36.46
35,35,35,-0.0,M,-2147483648,2006-02-24,A.G. Edwards & Sons Inc,Not Provided,5,buy,38.04
36,36,36,-0.0,M,-2147483648,2006-02-03,Raymond James,12 month,5,strong buy,39.63
37,37,37,-0.0,M,-2147483648,2006-01-31,Prudential Equity Group Inc,Not Provided,3,neutral weight,32.5
38,38,38,-0.0,M,-2147483648,2006-01-13,Ryan Beck & Co,Not Provided,5,outperform,38.84
39,39,39,-0.0,M,-2147483648,2006-01-13,Morgan Stanley,Not Provided,3,Equalwt/In-Line,36.46
40,40,40,-0.0,M,-2147483648,2006-01-13,Goldman Sachs,Not Provided,3,in-line,-0.0
41,41,41,-0.0,M,-2147483648,2006-01-13,RBC Capital Markets,Not Provided,3,sector perform,36.46
42,42,42,-0.0,M,-2147483648,2006-01-13,"Keefe, Bruyette & Woods",Not Provided,3,market perform,37.25
43,43,43,-0.0,M,-2147483648,2006-01-13,Ladenburg Thalmann & Co,Not Provided,3,market perform,37.25
44,44,44,-0.0,M,-2147483648,2006-01-13,Baird,Not Provided,5,outperform,41.22
45,45,45,-0.0,M,-2147483648,2006-01-13,"Sandler O'Neill & Partners, LP",12 month,3,hold,34.87
46,46,46,-0.0,M,-2147483648,2006-01-13,Barclays,Not Provided,3,equalwt/neutral,37.25
47,47,47,-0.0,R,-2147483648,2006-01-12,Oppenheimer & Co,Not Provided,5,buy,37.25
48,48,48,-0.0,M,-2147483648,2005-11-09,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,3,in-line,-0.0
49,49,49,-0.0,M,-2147483648,2005-04-01,J.P. Morgan,Not Provided,5,overweight,-0.0
50,50,50,-0.0,R,-2147483648,2006-03-31,Oppenheimer & Co,Not Provided,5,buy,41.22
51,51,51,-0.0,M,-2147483648,2006-03-14,Baird,12 month,5,outperform,41.22
52,52,52,-0.0,M,-2147483648,2006-03-08,Ryan Beck & Co,Not Provided,5,outperform,38.84
53,53,53,-0.0,M,-2147483648,2006-03-07,"Sandler O'Neill & Partners, LP",12 month,3,hold,34.87
54,54,54,-0.0,M,-2147483648,2006-03-06,"Keefe, Bruyette & Woods",Not Provided,3,market perform,37.25
55,55,55,-0.0,M,-2147483648,2006-03-03,Prudential Equity Group Inc,Not Provided,3,neutral weight,32.5
56,56,56,-0.0,M,-2147483648,2006-03-01,Bernstein,Not Provided,3,market perform,36.46
57,57,57,-0.0,M,-2147483648,2006-02-24,A.G. Edwards & Sons Inc,Not Provided,5,buy,38.04
58,58,58,-0.0,M,-2147483648,2006-02-03,Raymond James,12 month,5,strong buy,39.63
59,59,59,-0.0,M,-2147483648,2006-01-13,Morgan Stanley,Not Provided,3,Equalwt/In-Line,36.46
60,60,60,-0.0,M,-2147483648,2006-01-13,Goldman Sachs,Not Provided,3,in-line,-0.0
61,61,61,-0.0,M,-2147483648,2006-01-13,RBC Capital Markets,Not Provided,3,sector perform,36.46
62,62,62,-0.0,M,-2147483648,2006-01-13,Ladenburg Thalmann & Co,Not Provided,3,market perform,37.25
63,63,63,-0.0,M,-2147483648,2006-01-13,Barclays,Not Provided,3,equalwt/neutral,37.25
64,64,64,-0.0,M,-2147483648,2005-11-09,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,3,in-line,-0.0
65,65,65,-0.0,M,-2147483648,2005-04-01,J.P. Morgan,Not Provided,5,overweight,-0.0
66,66,66,-0.0,M,-2147483648,2006-04-18,Ryan Beck & Co,Not Provided,5,outperform,38.84
67,67,67,-0.0,M,-2147483648,2006-04-18,RBC Capital Markets,Not Provided,3,sector perform,36.46
68,68,68,-0.0,M,-2147483648,2006-04-18,"Keefe, Bruyette & Woods",Not Provided,3,market perform,38.04
69,69,69,-0.0,M,-2147483648,2006-04-18,Baird,12 month,5,outperform,41.22
70,70,70,-0.0,M,-2147483648,2006-04-18,Raymond James,12 month,5,strong buy,41.22
71,71,71,-0.0,M,-2147483648,2006-04-17,"Sandler O'Neill & Partners, LP",12 month,3,hold,34.87
72,72,72,-0.0,R,-2147483648,2006-04-17,Oppenheimer & Co,Not Provided,5,buy,41.22
