,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,M,-2147483648,2017-03-31,Jefferies,12 month,5,buy,85.000000
1,-0.000000,M,-2147483648,2017-03-29,Goldman Sachs,12 month,5,Buy/Neutral,85.000000
2,-0.000000,N,-2147483648,2017-03-17,Spin-Off Research,Not Provided,5,buy,80.000000
3,-0.000000,M,-2147483648,2017-05-01,RBC Capital Markets,12 month,5,outperform,87.000000
4,-0.000000,M,-2147483648,2017-05-01,Cantor Fitzgerald,Not Provided,3,neutral,66.000000
5,-0.000000,M,-2147483648,2017-04-24,J.P. Morgan,Not Provided,5,overweight,90.000000
6,-0.000000,M,-2147483648,2017-04-19,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
7,-0.000000,N,-2147483648,2017-04-18,Pacific Crest Securities,Not Provided,3,sector weight,-0.000000
8,-0.000000,M,-2147483648,2017-04-18,Cowen,Not Provided,3,market perform,77.000000
9,-0.000000,N,-2147483648,2017-04-08,EVA Dimensions,Not Provided,1,sell,-0.000000
10,-0.000000,N,-2147483648,2017-04-07,BMO Capital Markets,Not Provided,5,outperform,85.000000
11,-0.000000,U,-2147483648,2017-04-06,Morgan Stanley,12 month,5,Overwt/Cautious,85.000000
12,-0.000000,M,-2147483648,2017-04-05,"Morningstar, Inc",Not Provided,3,hold,-0.000000
13,-0.000000,M,-2147483648,2017-04-04,Raymond James,Not Provided,3,market perform,-0.000000
14,-0.000000,M,-2147483648,2017-04-04,Spin-Off Research,Not Provided,5,buy,80.000000
15,-0.000000,M,-2147483648,2017-04-03,Goldman Sachs,12 month,5,Buy/Neutral,85.000000
16,-0.000000,M,-2147483648,2017-03-31,Jefferies,12 month,5,buy,85.000000
17,-0.000000,M,-2147483648,2017-05-03,RBC Capital Markets,12 month,5,outperform,87.000000
18,-0.000000,M,-2147483648,2017-05-02,Cowen,Not Provided,3,market perform,77.000000
19,-0.000000,M,-2147483648,2017-05-01,Cantor Fitzgerald,Not Provided,3,neutral,66.000000
20,-0.000000,M,-2147483648,2017-04-24,J.P. Morgan,Not Provided,5,overweight,90.000000
21,-0.000000,M,-2147483648,2017-04-19,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
