,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,N,-2147483648,2005-12-15,Prudential Equity Group Inc,Not Provided,5,overweight,13.0,0.0
1,1,-0.0,N,-2147483648,2005-12-14,Needham & Co,Not Provided,5,buy,11.5,1.0
2,2,-0.0,M,-2147483648,2005-12-01,Roth Capital Partners,12 month,5,buy,11.75,2.0
3,3,-0.0,M,-2147483648,2005-12-01,Stifel,Not Provided,3,hold,-0.0,3.0
4,4,-0.0,M,-2147483648,2005-12-01,Cowen,Not Provided,-2147483648,no rating system,-0.0,4.0
5,5,-0.0,M,-2147483648,2005-12-01,Susquehanna Financial,Not Provided,3,neutral,-0.0,5.0
6,6,-0.0,M,-2147483648,2005-12-01,Piper Jaffray,Not Provided,5,outperform,11.5,6.0
7,7,-0.0,M,-2147483648,2005-11-30,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,11.5,7.0
8,8,-0.0,U,-2147483648,2005-11-07,EVA Dimensions,Not Provided,1,sell,-0.0,8.0
9,9,-0.0,M,-2147483648,2005-10-26,Morgan Stanley,Not Provided,3,Equalwt/In-Line,10.25,9.0
10,10,-0.0,M,-2147483648,2005-10-26,"Broadpoint Capital, Inc",Not Provided,1,underperform,10.0,10.0
11,11,-0.0,M,-2147483648,2005-10-24,Lazard Capital Markets,Not Provided,3,hold,11.25,11.0
12,12,-0.0,M,-2147483648,2005-08-09,Goldman Sachs,Not Provided,1,underperform,-0.0,12.0
13,13,-0.0,U,-2147483648,2005-07-22,J.P. Morgan,Not Provided,3,neutral,-0.0,13.0
14,14,-0.0,M,-2147483648,2005-06-16,FTN Equity Capital Markets Corp.,Not Provided,3,neutral,-0.0,14.0
15,15,-0.0,M,-2147483648,2005-05-26,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,15.0
16,16,-0.0,M,-2147483648,2005-04-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,16.0
17,17,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,3,market perform,-0.0,17.0
18,18,-0.0,M,-2147483648,2006-02-01,Prudential Equity Group Inc,Not Provided,5,overweight,13.0,18.0
19,19,-0.0,M,-2147483648,2006-01-30,Lazard Capital Markets,Not Provided,3,hold,11.25,19.0
20,20,-0.0,M,-2147483648,2006-01-24,Morgan Stanley,Not Provided,3,Equalwt/In-Line,10.75,20.0
21,21,-0.0,N,-2147483648,2006-01-19,GARP Research,Not Provided,5,buy,-0.0,21.0
22,22,-0.0,N,-2147483648,2005-12-14,Needham & Co,Not Provided,5,buy,11.5,22.0
23,23,-0.0,M,-2147483648,2005-12-01,Roth Capital Partners,12 month,5,buy,11.75,23.0
24,24,-0.0,M,-2147483648,2005-12-01,Stifel,Not Provided,3,hold,-0.0,24.0
25,25,-0.0,M,-2147483648,2005-12-01,Cowen,Not Provided,-2147483648,no rating system,-0.0,25.0
26,26,-0.0,M,-2147483648,2005-12-01,Susquehanna Financial,Not Provided,3,neutral,-0.0,26.0
27,27,-0.0,M,-2147483648,2005-12-01,Piper Jaffray,Not Provided,5,outperform,11.5,27.0
28,28,-0.0,M,-2147483648,2005-11-30,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,11.5,28.0
29,29,-0.0,U,-2147483648,2005-11-07,EVA Dimensions,Not Provided,1,sell,-0.0,29.0
30,30,-0.0,M,-2147483648,2005-10-26,"Broadpoint Capital, Inc",Not Provided,1,underperform,10.0,30.0
31,31,-0.0,M,-2147483648,2005-08-09,Goldman Sachs,Not Provided,1,underperform,-0.0,31.0
32,32,-0.0,U,-2147483648,2005-07-22,J.P. Morgan,Not Provided,3,neutral,-0.0,32.0
33,33,-0.0,M,-2147483648,2005-06-16,FTN Equity Capital Markets Corp.,Not Provided,3,neutral,-0.0,33.0
34,34,-0.0,M,-2147483648,2005-05-26,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,34.0
35,35,-0.0,M,-2147483648,2005-04-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,35.0
36,36,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,3,market perform,-0.0,36.0
37,37,-0.0,M,-2147483648,2006-02-23,EVA Dimensions,Not Provided,1,sell,-0.0,37.0
38,38,-0.0,N,-2147483648,2006-02-21,Cowen,Not Provided,5,outperform,-0.0,38.0
39,39,-0.0,M,-2147483648,2006-02-06,GARP Research,Not Provided,5,buy,-0.0,39.0
40,40,-0.0,M,-2147483648,2006-02-06,Rochdale Securities,Not Provided,5,buy,11.88,40.0
41,41,-0.0,M,-2147483648,2006-02-03,Needham & Co,Not Provided,5,buy,11.5,41.0
42,42,-0.0,M,-2147483648,2006-02-03,Stifel,Not Provided,3,hold,-0.0,42.0
43,43,-0.0,M,-2147483648,2006-02-03,Lazard Capital Markets,Not Provided,3,hold,-0.0,43.0
44,44,-0.0,M,-2147483648,2006-02-03,Susquehanna Financial,Not Provided,3,neutral,-0.0,44.0
45,45,-0.0,M,-2147483648,2006-02-03,Piper Jaffray,Not Provided,5,outperform,12.0,45.0
46,46,-0.0,M,-2147483648,2006-02-03,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,12.25,46.0
47,47,-0.0,M,-2147483648,2006-02-01,Prudential Equity Group Inc,Not Provided,5,overweight,13.0,47.0
48,48,-0.0,M,-2147483648,2006-01-24,Morgan Stanley,Not Provided,3,Equalwt/In-Line,10.75,48.0
49,49,-0.0,M,-2147483648,2005-10-26,"Broadpoint Capital, Inc",Not Provided,1,underperform,10.0,49.0
50,50,-0.0,M,-2147483648,2005-08-09,Goldman Sachs,Not Provided,1,underperform,-0.0,50.0
51,51,-0.0,U,-2147483648,2005-07-22,J.P. Morgan,Not Provided,3,neutral,-0.0,51.0
52,52,-0.0,M,-2147483648,2005-06-16,FTN Equity Capital Markets Corp.,Not Provided,3,neutral,-0.0,52.0
53,53,-0.0,M,-2147483648,2005-05-26,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0,53.0
54,54,-0.0,M,-2147483648,2005-04-22,Bear Stearns & Co,Not Provided,3,peerperform,-0.0,54.0
55,55,-0.0,M,-2147483648,2005-04-07,William Blair & Co,Not Provided,3,market perform,-0.0,55.0
56,56,-0.0,M,-2147483648,2006-03-23,EVA Dimensions,Not Provided,1,sell,-0.0,56.0
57,57,-0.0,N,-2147483648,2006-03-07,Kaufman Bros,12 month,3,hold,11.5,57.0
58,58,-0.0,N,-2147483648,2006-02-21,Cowen,Not Provided,5,outperform,-0.0,58.0
