,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,M,-2147483648,2005-10-25,UBS,Not Provided,3,neutral 1,30.0
1,1,1,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,4,accumulate,-0.0
2,2,2,-0.0,N,-2147483648,2005-10-18,Greenwich Consultants LLC,Not Provided,-2147483648,not rated,32.6
3,3,3,-0.0,U,-2147483648,2005-09-08,EVA Dimensions,Not Provided,5,buy,-0.0
4,4,4,-0.0,U,-2147483648,2005-08-26,J.P. Morgan,Not Provided,5,overweight,-0.0
5,5,5,-0.0,M,-2147483648,2005-08-05,Credit Suisse,12 month,1,underperform,32.0
6,6,6,-0.0,U,-2147483648,2005-06-23,Edward Jones,Not Provided,5,buy,-0.0
7,7,7,-0.0,M,-2147483648,2005-05-12,KeyBanc Capital Markets,12 month,5,buy,35.0
8,8,8,-0.0,N,-2147483648,2005-01-04,Longbow Research,Not Provided,3,neutral,-0.0
9,9,9,-0.0,M,-2147483648,2006-01-24,Credit Suisse,12 month,1,underperform,38.0
10,10,10,-0.0,D,-2147483648,2006-01-23,EVA Dimensions,Not Provided,3,hold,-0.0
11,11,11,-0.0,M,-2147483648,2006-01-04,UBS,Not Provided,3,neutral 1,38.0
12,12,12,-0.0,D,-2147483648,2006-01-04,J.P. Morgan,Not Provided,3,neutral,-0.0
13,13,13,-0.0,D,-2147483648,2006-01-04,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
14,14,14,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,4,accumulate,-0.0
15,15,15,-0.0,N,-2147483648,2005-10-18,Greenwich Consultants LLC,Not Provided,-2147483648,not rated,32.6
16,16,16,-0.0,U,-2147483648,2005-06-23,Edward Jones,Not Provided,5,buy,-0.0
17,17,17,-0.0,N,-2147483648,2005-01-04,Longbow Research,Not Provided,3,neutral,-0.0
18,18,18,-0.0,M,-2147483648,2006-02-03,Credit Suisse,12 month,1,underperform,38.0
19,19,19,-0.0,M,-2147483648,2006-02-03,UBS,Not Provided,3,neutral 1,40.0
20,20,20,-0.0,D,-2147483648,2006-02-02,EVA Dimensions,Not Provided,1,sell,-0.0
21,21,21,-0.0,D,-2147483648,2006-01-04,J.P. Morgan,Not Provided,3,neutral,-0.0
22,22,22,-0.0,D,-2147483648,2006-01-04,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
23,23,23,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,4,accumulate,-0.0
24,24,24,-0.0,N,-2147483648,2005-10-18,Greenwich Consultants LLC,Not Provided,-2147483648,not rated,32.6
25,25,25,-0.0,U,-2147483648,2005-06-23,Edward Jones,Not Provided,5,buy,-0.0
26,26,26,-0.0,N,-2147483648,2005-01-04,Longbow Research,Not Provided,3,neutral,-0.0
27,27,27,-0.0,M,-2147483648,2006-02-03,Credit Suisse,12 month,1,underperform,38.0
28,28,28,-0.0,M,-2147483648,2006-02-03,UBS,Not Provided,3,neutral 1,40.0
29,29,29,-0.0,D,-2147483648,2006-02-02,EVA Dimensions,Not Provided,1,sell,-0.0
30,30,30,-0.0,D,-2147483648,2006-01-04,J.P. Morgan,Not Provided,3,neutral,-0.0
31,31,31,-0.0,D,-2147483648,2006-01-04,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
32,32,32,-0.0,M,-2147483648,2005-10-18,Buckingham Research Group,Not Provided,4,accumulate,-0.0
33,33,33,-0.0,N,-2147483648,2005-10-18,Greenwich Consultants LLC,Not Provided,-2147483648,not rated,32.6
34,34,34,-0.0,U,-2147483648,2005-06-23,Edward Jones,Not Provided,5,buy,-0.0
35,35,35,-0.0,N,-2147483648,2005-01-04,Longbow Research,Not Provided,3,neutral,-0.0
36,36,36,-0.0,M,-2147483648,2006-04-03,Credit Suisse,12 month,1,underperform,38.0
37,37,37,-0.0,M,-2147483648,2006-02-03,UBS,Not Provided,3,neutral 1,40.0
38,38,38,-0.0,D,-2147483648,2006-02-02,EVA Dimensions,Not Provided,1,sell,-0.0
39,39,39,-0.0,D,-2147483648,2006-01-04,J.P. Morgan,Not Provided,3,neutral,-0.0
