,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,N,-2147483648,2012-11-26,CRT Capital Group,12 month,5,buy,43.25,0.0
1,1,-0.0,N,-2147483648,2012-11-20,Goldman Sachs,12 month,3,neutral/attractive,34.0,1.0
2,2,-0.0,N,-2147483648,2012-11-20,Credit Suisse,Not Provided,3,neutral,39.0,2.0
3,3,-0.0,N,-2147483648,2012-11-20,J.P. Morgan,12 month,5,overweight,42.0,3.0
4,4,-0.0,N,-2147483648,2012-11-20,Wells Fargo Securities,Not Provided,5,outperform,-0.0,4.0
5,5,-0.0,N,-2147483648,2012-11-20,Barclays,Not Provided,5,overweight,43.0,5.0
6,6,-0.0,N,-2147483648,2012-11-26,CRT Capital Group,12 month,5,buy,43.25,6.0
7,7,-0.0,N,-2147483648,2012-11-20,Goldman Sachs,12 month,3,neutral/attractive,34.0,7.0
8,8,-0.0,N,-2147483648,2012-11-20,Credit Suisse,Not Provided,3,neutral,39.0,8.0
9,9,-0.0,N,-2147483648,2012-11-20,J.P. Morgan,12 month,5,overweight,42.0,9.0
10,10,-0.0,N,-2147483648,2012-11-20,Wells Fargo Securities,Not Provided,5,outperform,-0.0,10.0
11,11,-0.0,N,-2147483648,2012-11-20,Barclays,Not Provided,5,overweight,43.0,11.0
12,12,-0.0,M,-2147483648,2013-01-30,Goldman Sachs,12 month,3,neutral/attractive,42.0,12.0
13,13,-0.0,M,-2147483648,2013-01-15,EVA Dimensions,Not Provided,5,buy,-0.0,13.0
14,14,-0.0,N,-2147483648,2012-11-26,CRT Capital Group,12 month,5,buy,43.25,14.0
15,15,-0.0,N,-2147483648,2012-11-20,Credit Suisse,Not Provided,3,neutral,39.0,15.0
16,16,-0.0,N,-2147483648,2012-11-20,J.P. Morgan,12 month,5,overweight,42.0,16.0
17,17,-0.0,N,-2147483648,2012-11-20,Wells Fargo Securities,Not Provided,5,outperform,-0.0,17.0
18,18,-0.0,N,-2147483648,2012-11-20,Barclays,Not Provided,5,overweight,43.0,18.0
19,19,-0.0,M,-2147483648,2013-02-20,J.P. Morgan,9 month,5,overweight,51.0,19.0
20,20,-0.0,M,-2147483648,2013-02-15,Goldman Sachs,12 month,3,neutral/neutral,45.0,20.0
21,21,-0.0,M,-2147483648,2013-02-15,Barclays,Not Provided,3,equalweight,46.0,21.0
