,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,N,-2147483648,2005-12-19,William Blair & Co,Not Provided,5,outperform,-0.0
1,1,1,-0.0,M,-2147483648,2005-12-15,SunTrust Robinson Humphrey,Not Provided,5,buy,54.0
2,2,2,-0.0,M,-2147483648,2005-12-13,Credit Suisse,12 month,5,outperform,56.0
3,3,3,-0.0,M,-2147483648,2005-12-12,UBS,12 month,5,buy 2,62.0
4,4,4,-0.0,M,-2147483648,2005-12-12,Thomas Weisel Partners,12 month,5,outperform,54.0
5,5,5,-0.0,M,-2147483648,2005-12-12,Prudential Equity Group Inc,Not Provided,5,overweight,60.0
6,6,6,-0.0,M,-2147483648,2005-12-09,Lehman Brothers,Not Provided,5,overwt/neutral,54.0
7,7,7,-0.0,M,-2147483648,2005-12-09,Goldman Sachs,Not Provided,5,outperform,-0.0
8,8,8,-0.0,M,-2147483648,2005-12-09,Leerink Partners LLC,Not Provided,5,outperform,-0.0
9,9,9,-0.0,M,-2147483648,2005-12-09,Wells Fargo Securities,Not Provided,5,outperform,-0.0
10,10,10,-0.0,M,-2147483648,2005-12-09,JMP Securities,12 month,4,market outperform,55.0
11,11,11,-0.0,M,-2147483648,2005-12-06,Cowen,Not Provided,-2147483648,no rating system,-0.0
12,12,12,-0.0,M,-2147483648,2005-11-09,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
13,13,13,-0.0,M,-2147483648,2005-11-09,J.P. Morgan,Not Provided,5,overweight,-0.0
14,14,14,-0.0,M,-2147483648,2005-11-08,"Broadpoint Capital, Inc",Not Provided,5,strong buy,56.0
15,15,15,-0.0,M,-2147483648,2005-11-08,Southwest Securities,12 month,5,strong buy,55.0
16,16,16,-0.0,M,-2147483648,2005-11-08,Raymond James,12 month,5,outperform,56.0
17,17,17,-0.0,M,-2147483648,2005-11-08,Susquehanna Financial,Not Provided,4,Positive,-0.0
18,18,18,-0.0,D,-2147483648,2005-11-07,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
19,19,19,-0.0,M,-2147483648,2005-08-31,EVA Dimensions,Not Provided,5,strong buy,-0.0
20,20,20,-0.0,N,-2147483648,2005-08-09,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.0
21,21,21,-0.0,M,-2147483648,2005-07-05,First Analysis Corp,Not Provided,5,overweight,-0.0
22,22,22,-0.0,M,-2147483648,2006-01-23,Cowen,Not Provided,-2147483648,no rating system,-0.0
23,23,23,-0.0,M,-2147483648,2006-01-17,Leerink Partners LLC,Not Provided,5,outperform,-0.0
24,24,24,-0.0,M,-2147483648,2006-01-13,EVA Dimensions,Not Provided,5,strong buy,-0.0
25,25,25,-0.0,M,-2147483648,2006-01-09,Lehman Brothers,Not Provided,5,overwt/neutral,57.0
26,26,26,-0.0,M,-2147483648,2006-01-08,"Broadpoint Capital, Inc",Not Provided,3,neutral,-0.0
27,27,27,-0.0,M,-2147483648,2006-01-04,Wells Fargo Securities,Not Provided,5,outperform,-0.0
28,28,28,-0.0,N,-2147483648,2005-12-19,William Blair & Co,Not Provided,5,outperform,-0.0
29,29,29,-0.0,M,-2147483648,2005-12-15,SunTrust Robinson Humphrey,Not Provided,5,buy,54.0
30,30,30,-0.0,M,-2147483648,2005-12-13,Credit Suisse,12 month,5,outperform,56.0
31,31,31,-0.0,M,-2147483648,2005-12-12,UBS,12 month,5,buy 2,62.0
32,32,32,-0.0,M,-2147483648,2005-12-12,Thomas Weisel Partners,12 month,5,outperform,54.0
33,33,33,-0.0,M,-2147483648,2005-12-12,Prudential Equity Group Inc,Not Provided,5,overweight,60.0
34,34,34,-0.0,M,-2147483648,2005-12-09,Goldman Sachs,Not Provided,5,outperform,-0.0
35,35,35,-0.0,M,-2147483648,2005-12-09,JMP Securities,12 month,4,market outperform,55.0
36,36,36,-0.0,M,-2147483648,2005-11-09,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
37,37,37,-0.0,M,-2147483648,2005-11-09,J.P. Morgan,Not Provided,5,overweight,-0.0
38,38,38,-0.0,M,-2147483648,2005-11-08,Raymond James,12 month,5,outperform,56.0
39,39,39,-0.0,M,-2147483648,2005-11-08,Susquehanna Financial,Not Provided,4,Positive,-0.0
