,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,0,0,-0.0,M,-2147483648,2005-12-23,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
1,1,1,-0.0,M,-2147483648,2005-12-22,Prudential Equity Group Inc,12 month,3,neutral weight,38.0
2,2,2,-0.0,D,-2147483648,2005-12-19,Barrington Research,Not Provided,3,market perform,-0.0
3,3,3,-0.0,M,-2147483648,2005-12-02,Credit Suisse,12 month,3,neutral,32.0
4,4,4,-0.0,M,-2147483648,2005-11-17,EVA Dimensions,Not Provided,3,hold,-0.0
5,5,5,-0.0,M,-2147483648,2005-10-14,BMO Capital Markets,Not Provided,3,neutral,39.0
6,6,6,-0.0,M,-2147483648,2005-10-13,Bear Stearns & Co,Not Provided,5,outperform,40.0
7,7,7,-0.0,M,-2147483648,2005-10-11,Lehman Brothers,12 month,1,underwt/negative,26.0
8,8,8,-0.0,M,-2147483648,2005-09-28,A.G. Edwards & Sons Inc,Not Provided,5,buy,48.0
9,9,9,-0.0,M,-2147483648,2005-09-28,UBS,12 month,3,neutral 2,37.0
10,10,10,-0.0,M,-2147483648,2005-09-15,Goldman Sachs,Not Provided,1,underperf/cautious,-0.0
11,11,11,-0.0,M,-2147483648,2005-06-15,Morgan Stanley,Not Provided,5,Overwt/Attractive,44.0
12,12,12,-0.0,M,-2147483648,2006-02-01,A.G. Edwards & Sons Inc,Not Provided,5,buy,48.0
13,13,13,-0.0,M,-2147483648,2006-02-01,Prudential Equity Group Inc,12 month,3,neutral weight,38.0
14,14,14,-0.0,M,-2147483648,2006-01-25,UBS,12 month,3,neutral 2,35.0
15,15,15,-0.0,M,-2147483648,2006-01-24,BMO Capital Markets,Not Provided,3,neutral,32.0
16,16,16,-0.0,M,-2147483648,2006-01-20,Morgan Stanley,Not Provided,5,Overwt/Attractive,38.0
17,17,17,-0.0,M,-2147483648,2006-01-20,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
18,18,18,-0.0,D,-2147483648,2006-01-05,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
19,19,19,-0.0,D,-2147483648,2005-12-19,Barrington Research,Not Provided,3,market perform,-0.0
20,20,20,-0.0,M,-2147483648,2005-12-02,Credit Suisse,12 month,3,neutral,32.0
21,21,21,-0.0,M,-2147483648,2005-11-17,EVA Dimensions,Not Provided,3,hold,-0.0
22,22,22,-0.0,M,-2147483648,2005-10-11,Lehman Brothers,12 month,1,underwt/negative,26.0
23,23,23,-0.0,M,-2147483648,2005-09-15,Goldman Sachs,Not Provided,1,underperf/cautious,-0.0
24,24,24,-0.0,M,-2147483648,2006-02-10,Prudential Equity Group Inc,12 month,3,neutral weight,38.0
25,25,25,-0.0,M,-2147483648,2006-02-02,Lehman Brothers,12 month,1,underwt/negative,24.0
26,26,26,-0.0,M,-2147483648,2006-02-02,UBS,12 month,3,neutral 2,33.0
27,27,27,-0.0,M,-2147483648,2006-02-02,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
28,28,28,-0.0,M,-2147483648,2006-02-01,A.G. Edwards & Sons Inc,Not Provided,5,buy,48.0
29,29,29,-0.0,M,-2147483648,2006-01-24,BMO Capital Markets,Not Provided,3,neutral,32.0
30,30,30,-0.0,M,-2147483648,2006-01-20,Morgan Stanley,Not Provided,5,Overwt/Attractive,38.0
31,31,31,-0.0,D,-2147483648,2006-01-05,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
32,32,32,-0.0,D,-2147483648,2005-12-19,Barrington Research,Not Provided,3,market perform,-0.0
33,33,33,-0.0,M,-2147483648,2005-12-02,Credit Suisse,12 month,3,neutral,32.0
34,34,34,-0.0,M,-2147483648,2005-11-17,EVA Dimensions,Not Provided,3,hold,-0.0
35,35,35,-0.0,M,-2147483648,2005-09-15,Goldman Sachs,Not Provided,1,underperf/cautious,-0.0
36,36,36,-0.0,M,-2147483648,2006-03-16,BMO Capital Markets,Not Provided,3,neutral,32.0
37,37,37,-0.0,M,-2147483648,2006-03-16,Prudential Equity Group Inc,12 month,3,neutral weight,37.0
38,38,38,-0.0,U,-2147483648,2006-03-03,EVA Dimensions,Not Provided,5,buy,-0.0
39,39,39,-0.0,M,-2147483648,2006-02-02,Lehman Brothers,12 month,1,underwt/negative,24.0
40,40,40,-0.0,M,-2147483648,2006-02-02,UBS,12 month,3,neutral 2,33.0
41,41,41,-0.0,M,-2147483648,2006-02-02,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
42,42,42,-0.0,M,-2147483648,2006-02-01,A.G. Edwards & Sons Inc,Not Provided,5,buy,48.0
43,43,43,-0.0,M,-2147483648,2006-01-20,Morgan Stanley,Not Provided,5,Overwt/Attractive,38.0
44,44,44,-0.0,D,-2147483648,2006-01-05,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
45,45,45,-0.0,D,-2147483648,2005-12-19,Barrington Research,Not Provided,3,market perform,-0.0
46,46,46,-0.0,M,-2147483648,2005-12-02,Credit Suisse,12 month,3,neutral,32.0
47,47,47,-0.0,M,-2147483648,2005-09-15,Goldman Sachs,Not Provided,1,underperf/cautious,-0.0
48,48,48,-0.0,M,-2147483648,2006-04-28,Morgan Stanley,Not Provided,5,Overwt/Attractive,33.0
49,49,49,-0.0,M,-2147483648,2006-04-17,BMO Capital Markets,Not Provided,3,neutral,30.0
50,50,50,-0.0,M,-2147483648,2006-04-17,UBS,12 month,3,neutral 2,32.0
51,51,51,-0.0,M,-2147483648,2006-04-17,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
52,52,52,-0.0,M,-2147483648,2006-04-17,Prudential Equity Group Inc,12 month,3,neutral weight,37.0
53,53,53,-0.0,N,-2147483648,2006-04-11,Credit Suisse,12 month,3,neutral,29.0
54,54,54,-0.0,U,-2147483648,2006-03-03,EVA Dimensions,Not Provided,5,buy,-0.0
55,55,55,-0.0,M,-2147483648,2006-02-02,Lehman Brothers,12 month,1,underwt/negative,24.0
56,56,56,-0.0,M,-2147483648,2006-02-01,A.G. Edwards & Sons Inc,Not Provided,5,buy,48.0
57,57,57,-0.0,D,-2147483648,2006-01-05,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
58,58,58,-0.0,D,-2147483648,2005-12-19,Barrington Research,Not Provided,3,market perform,-0.0
59,59,59,-0.0,M,-2147483648,2005-09-15,Goldman Sachs,Not Provided,1,underperf/cautious,-0.0
60,60,60,-0.0,M,-2147483648,2006-06-01,Morgan Stanley,Not Provided,5,Overwt/In-Line,33.0
61,61,61,-0.0,M,-2147483648,2006-05-31,BMO Capital Markets,Not Provided,3,neutral,33.0
62,62,62,-0.0,M,-2147483648,2006-05-31,Lehman Brothers,12 month,1,underwt/negative,22.0
63,63,63,-0.0,M,-2147483648,2006-05-31,Credit Suisse,12 month,3,neutral,32.0
64,64,64,-0.0,M,-2147483648,2006-05-31,UBS,12 month,3,neutral 2,34.0
65,65,65,-0.0,M,-2147483648,2006-05-31,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
66,66,66,-0.0,M,-2147483648,2006-05-31,Prudential Equity Group Inc,Not Provided,5,overweight,37.0
67,67,67,-0.0,D,-2147483648,2006-05-10,EVA Dimensions,Not Provided,3,hold,-0.0
68,68,68,-0.0,M,-2147483648,2006-02-01,A.G. Edwards & Sons Inc,Not Provided,5,buy,48.0
69,69,69,-0.0,D,-2147483648,2006-01-05,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
70,70,70,-0.0,D,-2147483648,2005-12-19,Barrington Research,Not Provided,3,market perform,-0.0
71,71,71,-0.0,M,-2147483648,2005-09-15,Goldman Sachs,Not Provided,1,underperf/cautious,-0.0
72,72,72,-0.0,M,-2147483648,2006-06-27,Credit Suisse,12 month,5,outperform,40.0
73,73,73,-0.0,M,-2147483648,2006-06-27,Barrington Research,Not Provided,3,market perform,-0.0
74,74,74,-0.0,M,-2147483648,2006-06-23,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
75,75,75,-0.0,M,-2147483648,2006-06-23,Benchmark Company LLC,Not Provided,5,buy,34.0
76,76,76,-0.0,M,-2147483648,2006-06-19,Prudential Equity Group Inc,Not Provided,5,overweight,37.0
77,77,77,-0.0,M,-2147483648,2006-06-16,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
78,78,78,-0.0,M,-2147483648,2006-06-15,UBS,12 month,3,neutral 2,34.0
79,79,79,-0.0,D,-2147483648,2006-06-02,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
80,80,80,-0.0,M,-2147483648,2006-05-31,BMO Capital Markets,Not Provided,3,neutral,33.0
81,81,81,-0.0,M,-2147483648,2006-05-31,Lehman Brothers,12 month,1,underwt/negative,22.0
82,82,82,-0.0,D,-2147483648,2006-05-10,EVA Dimensions,Not Provided,3,hold,-0.0
83,83,83,-0.0,M,-2147483648,2006-02-01,A.G. Edwards & Sons Inc,Not Provided,5,buy,48.0
84,84,84,-0.0,D,-2147483648,2006-01-05,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
85,85,85,-0.0,D,-2147483648,2006-07-14,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
86,86,86,-0.0,M,-2147483648,2006-07-14,Credit Suisse,12 month,5,outperform,40.0
87,87,87,-0.0,M,-2147483648,2006-07-14,Barrington Research,Not Provided,3,market perform,-0.0
88,88,88,-0.0,M,-2147483648,2006-07-14,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
