,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2012-01-26,Barclays,Not Provided,5,overwt/neutral,20.0,0.0
1,1,-0.0,M,-2147483648,2012-01-20,Susquehanna Financial,12 month,3,neutral,15.0,1.0
2,2,-0.0,M,-2147483648,2012-02-28,Barclays,Not Provided,5,overwt/neutral,24.0,2.0
3,3,-0.0,M,-2147483648,2012-02-24,"Capital One Securities, Inc.",Not Provided,5,strong buy,26.0,3.0
4,4,-0.0,N,-2147483648,2012-02-21,BNP Paribas Equity Research,Not Provided,3,hold,-0.0,4.0
5,5,-0.0,N,-2147483648,2012-02-17,Cowen,Not Provided,5,buy,24.0,5.0
6,6,-0.0,M,-2147483648,2012-02-16,Susquehanna Financial,12 month,3,neutral,15.0,6.0
7,7,-0.0,M,-2147483648,2012-03-27,"Capital One Securities, Inc.",Not Provided,5,strong buy,26.0,7.0
8,8,-0.0,N,-2147483648,2012-03-26,Tudor Pickering & Co,Not Provided,3,hold,27.0,8.0
9,9,-0.0,N,-2147483648,2012-03-08,J.P. Morgan,6 month,3,neutral,19.5,9.0
10,10,-0.0,M,-2147483648,2012-03-07,Cowen,12 month,5,buy,24.0,10.0
11,11,-0.0,N,-2147483648,2012-03-05,EVA Dimensions,Not Provided,1,underweight,-0.0,11.0
12,12,-0.0,M,-2147483648,2012-02-28,Barclays,Not Provided,5,overwt/neutral,24.0,12.0
13,13,-0.0,N,-2147483648,2012-02-21,BNP Paribas Equity Research,Not Provided,3,hold,-0.0,13.0
14,14,-0.0,M,-2147483648,2012-02-16,Susquehanna Financial,12 month,3,neutral,15.0,14.0
15,15,-0.0,M,-2147483648,2012-05-01,"Capital One Securities, Inc.",Not Provided,5,strong buy,27.0,15.0
16,16,-0.0,M,-2147483648,2012-04-23,Susquehanna Financial,12 month,3,neutral,14.0,16.0
17,17,-0.0,M,-2147483648,2012-04-19,Barclays,Not Provided,5,overwt/neutral,24.0,17.0
18,18,-0.0,M,-2147483648,2012-04-09,Cowen,Not Provided,5,buy,24.0,18.0
19,19,-0.0,M,-2147483648,2012-04-02,BNP Paribas Equity Research,Not Provided,3,hold,-0.0,19.0
20,20,-0.0,N,-2147483648,2012-03-26,Tudor Pickering & Co,Not Provided,3,hold,27.0,20.0
