,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,N,-2147483648,2015-07-01,Credit Suisse,Not Provided,5,outperform,68.55,0.0
1,1,-0.0,M,-2147483648,2015-07-01,Jefferies,12 month,5,buy,75.77,1.0
2,2,-0.0,M,-2147483648,2015-07-01,Wells Fargo Securities,Not Provided,3,market perform,-0.0,2.0
3,3,-0.0,M,-2147483648,2015-05-04,Barclays,Not Provided,5,overweight,73.06,3.0
4,4,-0.0,M,-2147483648,2015-07-31,BMO Capital Markets,Not Provided,5,outperform,65.84,4.0
5,5,-0.0,M,-2147483648,2015-07-31,D.A. Davidson & Co,Not Provided,3,neutral,58.63,5.0
6,6,-0.0,M,-2147483648,2015-07-31,Buckingham Research Group,12 month,3,neutral,63.14,6.0
7,7,-0.0,M,-2147483648,2015-07-31,"Morningstar, Inc",Not Provided,3,hold,-0.0,7.0
8,8,-0.0,M,-2147483648,2015-07-30,Goldman Sachs,12 month,5,Buy/Neutral,68.55,8.0
9,9,-0.0,M,-2147483648,2015-07-30,RBC Capital Markets,12 month,3,sector perform,59.53,9.0
10,10,-0.0,M,-2147483648,2015-07-30,Credit Suisse,Not Provided,5,outperform,68.55,10.0
11,11,-0.0,M,-2147483648,2015-07-30,KeyBanc Capital Markets,12 month,5,overweight,63.14,11.0
12,12,-0.0,M,-2147483648,2015-07-30,Wells Fargo Securities,Not Provided,3,market perform,-0.0,12.0
13,13,-0.0,M,-2147483648,2015-07-29,Jefferies,12 month,5,buy,75.77,13.0
14,14,-0.0,M,-2147483648,2015-07-27,Longbow Research,Not Provided,3,neutral,-0.0,14.0
15,15,-0.0,M,-2147483648,2015-07-15,Barclays,Not Provided,5,overweight,69.45,15.0
16,16,-0.0,N,-2147483648,2015-07-08,EVA Dimensions,Not Provided,5,buy,-0.0,16.0
17,17,-0.0,N,-2147483648,2015-07-06,Macquarie,12 month,3,neutral,57.73,17.0
18,18,-0.0,M,-2147483648,2015-07-06,Eight Capital,Not Provided,5,buy,61.33,18.0
19,19,-0.0,M,-2147483648,2015-08-31,RBC Capital Markets,12 month,3,sector perform,59.53,19.0
20,20,-0.0,M,-2147483648,2015-08-31,Buckingham Research Group,12 month,5,buy,60.43,20.0
21,21,-0.0,M,-2147483648,2015-08-31,Longbow Research,Not Provided,3,neutral,-0.0,21.0
22,22,-0.0,D,-2147483648,2015-08-28,"Morningstar, Inc",Not Provided,3,hold,-0.0,22.0
23,23,-0.0,M,-2147483648,2015-08-26,KeyBanc Capital Markets,12 month,5,overweight,63.14,23.0
24,24,-0.0,M,-2147483648,2015-08-26,Eight Capital,Not Provided,5,buy,61.33,24.0
25,25,-0.0,M,-2147483648,2015-08-24,Credit Suisse,Not Provided,5,outperform,66.75,25.0
26,26,-0.0,M,-2147483648,2015-08-19,Wells Fargo Securities,Not Provided,5,outperform,-0.0,26.0
27,27,-0.0,M,-2147483648,2015-08-18,ERA Forest Products Research,Not Provided,3,sector perform,58.63,27.0
28,28,-0.0,M,-2147483648,2015-08-13,Jefferies,12 month,5,buy,71.26,28.0
29,29,-0.0,M,-2147483648,2015-08-11,BMO Capital Markets,Not Provided,5,outperform,65.84,29.0
30,30,-0.0,M,-2147483648,2015-08-03,Barclays,Not Provided,5,overweight,69.45,30.0
31,31,-0.0,M,-2147483648,2015-07-31,D.A. Davidson & Co,Not Provided,3,neutral,58.63,31.0
32,32,-0.0,M,-2147483648,2015-07-30,Goldman Sachs,12 month,5,Buy/Neutral,68.55,32.0
33,33,-0.0,N,-2147483648,2015-07-08,EVA Dimensions,Not Provided,5,buy,-0.0,33.0
34,34,-0.0,M,-2147483648,2015-09-29,D.A. Davidson & Co,18 month,3,neutral,58.63,34.0
35,35,-0.0,M,-2147483648,2015-09-28,Buckingham Research Group,12 month,5,buy,60.43,35.0
36,36,-0.0,M,-2147483648,2015-09-28,"Morningstar, Inc",Not Provided,5,buy,-0.0,36.0
37,37,-0.0,M,-2147483648,2015-09-25,Jefferies,Not Provided,5,buy,67.65,37.0
38,38,-0.0,M,-2147483648,2015-09-22,RBC Capital Markets,12 month,3,sector perform,59.53,38.0
39,39,-0.0,M,-2147483648,2015-09-17,Wells Fargo Securities,Not Provided,5,outperform,-0.0,39.0
40,40,-0.0,M,-2147483648,2015-09-16,BMO Capital Markets,Not Provided,5,outperform,65.84,40.0
41,41,-0.0,D,-2147483648,2015-09-16,KeyBanc Capital Markets,Not Provided,3,sector weight,-0.0,41.0
42,42,-0.0,M,-2147483648,2015-09-16,Longbow Research,12 month,5,buy,62.24,42.0
43,43,-0.0,M,-2147483648,2015-09-14,Credit Suisse,Not Provided,5,outperform,66.75,43.0
44,44,-0.0,M,-2147483648,2015-09-14,Eight Capital,Not Provided,5,buy,61.33,44.0
45,45,-0.0,M,-2147483648,2015-08-18,ERA Forest Products Research,Not Provided,3,sector perform,58.63,45.0
46,46,-0.0,M,-2147483648,2015-08-03,Barclays,Not Provided,5,overweight,69.45,46.0
47,47,-0.0,M,-2147483648,2015-07-30,Goldman Sachs,12 month,5,Buy/Neutral,68.55,47.0
48,48,-0.0,N,-2147483648,2015-07-08,EVA Dimensions,Not Provided,5,buy,-0.0,48.0
49,49,-0.0,M,-2147483648,2015-10-29,BMO Capital Markets,Not Provided,5,outperform,65.84,49.0
50,50,-0.0,M,-2147483648,2015-10-27,Longbow Research,12 month,5,buy,62.24,50.0
51,51,-0.0,M,-2147483648,2015-10-26,Buckingham Research Group,12 month,5,buy,60.43,51.0
52,52,-0.0,M,-2147483648,2015-10-26,Eight Capital,12 month,5,buy,61.33,52.0
53,53,-0.0,M,-2147483648,2015-10-21,RBC Capital Markets,12 month,3,sector perform,54.12,53.0
54,54,-0.0,M,-2147483648,2015-10-20,Goldman Sachs,12 month,5,Buy/Neutral,66.75,54.0
55,55,-0.0,M,-2147483648,2015-10-19,Wells Fargo Securities,Not Provided,5,outperform,-0.0,55.0
56,56,-0.0,N,-2147483648,2015-10-16,Spin-Off Research,Not Provided,3,neutral,48.71,56.0
