Date,Firm Name,Period,Rating,Recommendation,Target Price
2013-05-13,EVA Dimensions,Not Provided,1.0,underweight,-0.0
2013-06-14,R.W. Pressprich & Co,Not Provided,4.0,undervalued,-0.0
2013-06-19,CRT Capital Group,Not Provided,-2147483648.0,not rated,-0.0
2013-06-21,Macquarie,12 month,1.0,underperform,14.3
2013-07-01,Lazard Capital Markets,Not Provided,3.0,neutral,-0.0
2013-07-11,WhiteSand Research LLC,12 month,4.0,undervalued,22.64
2013-08-19,UBS,12 month,5.0,buy,19.0
2013-08-26,Gabelli & Co,Not Provided,5.0,buy,-0.0
2013-09-03,S&P Capital IQ,Not Provided,5.0,buy,-0.0
2013-09-23,J.P. Morgan,12 month,3.0,neutral,16.0
2013-09-24,Credit Suisse,Not Provided,5.0,outperform,22.0
2013-09-30,Morgan Stanley,12 month,3.0,Equalwt/Attractive,16.0
2013-09-30,Evercore ISI,12 month,3.0,equalweight,18.0
2013-10-03,Wells Fargo Securities,Not Provided,5.0,outperform,-0.0
2013-10-23,Guggenheim Securities,12 month,3.0,neutral,19.0
2013-10-30,Wells Fargo Securities,Not Provided,5.0,outperform,-0.0
2013-11-05,FBR Capital Markets,12 month,3.0,market perform,18.5
2013-11-11,J.P. Morgan,9 month,3.0,neutral,16.0
2013-11-11,Guggenheim Securities,12 month,3.0,neutral,19.0
2013-11-12,FBR Capital Markets,12 month,3.0,market perform,18.5
2013-11-12,Morgan Stanley,12 month,3.0,Equalwt/Attractive,16.0
2013-11-12,Credit Suisse,Not Provided,3.0,neutral,18.5
2013-11-12,Wells Fargo Securities,Not Provided,5.0,outperform,-0.0
2013-11-12,S&P Capital IQ,12 month,5.0,buy,20.0
2013-11-12,Gabelli & Co,Not Provided,5.0,buy,-0.0
2013-11-13,Macquarie,12 month,1.0,underperform,15.05
2013-11-13,Evercore ISI,12 month,3.0,equalweight,18.0
2013-11-13,R.F. Lafferty & Co,Not Provided,5.0,buy,-0.0
2013-11-14,EVA Dimensions,Not Provided,5.0,overweight,-0.0
2013-11-20,EVA Dimensions,Not Provided,5.0,overweight,-0.0
2013-11-28,EVA Dimensions,Not Provided,5.0,overweight,-0.0
