Date,Firm Name,Period,Rating,Recommendation,Target Price
2005-12-23,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
2005-12-22,UBS,12 month,3,neutral 2,30.0
2005-12-22,Prudential Equity Group Inc,12 month,1,underweight,23.0
2005-12-07,Credit Suisse,12 month,3,neutral,33.0
2005-10-26,EVA Dimensions,Not Provided,1,sell,-0.0
2005-10-20,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
2005-10-20,Barclays,Not Provided,3,equalwt/negative,25.0
2005-10-19,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2005-08-18,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
2005-06-22,Goldman Sachs,Not Provided,3,in-line,-0.0
2004-09-21,J.P. Morgan,Not Provided,3,neutral,-0.0
2004-07-15,Argus Research Corp,Not Provided,3,hold,-0.0
2006-01-26,Argus Research Corp,Not Provided,5,buy,-0.0
2006-01-25,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
2006-01-25,UBS,12 month,3,neutral 2,30.0
2006-01-25,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
2006-01-24,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-01-24,Prudential Equity Group Inc,12 month,1,underweight,24.0
2005-12-07,Credit Suisse,12 month,3,neutral,33.0
2005-10-26,EVA Dimensions,Not Provided,1,sell,-0.0
2005-10-20,Barclays,Not Provided,3,equalwt/negative,25.0
2005-08-18,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
2005-06-22,Goldman Sachs,Not Provided,3,in-line,-0.0
2004-09-21,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-02-17,EVA Dimensions,Not Provided,1,sell,-0.0
2006-02-14,Prudential Equity Group Inc,12 month,1,underweight,24.0
2006-02-09,Barclays,Not Provided,3,equalwt/negative,24.0
2006-01-26,Argus Research Corp,Not Provided,5,buy,-0.0
2006-01-25,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
2006-01-25,UBS,12 month,3,neutral 2,30.0
2006-01-25,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
2006-01-24,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2005-12-07,Credit Suisse,12 month,3,neutral,33.0
2005-08-18,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
2005-06-22,Goldman Sachs,Not Provided,3,in-line,-0.0
2004-09-21,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-03-23,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
2006-03-23,Prudential Equity Group Inc,12 month,1,underweight,23.0
2006-03-23,Barclays,Not Provided,3,equalwt/negative,22.0
2006-02-17,EVA Dimensions,Not Provided,1,sell,-0.0
2006-01-26,Argus Research Corp,Not Provided,5,buy,-0.0
2006-01-25,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
2006-01-25,UBS,12 month,3,neutral 2,30.0
2006-01-24,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2005-12-07,Credit Suisse,12 month,3,neutral,33.0
2005-08-18,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
2005-06-22,Goldman Sachs,Not Provided,3,in-line,-0.0
2004-09-21,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-04-18,UBS,12 month,3,neutral 2,28.0
2006-04-17,Credit Suisse,12 month,3,neutral,27.0
2006-04-17,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
2006-04-17,Prudential Equity Group Inc,12 month,1,underweight,23.0
2006-04-17,Barclays,Not Provided,3,equalwt/negative,21.0
2006-04-13,Morgan Stanley,Not Provided,3,Equalwt/Attractive,-0.0
2006-02-17,EVA Dimensions,Not Provided,1,sell,-0.0
2006-01-26,Argus Research Corp,Not Provided,5,buy,-0.0
2006-01-24,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2005-08-18,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
2005-06-22,Goldman Sachs,Not Provided,3,in-line,-0.0
2004-09-21,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-06-01,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
2006-05-30,Barclays,Not Provided,3,equalwt/negative,20.0
2006-05-18,Prudential Equity Group Inc,12 month,1,underweight,23.0
2006-05-18,EVA Dimensions,Not Provided,1,sell,-0.0
2006-05-17,Credit Suisse,12 month,3,neutral,27.0
2006-05-04,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-04-18,UBS,12 month,3,neutral 2,28.0
2006-04-17,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
2006-01-26,Argus Research Corp,Not Provided,5,buy,-0.0
2005-08-18,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
2005-06-22,Goldman Sachs,Not Provided,3,in-line,-0.0
2004-09-21,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-06-30,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-06-27,UBS,Not Provided,3,neutral 2,24.0
2006-06-26,Goldman Sachs,12 month,1,underperf/cautious,21.99
2006-06-23,Benchmark Company LLC,Not Provided,5,buy,27.0
2006-06-21,Prudential Equity Group Inc,12 month,1,underweight,23.0
2006-06-20,Credit Suisse,12 month,3,neutral,27.0
2006-06-01,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
2006-05-30,Barclays,Not Provided,3,equalwt/negative,20.0
2006-05-18,EVA Dimensions,Not Provided,1,sell,-0.0
2006-04-17,Thomas Weisel Partners,Not Provided,3,peerperform,-0.0
2006-01-26,Argus Research Corp,Not Provided,5,buy,-0.0
2005-08-18,Bear Stearns & Co,Not Provided,3,peerperform,-0.0
2004-09-21,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-07-19,UBS,Not Provided,3,neutral 2,26.0
