Date,Firm Name,Period,Rating,Recommendation,Target Price
2013-05-29,Morgan Stanley,12 month,5,Overwt/Attractive,38.0
2013-05-13,EVA Dimensions,Not Provided,1,underweight,-0.0
2013-05-09,Barclays,Not Provided,5,overweight,37.0
2013-07-01,J.P. Morgan,15 month,3,neutral,16.0
2013-07-01,Wells Fargo Securities,Not Provided,5,outperform,-0.0
2013-07-01,Lazard Capital Markets,Not Provided,3,neutral,-0.0
2013-06-27,Davenport & Co,12 month,5,buy,18.0
2013-06-21,Macquarie,12 month,1,underperform,14.3
2013-06-20,Spin-Off Research,Not Provided,3,hold,16.25
2013-06-19,CRT Capital Group,Not Provided,-2147483648,not rated,-0.0
2013-06-14,R.W. Pressprich & Co,Not Provided,4,undervalued,-0.0
2013-05-29,Morgan Stanley,12 month,5,Overwt/Attractive,38.0
2013-05-13,EVA Dimensions,Not Provided,1,underweight,-0.0
2013-05-09,Barclays,Not Provided,5,overweight,37.0
2013-07-23,Cowen,12 month,5,outperform,37.0
2013-07-19,Davenport & Co,Not Provided,5,buy,18.0
2013-07-19,Telsey Advisory Group,Not Provided,-2147483648,no rating system,19.0
2013-07-18,J.P. Morgan,15 month,3,neutral,15.0
2013-07-18,Gabelli & Co,Not Provided,5,buy,-0.0
2013-07-17,Credit Suisse,Not Provided,5,outperform,23.0
2013-07-15,Morgan Stanley,12 month,3,Equalwt/Attractive,16.0
2013-07-11,WhiteSand Research LLC,12 month,4,undervalued,22.64
2013-07-01,Wells Fargo Securities,Not Provided,5,outperform,-0.0
2013-07-01,Lazard Capital Markets,Not Provided,3,neutral,-0.0
2013-06-21,Macquarie,12 month,1,underperform,14.3
2013-06-19,CRT Capital Group,Not Provided,-2147483648,not rated,-0.0
2013-06-14,R.W. Pressprich & Co,Not Provided,4,undervalued,-0.0
2013-05-13,EVA Dimensions,Not Provided,1,underweight,-0.0
2013-08-26,Gabelli & Co,Not Provided,5,buy,-0.0
2013-08-19,UBS,12 month,5,buy,19.0
2013-08-08,Wells Fargo Securities,Not Provided,5,outperform,-0.0
2013-07-19,Davenport & Co,Not Provided,5,buy,18.0
2013-07-19,Telsey Advisory Group,Not Provided,-2147483648,no rating system,19.0
2013-07-18,J.P. Morgan,15 month,3,neutral,15.0
2013-07-17,Credit Suisse,Not Provided,5,outperform,23.0
2013-07-15,Morgan Stanley,12 month,3,Equalwt/Attractive,16.0
2013-07-11,WhiteSand Research LLC,12 month,4,undervalued,22.64
2013-07-01,Lazard Capital Markets,Not Provided,3,neutral,-0.0
2013-06-21,Macquarie,12 month,1,underperform,14.3
2013-06-19,CRT Capital Group,Not Provided,-2147483648,not rated,-0.0
2013-06-14,R.W. Pressprich & Co,Not Provided,4,undervalued,-0.0
2013-05-13,EVA Dimensions,Not Provided,1,underweight,-0.0
2013-09-30,Morgan Stanley,12 month,3,Equalwt/Attractive,16.0
2013-09-30,Evercore ISI,12 month,3,equalweight,18.0
2013-09-24,Credit Suisse,Not Provided,5,outperform,22.0
2013-09-23,J.P. Morgan,12 month,3,neutral,16.0
2013-09-12,Wells Fargo Securities,Not Provided,5,outperform,-0.0
2013-09-03,S&P Capital IQ,Not Provided,5,buy,-0.0
2013-08-26,Gabelli & Co,Not Provided,5,buy,-0.0
2013-08-19,UBS,12 month,5,buy,19.0
2013-07-11,WhiteSand Research LLC,12 month,4,undervalued,22.64
2013-07-01,Lazard Capital Markets,Not Provided,3,neutral,-0.0
2013-06-21,Macquarie,12 month,1,underperform,14.3
2013-06-19,CRT Capital Group,Not Provided,-2147483648,not rated,-0.0
2013-06-14,R.W. Pressprich & Co,Not Provided,4,undervalued,-0.0
2013-05-13,EVA Dimensions,Not Provided,1,underweight,-0.0
