Date,Firm Name,Period,Rating,Recommendation,Target Price
2005-11-07,Baird,Not Provided,3,neutral,9.04
2005-11-07,Barclays,Not Provided,3,equalwt/negative,8.25
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-10-12,Argus Research Corp,Not Provided,5,buy,-0.0
2005-08-31,EVA Dimensions,Not Provided,5,buy,-0.0
2005-07-29,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2005-07-14,UBS,Not Provided,3,neutral 1,9.43
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2005-01-05,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2003-05-27,Anderson & Strudwick,Not Provided,5,outperform,9.43
2006-02-01,Credit Suisse,12 month,3,neutral,8.25
2006-01-31,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-01-13,EVA Dimensions,Not Provided,5,buy,-0.0
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-11-07,Baird,Not Provided,3,neutral,9.04
2005-11-07,Barclays,Not Provided,3,equalwt/negative,8.25
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-10-12,Argus Research Corp,Not Provided,5,buy,-0.0
2005-07-29,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2005-07-14,UBS,Not Provided,3,neutral 1,9.43
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2006-02-10,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2006-02-07,Baird,Not Provided,3,neutral,9.04
2006-02-01,Credit Suisse,12 month,3,neutral,8.25
2006-01-31,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-01-13,EVA Dimensions,Not Provided,5,buy,-0.0
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-11-07,Barclays,Not Provided,3,equalwt/negative,8.25
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-10-12,Argus Research Corp,Not Provided,5,buy,-0.0
2005-07-14,UBS,Not Provided,3,neutral 1,9.43
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2006-03-14,EVA Dimensions,Not Provided,5,strong buy,-0.0
2006-03-10,Barclays,Not Provided,3,equalwt/negative,8.25
2006-02-10,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2006-02-07,Baird,Not Provided,3,neutral,9.04
2006-02-01,Credit Suisse,12 month,3,neutral,8.25
2006-01-31,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-10-12,Argus Research Corp,Not Provided,5,buy,-0.0
2005-07-14,UBS,Not Provided,3,neutral 1,9.43
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2006-04-19,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-04-06,Credit Suisse,12 month,1,underperform,8.25
2006-03-14,EVA Dimensions,Not Provided,5,strong buy,-0.0
2006-03-10,Barclays,Not Provided,3,equalwt/negative,8.25
2006-02-10,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2006-02-07,Baird,Not Provided,3,neutral,9.04
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-10-12,Argus Research Corp,Not Provided,5,buy,-0.0
2005-07-14,UBS,Not Provided,3,neutral 1,9.43
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2006-05-09,EVA Dimensions,Not Provided,5,strong buy,-0.0
2006-05-04,Baird,Not Provided,3,neutral,9.04
2006-05-04,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2006-05-03,Credit Suisse,12 month,1,underperform,8.25
2006-04-19,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-03-10,Barclays,Not Provided,3,equalwt/negative,8.25
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-10-12,Argus Research Corp,Not Provided,5,buy,-0.0
2005-07-14,UBS,Not Provided,3,neutral 1,9.43
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2006-06-30,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-05-09,EVA Dimensions,Not Provided,5,strong buy,-0.0
2006-05-04,Baird,Not Provided,3,neutral,9.04
2006-05-04,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2006-05-03,Credit Suisse,12 month,1,underperform,8.25
2006-04-19,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-03-10,Barclays,Not Provided,3,equalwt/negative,8.25
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-10-12,Argus Research Corp,Not Provided,5,buy,-0.0
2005-07-14,UBS,Not Provided,3,neutral 1,9.43
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2006-07-13,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-06-30,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-05-09,EVA Dimensions,Not Provided,5,strong buy,-0.0
2006-05-04,Baird,Not Provided,3,neutral,9.04
2006-05-04,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2006-05-03,Credit Suisse,12 month,1,underperform,8.25
2006-03-10,Barclays,Not Provided,3,equalwt/negative,8.25
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-10-12,Argus Research Corp,Not Provided,5,buy,-0.0
2005-07-14,UBS,Not Provided,3,neutral 1,9.43
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2006-08-08,EVA Dimensions,Not Provided,5,strong buy,-0.0
2006-08-03,Credit Suisse,12 month,1,underperform,8.25
2006-08-03,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2006-08-03,Barclays,Not Provided,3,equalwt/negative,7.86
2006-07-13,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-06-30,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-05-04,Baird,Not Provided,3,neutral,9.04
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-10-12,Argus Research Corp,Not Provided,5,buy,-0.0
2005-07-14,UBS,Not Provided,3,neutral 1,9.43
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2006-08-08,EVA Dimensions,Not Provided,5,strong buy,-0.0
2006-08-03,Credit Suisse,12 month,1,underperform,8.25
2006-08-03,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2006-08-03,Barclays,Not Provided,3,equalwt/negative,7.86
2006-07-13,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-06-30,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-05-04,Baird,Not Provided,3,neutral,9.04
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-10-12,Argus Research Corp,Not Provided,5,buy,-0.0
2005-07-14,UBS,Not Provided,3,neutral 1,9.43
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2006-10-31,EVA Dimensions,Not Provided,5,strong buy,-0.0
2006-08-03,Credit Suisse,12 month,1,underperform,8.25
2006-08-03,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2006-08-03,Barclays,Not Provided,3,equalwt/negative,7.86
2006-07-13,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-06-30,J.P. Morgan,Not Provided,3,neutral,-0.0
2006-05-04,Baird,Not Provided,3,neutral,9.04
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-10-12,Argus Research Corp,Not Provided,5,buy,-0.0
2005-07-14,UBS,Not Provided,3,neutral 1,9.43
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2006-11-08,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2006-11-06,Argus Research Corp,Not Provided,3,hold,-0.0
2006-11-06,J.P. Morgan,Not Provided,1,underweight,-0.0
2006-11-06,EVA Dimensions,Not Provided,5,buy,-0.0
2006-11-03,UBS,Not Provided,3,neutral 1,9.43
2006-11-03,Baird,Not Provided,3,neutral,9.43
2006-11-02,Barclays,Not Provided,3,equalwt/negative,8.25
2006-08-03,Credit Suisse,12 month,1,underperform,8.25
2006-07-13,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-11-04,Edward Jones,Not Provided,3,hold,-0.0
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2006-12-11,Edward Jones,Not Provided,3,hold,-0.0
2006-11-08,Wells Fargo Securities,Not Provided,3,market perform,-0.0
2006-11-06,Argus Research Corp,Not Provided,3,hold,-0.0
2006-11-06,J.P. Morgan,Not Provided,1,underweight,-0.0
2006-11-06,EVA Dimensions,Not Provided,5,buy,-0.0
2006-11-03,UBS,Not Provided,3,neutral 1,9.43
2006-11-03,Baird,Not Provided,3,neutral,9.43
2006-11-02,Barclays,Not Provided,3,equalwt/negative,8.25
2006-08-03,Credit Suisse,12 month,1,underperform,8.25
2006-07-13,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-01-05,Anderson & Strudwick,12 month,5,outperform,10.61
2005-05-30,KeyBanc Capital Markets,Not Provided,3,hold,-0.0
2007-01-31,UBS,Not Provided,3,neutral 1,10.22
2007-01-31,Baird,Not Provided,3,neutral,9.43
2007-01-31,Wells Fargo Securities,18 month,3,market perform,10.22
2006-12-11,Edward Jones,Not Provided,3,hold,-0.0
2006-11-06,Argus Research Corp,Not Provided,3,hold,-0.0
2006-11-06,J.P. Morgan,Not Provided,1,underweight,-0.0
2006-11-06,EVA Dimensions,Not Provided,5,buy,-0.0
2006-11-02,Barclays,Not Provided,3,equalwt/negative,8.25
2006-08-03,Credit Suisse,12 month,1,underperform,8.25
