Date,Firm Name,Period,Rating,Recommendation,Target Price
2013-11-26,Imperial Capital LLC,12 month,3,in-line,50.0
2013-11-19,Spin-Off Research,Not Provided,3,hold,45.0
2013-12-30,Bernstein,12 month,3,market perform,44.0
2013-12-10,Credit Suisse,Not Provided,5,outperform,48.0
2013-12-09,EVA Dimensions,Not Provided,5,buy,-0.0
2013-12-05,Spin-Off Research,Not Provided,3,hold,45.0
2013-11-26,Imperial Capital LLC,12 month,3,in-line,50.0
2014-01-30,Bernstein,12 month,5,outperform,58.0
2014-01-17,MKM Partners,12 month,5,buy,54.0
2014-01-16,S&P Capital IQ,12 month,5,buy,52.0
2014-01-15,Credit Suisse,Not Provided,5,outperform,48.0
2014-01-15,Imperial Capital LLC,12 month,3,in-line,50.0
2013-12-09,EVA Dimensions,Not Provided,5,buy,-0.0
2013-12-05,Spin-Off Research,Not Provided,3,hold,45.0
2014-02-28,Bernstein,12 month,5,outperform,62.0
2014-02-25,Imperial Capital LLC,12 month,3,in-line,57.0
2014-02-21,Credit Suisse,Not Provided,5,outperform,55.0
2014-02-21,Spin-Off Research,Not Provided,3,hold,50.0
2014-02-21,MKM Partners,12 month,5,buy,60.0
2014-02-21,EVA Dimensions,Not Provided,1,sell,-0.0
2014-01-16,S&P Capital IQ,12 month,5,buy,52.0
2014-04-01,EVA Dimensions,Not Provided,1,sell,-0.0
2014-03-28,Bernstein,12 month,5,outperform,62.0
2014-03-27,Imperial Capital LLC,12 month,3,in-line,57.0
2014-03-26,MKM Partners,12 month,5,buy,60.0
2014-03-13,Credit Suisse,Not Provided,5,outperform,58.0
2014-02-21,Spin-Off Research,Not Provided,3,hold,50.0
2014-01-16,S&P Capital IQ,12 month,5,buy,52.0
2014-05-01,Credit Suisse,Not Provided,5,outperform,58.0
2014-05-01,Bernstein,12 month,5,outperform,62.0
2014-05-01,"Morningstar, Inc",Not Provided,3,hold,-0.0
2014-05-01,MKM Partners,12 month,5,buy,60.0
2014-04-29,EVA Dimensions,Not Provided,1,sell,-0.0
2014-04-08,Imperial Capital LLC,12 month,3,in-line,57.0
2014-02-21,Spin-Off Research,Not Provided,3,hold,50.0
2014-01-16,S&P Capital IQ,12 month,5,buy,52.0
2014-05-30,Bernstein,Not Provided,5,outperform,63.0
2014-05-28,Imperial Capital LLC,Not Provided,3,in-line,57.0
2014-05-22,"Morningstar, Inc",Not Provided,3,hold,-0.0
2014-05-15,MKM Partners,12 month,5,buy,60.0
2014-05-05,Spin-Off Research,Not Provided,3,hold,51.25
2014-05-01,Credit Suisse,Not Provided,5,outperform,58.0
2014-04-29,EVA Dimensions,Not Provided,1,sell,-0.0
2014-01-16,S&P Capital IQ,12 month,5,buy,52.0
2014-06-30,Bernstein,Not Provided,5,outperform,63.0
2014-06-30,Imperial Capital LLC,Not Provided,3,in-line,60.0
2014-06-05,Credit Suisse,Not Provided,5,outperform,58.0
2014-05-22,"Morningstar, Inc",Not Provided,3,hold,-0.0
2014-05-15,MKM Partners,12 month,5,buy,60.0
2014-05-05,Spin-Off Research,Not Provided,3,hold,51.25
2014-04-29,EVA Dimensions,Not Provided,1,sell,-0.0
2014-01-16,S&P Capital IQ,12 month,5,buy,52.0
2014-08-01,Bernstein,12 month,5,outperform,61.0
2014-08-01,Imperial Capital LLC,12 month,3,in-line,60.0
2014-07-31,Credit Suisse,Not Provided,5,outperform,58.0
2014-07-31,"Morningstar, Inc",Not Provided,3,hold,-0.0
2014-05-05,Spin-Off Research,Not Provided,3,hold,51.25
2014-04-29,EVA Dimensions,Not Provided,1,sell,-0.0
2014-01-16,S&P Capital IQ,12 month,5,buy,52.0
2014-08-27,Longbow Research,Not Provided,3,neutral,-0.0
2014-08-13,Bernstein,Not Provided,5,outperform,60.0
2014-08-13,"Morningstar, Inc",Not Provided,3,hold,-0.0
2014-08-01,Imperial Capital LLC,12 month,3,in-line,60.0
2014-07-31,Credit Suisse,Not Provided,5,outperform,58.0
2014-05-05,Spin-Off Research,Not Provided,3,hold,51.25
2014-04-29,EVA Dimensions,Not Provided,1,sell,-0.0
2014-01-16,S&P Capital IQ,12 month,5,buy,52.0
2014-10-01,Buckingham Research Group,12 month,5,buy,61.0
2014-10-01,Susquehanna Financial,12 month,3,neutral,58.0
2014-09-30,Bernstein,Not Provided,5,outperform,60.0
2014-09-24,Imperial Capital LLC,Not Provided,3,in-line,60.0
