Date,Firm Name,Period,Rating,Recommendation,Target Price
2005-12-29,BroadWall Capital,12 month,5,buy,26.5
2005-12-29,Barclays,Not Provided,5,overwt/negative,27.0
2005-11-29,RBC Capital Markets,Not Provided,3,sector perform,22.5
2005-11-14,Credit Suisse,12 month,5,outperform,27.5
2005-10-12,Prudential Equity Group Inc,Not Provided,5,overweight,32.5
2005-10-05,BB&T Capital Markets,12 month,5,buy,27.5
2005-10-05,EVA Dimensions,Not Provided,3,hold,-0.0
2005-10-03,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
2005-08-04,J.P. Morgan,Not Provided,5,overweight,-0.0
2004-05-18,CRT Capital Group,Not Provided,1,sell,-0.0
2006-01-25,Prudential Equity Group Inc,Not Provided,5,overweight,32.5
2006-01-17,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0
2006-01-12,BroadWall Capital,12 month,5,buy,26.5
2006-01-06,RBC Capital Markets,Not Provided,3,sector perform,22.5
2006-01-03,EVA Dimensions,Not Provided,1,sell,-0.0
2005-12-29,Barclays,Not Provided,5,overwt/negative,27.0
2005-11-14,Credit Suisse,12 month,5,outperform,27.5
2005-10-05,BB&T Capital Markets,12 month,5,buy,27.5
2005-08-04,J.P. Morgan,Not Provided,5,overweight,-0.0
2004-05-18,CRT Capital Group,Not Provided,1,sell,-0.0
2006-02-10,Goldman Sachs,Not Provided,5,outperf/cautious,-0.0
2006-01-25,Prudential Equity Group Inc,Not Provided,5,overweight,32.5
2006-01-12,BroadWall Capital,12 month,5,buy,26.5
2006-01-06,RBC Capital Markets,Not Provided,3,sector perform,22.5
2006-01-03,EVA Dimensions,Not Provided,1,sell,-0.0
2005-12-29,Barclays,Not Provided,5,overwt/negative,27.0
2005-11-14,Credit Suisse,12 month,5,outperform,27.5
2005-10-05,BB&T Capital Markets,12 month,5,buy,27.5
2005-08-04,J.P. Morgan,Not Provided,5,overweight,-0.0
2004-05-18,CRT Capital Group,Not Provided,1,sell,-0.0
2006-03-23,Prudential Equity Group Inc,Not Provided,5,overweight,32.5
2006-03-17,EVA Dimensions,Not Provided,1,sell,-0.0
2006-03-10,Barclays,Not Provided,5,overwt/negative,27.0
2006-03-09,Credit Suisse,12 month,5,outperform,27.5
2006-03-08,BB&T Capital Markets,12 month,5,buy,27.5
2006-02-10,Goldman Sachs,Not Provided,5,outperf/cautious,-0.0
2006-01-12,BroadWall Capital,12 month,5,buy,26.5
2006-01-06,RBC Capital Markets,Not Provided,3,sector perform,22.5
2005-08-04,J.P. Morgan,Not Provided,5,overweight,-0.0
2004-05-18,CRT Capital Group,Not Provided,1,sell,-0.0
2006-03-23,Prudential Equity Group Inc,Not Provided,5,overweight,32.5
2006-03-17,EVA Dimensions,Not Provided,1,sell,-0.0
2006-03-10,Barclays,Not Provided,5,overwt/negative,27.0
2006-03-09,Credit Suisse,12 month,5,outperform,27.5
2006-03-08,BB&T Capital Markets,12 month,5,buy,27.5
2006-02-10,Goldman Sachs,Not Provided,5,outperf/cautious,-0.0
2006-01-12,BroadWall Capital,12 month,5,buy,26.5
2006-01-06,RBC Capital Markets,Not Provided,3,sector perform,22.5
